scale,selectivity,complexity,query,method,latency_ms,rows,safe_by_rule,error
0.06,0.1,5,q9_ticket_topic_segments,post_join_filter,0.3198,14,1,
0.06,0.1,5,q9_ticket_topic_segments,view_barrier,0.6226,14,1,
0.06,0.1,5,q9_ticket_topic_segments,oblivious_forced,0.2739,14,1,
0.06,0.1,5,q9_ticket_topic_segments,predicate_injection,0.2106,14,1,
0.06,0.1,5,q9_ticket_topic_segments,pcqv_no_stats,0.2455,14,1,
0.06,0.1,5,q9_ticket_topic_segments,pcqv_forced,0.2503,14,1,
0.06,0.1,5,q9_ticket_topic_segments,pcqv,0.1856,14,1,
0.06,0.1,5,q9_ticket_topic_segments,oracle_order,0.2117,14,1,
0.06,0.1,5,q10_acl_customer_rows,no_policy,0.4177,300,0,
0.06,0.1,5,q10_acl_customer_rows,post_join_filter,0.0893,12,1,
0.06,0.1,5,q10_acl_customer_rows,view_barrier,0.1514,12,1,
0.06,0.1,5,q10_acl_customer_rows,oblivious_forced,0.1213,12,1,
0.06,0.1,5,q10_acl_customer_rows,predicate_injection,0.1858,12,1,
0.06,0.1,5,q10_acl_customer_rows,pcqv_no_stats,0.0956,12,1,
0.06,0.1,5,q10_acl_customer_rows,pcqv_forced,0.1536,12,1,
0.06,0.1,5,q10_acl_customer_rows,pcqv,0.1475,12,1,
0.06,0.1,5,q10_acl_customer_rows,oracle_order,0.0874,12,1,
0.06,0.1,5,q11_order_ticket_bridge,no_policy,9.2277,40,0,
0.06,0.1,5,q11_order_ticket_bridge,post_join_filter,0.2936,6,1,
0.06,0.1,5,q11_order_ticket_bridge,view_barrier,0.8371,6,1,
0.06,0.1,5,q11_order_ticket_bridge,oblivious_forced,0.2507,6,1,
0.06,0.1,5,q11_order_ticket_bridge,predicate_injection,0.5156,6,1,
0.06,0.1,5,q11_order_ticket_bridge,pcqv_no_stats,0.4348,6,1,
0.06,0.1,5,q11_order_ticket_bridge,pcqv_forced,0.4388,6,1,
0.06,0.1,5,q11_order_ticket_bridge,pcqv,0.409,6,1,
0.06,0.1,5,q11_order_ticket_bridge,oracle_order,0.4149,6,1,
0.06,0.1,5,q12_product_segment_revenue,no_policy,21.5691,27,0,
0.06,0.1,5,q12_product_segment_revenue,post_join_filter,0.7465,8,1,
0.06,0.1,5,q12_product_segment_revenue,view_barrier,3.3763,8,1,
0.06,0.1,5,q12_product_segment_revenue,oblivious_forced,0.4216,8,1,
0.06,0.1,5,q12_product_segment_revenue,predicate_injection,0.3528,8,1,
0.06,0.1,5,q12_product_segment_revenue,pcqv_no_stats,0.5756,8,1,
0.06,0.1,5,q12_product_segment_revenue,pcqv_forced,0.4826,8,1,
0.06,0.1,5,q12_product_segment_revenue,pcqv,0.3369,8,1,
0.06,0.1,5,q12_product_segment_revenue,oracle_order,0.3676,8,1,
0.06,0.1,5,q13_order_lineitem_rows,no_policy,0.7942,300,0,
0.06,0.1,5,q13_order_lineitem_rows,post_join_filter,0.1989,18,1,
0.06,0.1,5,q13_order_lineitem_rows,view_barrier,2.2773,18,1,
0.06,0.1,5,q13_order_lineitem_rows,oblivious_forced,0.1977,18,1,
0.06,0.1,5,q13_order_lineitem_rows,predicate_injection,0.1723,18,1,
0.06,0.1,5,q13_order_lineitem_rows,pcqv_no_stats,0.1763,18,1,
0.06,0.1,5,q13_order_lineitem_rows,pcqv_forced,0.1875,18,1,
0.06,0.1,5,q13_order_lineitem_rows,pcqv,0.2113,18,1,
0.06,0.1,5,q13_order_lineitem_rows,oracle_order,0.1818,18,1,
0.06,0.1,5,q14_support_owner_rows,no_policy,0.6216,300,0,
0.06,0.1,5,q14_support_owner_rows,post_join_filter,0.2825,23,1,
0.06,0.1,5,q14_support_owner_rows,view_barrier,0.4093,23,1,
0.06,0.1,5,q14_support_owner_rows,oblivious_forced,0.248,23,1,
0.06,0.1,5,q14_support_owner_rows,predicate_injection,0.2312,23,1,
0.06,0.1,5,q14_support_owner_rows,pcqv_no_stats,0.1917,23,1,
0.06,0.1,5,q14_support_owner_rows,pcqv_forced,0.2088,23,1,
0.06,0.1,5,q14_support_owner_rows,pcqv,0.2087,23,1,
0.06,0.1,5,q14_support_owner_rows,oracle_order,0.2006,23,1,
0.06,0.1,5,q15_clearance_product_rows,no_policy,3.4979,102,0,
0.06,0.1,5,q15_clearance_product_rows,post_join_filter,0.2699,7,1,
0.06,0.1,5,q15_clearance_product_rows,view_barrier,2.1639,7,1,
0.06,0.1,5,q15_clearance_product_rows,oblivious_forced,0.3035,7,1,
0.06,0.1,5,q15_clearance_product_rows,predicate_injection,0.2599,7,1,
0.06,0.1,5,q15_clearance_product_rows,pcqv_no_stats,0.3102,7,1,
0.06,0.1,5,q15_clearance_product_rows,pcqv_forced,0.2878,7,1,
0.06,0.1,5,q15_clearance_product_rows,pcqv,0.2931,7,1,
0.06,0.1,5,q15_clearance_product_rows,oracle_order,0.487,7,1,
0.06,0.1,5,q16_region_product_mix,no_policy,21.4556,72,0,
0.06,0.1,5,q16_region_product_mix,post_join_filter,0.4778,8,1,
0.06,0.1,5,q16_region_product_mix,view_barrier,2.9679,8,1,
0.06,0.1,5,q16_region_product_mix,oblivious_forced,0.4473,8,1,
0.06,0.1,5,q16_region_product_mix,predicate_injection,0.3273,8,1,
0.06,0.1,5,q16_region_product_mix,pcqv_no_stats,0.3252,8,1,
0.06,0.1,5,q16_region_product_mix,pcqv_forced,0.4019,8,1,
0.06,0.1,5,q16_region_product_mix,pcqv,0.6261,8,1,
0.06,0.1,5,q16_region_product_mix,oracle_order,0.3637,8,1,
0.06,0.1,6,q1_customer_orders,no_policy,2.9469,250,0,
0.06,0.1,6,q1_customer_orders,post_join_filter,0.7462,5,1,
0.06,0.1,6,q1_customer_orders,view_barrier,2.6079,5,1,
0.06,0.1,6,q1_customer_orders,oblivious_forced,1.4109,5,1,
0.06,0.1,6,q1_customer_orders,predicate_injection,0.2491,5,1,
0.06,0.1,6,q1_customer_orders,pcqv_no_stats,0.2278,5,1,
0.06,0.1,6,q1_customer_orders,pcqv_forced,0.2472,5,1,
0.06,0.1,6,q1_customer_orders,pcqv,0.5256,5,1,
0.06,0.1,6,q1_customer_orders,oracle_order,0.2049,5,1,
0.06,0.1,6,q2_revenue_by_product,no_policy,3.6184,16,0,
0.06,0.1,6,q2_revenue_by_product,post_join_filter,0.8899,0,1,
0.06,0.1,6,q2_revenue_by_product,view_barrier,3.3353,0,1,
0.06,0.1,6,q2_revenue_by_product,oblivious_forced,1.64,0,1,
0.06,0.1,6,q2_revenue_by_product,predicate_injection,0.501,0,1,
0.06,0.1,6,q2_revenue_by_product,pcqv_no_stats,0.452,0,1,
0.06,0.1,6,q2_revenue_by_product,pcqv_forced,0.631,0,1,
0.06,0.1,6,q2_revenue_by_product,pcqv,0.6719,0,1,
0.06,0.1,6,q2_revenue_by_product,oracle_order,0.4146,0,1,
0.06,0.1,6,q3_support_tickets,no_policy,1.7871,250,0,
0.06,0.1,6,q3_support_tickets,post_join_filter,0.2728,7,1,
0.06,0.1,6,q3_support_tickets,view_barrier,0.415,7,1,
0.06,0.1,6,q3_support_tickets,oblivious_forced,0.2497,7,1,
0.06,0.1,6,q3_support_tickets,predicate_injection,0.146,7,1,
0.06,0.1,6,q3_support_tickets,pcqv_no_stats,0.1895,7,1,
0.06,0.1,6,q3_support_tickets,pcqv_forced,0.166,7,1,
0.06,0.1,6,q3_support_tickets,pcqv,0.1643,7,1,
0.06,0.1,6,q3_support_tickets,oracle_order,0.168,7,1,
0.06,0.1,6,q4_revenue_by_region,no_policy,14.7477,8,0,
0.06,0.1,6,q4_revenue_by_region,post_join_filter,0.8615,2,1,
0.06,0.1,6,q4_revenue_by_region,view_barrier,3.6487,2,1,
0.06,0.1,6,q4_revenue_by_region,oblivious_forced,1.4365,2,1,
0.06,0.1,6,q4_revenue_by_region,predicate_injection,0.4556,2,1,
0.06,0.1,6,q4_revenue_by_region,pcqv_no_stats,0.3368,2,1,
0.06,0.1,6,q4_revenue_by_region,pcqv_forced,0.4327,2,1,
0.06,0.1,6,q4_revenue_by_region,pcqv,0.3369,2,1,
0.06,0.1,6,q4_revenue_by_region,oracle_order,0.47,2,1,
0.06,0.1,6,q5_high_value_segments,no_policy,4.295,5,0,
0.06,0.1,6,q5_high_value_segments,post_join_filter,1.6154,0,1,
0.06,0.1,6,q5_high_value_segments,view_barrier,0.3686,0,1,
0.06,0.1,6,q5_high_value_segments,oblivious_forced,2.1684,0,1,
0.06,0.1,6,q5_high_value_segments,predicate_injection,2.133,0,1,
0.06,0.1,6,q5_high_value_segments,pcqv_no_stats,0.203,0,1,
0.06,0.1,6,q5_high_value_segments,pcqv_forced,2.0842,0,1,
0.06,0.1,6,q5_high_value_segments,pcqv,1.693,0,1,
0.06,0.1,6,q5_high_value_segments,oracle_order,2.3906,0,1,
0.06,0.1,6,q6_lineitem_product_count,no_policy,11.1898,8,0,
0.06,0.1,6,q6_lineitem_product_count,post_join_filter,1.219,0,1,
0.06,0.1,6,q6_lineitem_product_count,view_barrier,3.0129,0,1,
0.06,0.1,6,q6_lineitem_product_count,oblivious_forced,1.4873,0,1,
0.06,0.1,6,q6_lineitem_product_count,predicate_injection,0.3616,0,1,
0.06,0.1,6,q6_lineitem_product_count,pcqv_no_stats,0.4142,0,1,
0.06,0.1,6,q6_lineitem_product_count,pcqv_forced,0.4078,0,1,
0.06,0.1,6,q6_lineitem_product_count,pcqv,0.4591,0,1,
0.06,0.1,6,q6_lineitem_product_count,oracle_order,0.4973,0,1,
0.06,0.1,6,q7_customer_summary,no_policy,1.2797,198,0,
0.06,0.1,6,q7_customer_summary,post_join_filter,0.2706,0,1,
0.06,0.1,6,q7_customer_summary,view_barrier,0.3654,0,1,
0.06,0.1,6,q7_customer_summary,oblivious_forced,0.256,0,1,
0.06,0.1,6,q7_customer_summary,predicate_injection,0.124,0,1,
0.06,0.1,6,q7_customer_summary,pcqv_no_stats,0.1028,0,1,
0.06,0.1,6,q7_customer_summary,pcqv_forced,0.1165,0,1,
0.06,0.1,6,q7_customer_summary,pcqv,0.1294,0,1,
0.06,0.1,6,q7_customer_summary,oracle_order,0.1788,0,1,
0.06,0.1,6,q8_sensitive_product_scan,no_policy,1.4644,43,0,
0.06,0.1,6,q8_sensitive_product_scan,post_join_filter,1.7282,14,1,
0.06,0.1,6,q8_sensitive_product_scan,view_barrier,2.8594,14,1,
0.06,0.1,6,q8_sensitive_product_scan,oblivious_forced,1.7526,14,1,
0.06,0.1,6,q8_sensitive_product_scan,predicate_injection,0.8235,14,1,
0.06,0.1,6,q8_sensitive_product_scan,pcqv_no_stats,1.0836,14,1,
0.06,0.1,6,q8_sensitive_product_scan,pcqv_forced,1.0571,14,1,
0.06,0.1,6,q8_sensitive_product_scan,pcqv,0.8653,14,1,
0.06,0.1,6,q8_sensitive_product_scan,oracle_order,0.8682,14,1,
0.06,0.1,6,q9_ticket_topic_segments,no_policy,4.0331,25,0,
0.06,0.1,6,q9_ticket_topic_segments,post_join_filter,0.2696,0,1,
0.06,0.1,6,q9_ticket_topic_segments,view_barrier,0.4895,0,1,
0.06,0.1,6,q9_ticket_topic_segments,oblivious_forced,0.3963,0,1,
0.06,0.1,6,q9_ticket_topic_segments,predicate_injection,0.1964,0,1,
0.06,0.1,6,q9_ticket_topic_segments,pcqv_no_stats,0.2384,0,1,
0.06,0.1,6,q9_ticket_topic_segments,pcqv_forced,0.2012,0,1,
0.06,0.1,6,q9_ticket_topic_segments,pcqv,0.2712,0,1,
0.06,0.1,6,q9_ticket_topic_segments,oracle_order,0.284,0,1,
0.06,0.1,6,q10_acl_customer_rows,no_policy,0.4177,300,0,
0.06,0.1,6,q10_acl_customer_rows,post_join_filter,0.1066,12,1,
0.06,0.1,6,q10_acl_customer_rows,view_barrier,0.3131,12,1,
0.06,0.1,6,q10_acl_customer_rows,oblivious_forced,0.0953,12,1,
0.06,0.1,6,q10_acl_customer_rows,predicate_injection,0.0916,12,1,
0.06,0.1,6,q10_acl_customer_rows,pcqv_no_stats,0.1102,12,1,
0.06,0.1,6,q10_acl_customer_rows,pcqv_forced,0.0887,12,1,
0.06,0.1,6,q10_acl_customer_rows,pcqv,0.084,12,1,
0.06,0.1,6,q10_acl_customer_rows,oracle_order,0.0873,12,1,
0.06,0.1,6,q11_order_ticket_bridge,no_policy,9.2277,40,0,
0.06,0.1,6,q11_order_ticket_bridge,post_join_filter,0.371,0,1,
0.06,0.1,6,q11_order_ticket_bridge,view_barrier,0.5974,0,1,
0.06,0.1,6,q11_order_ticket_bridge,oblivious_forced,0.2449,0,1,
0.06,0.1,6,q11_order_ticket_bridge,predicate_injection,0.2244,0,1,
0.06,0.1,6,q11_order_ticket_bridge,pcqv_no_stats,0.2436,0,1,
0.06,0.1,6,q11_order_ticket_bridge,pcqv_forced,1.2017,0,1,
0.06,0.1,6,q11_order_ticket_bridge,pcqv,0.2847,0,1,
0.06,0.1,6,q11_order_ticket_bridge,oracle_order,0.2704,0,1,
0.06,0.1,6,q12_product_segment_revenue,no_policy,21.5691,27,0,
0.06,0.1,6,q12_product_segment_revenue,post_join_filter,0.4906,0,1,
0.06,0.1,6,q12_product_segment_revenue,view_barrier,3.2716,0,1,
0.06,0.1,6,q12_product_segment_revenue,oblivious_forced,0.3443,0,1,
0.06,0.1,6,q12_product_segment_revenue,predicate_injection,0.4629,0,1,
0.06,0.1,6,q12_product_segment_revenue,pcqv_no_stats,0.911,0,1,
0.06,0.1,6,q12_product_segment_revenue,pcqv_forced,0.5092,0,1,
0.06,0.1,6,q12_product_segment_revenue,pcqv,0.3515,0,1,
0.06,0.1,6,q12_product_segment_revenue,oracle_order,0.3581,0,1,
0.06,0.1,6,q13_order_lineitem_rows,no_policy,0.7942,300,0,
0.06,0.1,6,q13_order_lineitem_rows,post_join_filter,0.2121,18,1,
0.06,0.1,6,q13_order_lineitem_rows,view_barrier,2.8659,18,1,
0.06,0.1,6,q13_order_lineitem_rows,oblivious_forced,0.1647,18,1,
0.06,0.1,6,q13_order_lineitem_rows,predicate_injection,0.227,18,1,
0.06,0.1,6,q13_order_lineitem_rows,pcqv_no_stats,0.1814,18,1,
0.06,0.1,6,q13_order_lineitem_rows,pcqv_forced,0.1918,18,1,
0.06,0.1,6,q13_order_lineitem_rows,pcqv,0.2373,18,1,
0.06,0.1,6,q13_order_lineitem_rows,oracle_order,0.331,18,1,
0.06,0.1,6,q14_support_owner_rows,no_policy,0.6216,300,0,
0.06,0.1,6,q14_support_owner_rows,post_join_filter,0.2653,23,1,
0.06,0.1,6,q14_support_owner_rows,view_barrier,0.4574,23,1,
0.06,0.1,6,q14_support_owner_rows,oblivious_forced,0.4534,23,1,
0.06,0.1,6,q14_support_owner_rows,predicate_injection,0.2446,23,1,
0.06,0.1,6,q14_support_owner_rows,pcqv_no_stats,0.3394,23,1,
0.06,0.1,6,q14_support_owner_rows,pcqv_forced,0.2295,23,1,
0.06,0.1,6,q14_support_owner_rows,pcqv,0.2658,23,1,
0.06,0.1,6,q14_support_owner_rows,oracle_order,0.2328,23,1,
0.06,0.1,6,q15_clearance_product_rows,no_policy,3.4979,102,0,
0.06,0.1,6,q15_clearance_product_rows,post_join_filter,0.3739,7,1,
0.06,0.1,6,q15_clearance_product_rows,view_barrier,2.7607,7,1,
0.06,0.1,6,q15_clearance_product_rows,oblivious_forced,0.3102,7,1,
0.06,0.1,6,q15_clearance_product_rows,predicate_injection,0.4962,7,1,
0.06,0.1,6,q15_clearance_product_rows,pcqv_no_stats,0.2978,7,1,
0.06,0.1,6,q15_clearance_product_rows,pcqv_forced,0.2588,7,1,
0.06,0.1,6,q15_clearance_product_rows,pcqv,0.2931,7,1,
0.06,0.1,6,q15_clearance_product_rows,oracle_order,0.3632,7,1,
0.06,0.1,6,q16_region_product_mix,no_policy,21.4556,72,0,
0.06,0.1,6,q16_region_product_mix,post_join_filter,0.4771,0,1,
0.06,0.1,6,q16_region_product_mix,view_barrier,3.0747,0,1,
0.06,0.1,6,q16_region_product_mix,oblivious_forced,0.3852,0,1,
0.06,0.1,6,q16_region_product_mix,predicate_injection,0.4055,0,1,
0.06,0.1,6,q16_region_product_mix,pcqv_no_stats,0.4253,0,1,
0.06,0.1,6,q16_region_product_mix,pcqv_forced,0.5191,0,1,
0.06,0.1,6,q16_region_product_mix,pcqv,0.3856,0,1,
0.06,0.1,6,q16_region_product_mix,oracle_order,0.571,0,1,
0.06,0.25,1,q1_customer_orders,no_policy,2.9469,250,0,
0.06,0.25,1,q1_customer_orders,post_join_filter,1.9156,250,1,
0.06,0.25,1,q1_customer_orders,view_barrier,6.961,250,1,
0.06,0.25,1,q1_customer_orders,oblivious_forced,2.0669,250,1,
0.06,0.25,1,q1_customer_orders,predicate_injection,2.2837,250,1,
0.06,0.25,1,q1_customer_orders,pcqv_no_stats,2.3838,250,1,
0.06,0.25,1,q1_customer_orders,pcqv_forced,2.4705,250,1,
0.06,0.25,1,q1_customer_orders,pcqv,2.4886,250,1,
0.06,0.25,1,q1_customer_orders,oracle_order,2.4505,250,1,
0.06,0.25,1,q2_revenue_by_product,no_policy,3.6184,16,0,
0.06,0.25,1,q2_revenue_by_product,post_join_filter,2.9973,14,1,
0.06,0.25,1,q2_revenue_by_product,view_barrier,9.1205,14,1,
0.06,0.25,1,q2_revenue_by_product,oblivious_forced,4.1407,14,1,
0.06,0.25,1,q2_revenue_by_product,predicate_injection,1.4377,14,1,
0.06,0.25,1,q2_revenue_by_product,pcqv_no_stats,1.3085,14,1,
0.06,0.25,1,q2_revenue_by_product,pcqv_forced,1.541,14,1,
0.06,0.25,1,q2_revenue_by_product,pcqv,1.436,14,1,
0.06,0.25,1,q2_revenue_by_product,oracle_order,1.2519,14,1,
0.06,0.25,1,q3_support_tickets,no_policy,1.7871,250,0,
0.06,0.25,1,q3_support_tickets,post_join_filter,0.6177,235,1,
0.06,0.25,1,q3_support_tickets,view_barrier,2.0139,235,1,
0.06,0.25,1,q3_support_tickets,oblivious_forced,0.6814,235,1,
0.06,0.25,1,q3_support_tickets,predicate_injection,0.9841,235,1,
0.06,0.25,1,q3_support_tickets,pcqv_no_stats,0.6452,235,1,
0.06,0.25,1,q3_support_tickets,pcqv_forced,0.8012,235,1,
0.06,0.25,1,q3_support_tickets,pcqv,0.6137,235,1,
0.06,0.25,1,q3_support_tickets,oracle_order,0.7012,235,1,
0.06,0.25,1,q4_revenue_by_region,no_policy,14.7477,8,0,
0.06,0.25,1,q4_revenue_by_region,post_join_filter,6.7597,8,1,
0.06,0.25,1,q4_revenue_by_region,view_barrier,11.5815,8,1,
0.06,0.25,1,q4_revenue_by_region,oblivious_forced,6.6496,8,1,
0.06,0.25,1,q4_revenue_by_region,predicate_injection,9.5625,8,1,
0.06,0.25,1,q4_revenue_by_region,pcqv_no_stats,10.5857,8,1,
0.06,0.25,1,q4_revenue_by_region,pcqv_forced,9.7972,8,1,
0.06,0.25,1,q4_revenue_by_region,pcqv,9.9027,8,1,
0.06,0.25,1,q4_revenue_by_region,oracle_order,10.7208,8,1,
0.06,0.25,1,q5_high_value_segments,no_policy,4.295,5,0,
0.06,0.25,1,q5_high_value_segments,post_join_filter,2.4245,5,1,
0.06,0.25,1,q5_high_value_segments,view_barrier,3.1587,5,1,
0.06,0.25,1,q5_high_value_segments,oblivious_forced,2.4304,5,1,
0.06,0.25,1,q5_high_value_segments,predicate_injection,2.9182,5,1,
0.06,0.25,1,q5_high_value_segments,pcqv_no_stats,1.4109,5,1,
0.06,0.25,1,q5_high_value_segments,pcqv_forced,1.2942,5,1,
0.06,0.25,1,q5_high_value_segments,pcqv,2.6331,5,1,
0.06,0.25,1,q5_high_value_segments,oracle_order,1.4283,5,1,
0.06,0.25,1,q6_lineitem_product_count,no_policy,11.1898,8,0,
0.06,0.25,1,q6_lineitem_product_count,post_join_filter,5.5309,8,1,
0.06,0.25,1,q6_lineitem_product_count,view_barrier,10.812,8,1,
0.06,0.25,1,q6_lineitem_product_count,oblivious_forced,5.0397,8,1,
0.06,0.25,1,q6_lineitem_product_count,predicate_injection,5.0903,8,1,
0.06,0.25,1,q6_lineitem_product_count,pcqv_no_stats,10.3874,8,1,
0.06,0.25,1,q6_lineitem_product_count,pcqv_forced,4.5645,8,1,
0.06,0.25,1,q6_lineitem_product_count,pcqv,4.9843,8,1,
0.06,0.25,1,q6_lineitem_product_count,oracle_order,11.3571,8,1,
0.06,0.25,1,q7_customer_summary,no_policy,1.2797,198,0,
0.06,0.25,1,q7_customer_summary,post_join_filter,1.3187,61,1,
0.06,0.25,1,q7_customer_summary,view_barrier,3.0792,61,1,
0.06,0.25,1,q7_customer_summary,oblivious_forced,1.368,61,1,
0.06,0.25,1,q7_customer_summary,predicate_injection,0.5281,61,1,
0.06,0.25,1,q7_customer_summary,pcqv_no_stats,0.5571,61,1,
0.06,0.25,1,q7_customer_summary,pcqv_forced,0.4804,61,1,
0.06,0.25,1,q7_customer_summary,pcqv,0.4795,61,1,
0.06,0.25,1,q7_customer_summary,oracle_order,0.5145,61,1,
0.06,0.25,1,q8_sensitive_product_scan,no_policy,1.4644,43,0,
0.06,0.25,1,q8_sensitive_product_scan,post_join_filter,3.9288,35,1,
0.06,0.25,1,q8_sensitive_product_scan,view_barrier,6.4416,35,1,
0.06,0.25,1,q8_sensitive_product_scan,oblivious_forced,4.1446,35,1,
0.06,0.25,1,q8_sensitive_product_scan,predicate_injection,1.887,35,1,
0.06,0.25,1,q8_sensitive_product_scan,pcqv_no_stats,1.8506,35,1,
0.06,0.25,1,q8_sensitive_product_scan,pcqv_forced,1.7801,35,1,
0.06,0.25,1,q8_sensitive_product_scan,pcqv,1.8271,35,1,
0.06,0.25,1,q8_sensitive_product_scan,oracle_order,1.6745,35,1,
0.06,0.25,1,q9_ticket_topic_segments,no_policy,4.0331,25,0,
0.06,0.25,1,q9_ticket_topic_segments,post_join_filter,1.0556,25,1,
0.06,0.25,1,q9_ticket_topic_segments,view_barrier,2.0504,25,1,
0.06,0.25,1,q9_ticket_topic_segments,oblivious_forced,1.3405,25,1,
0.06,0.25,1,q9_ticket_topic_segments,predicate_injection,1.4128,25,1,
0.06,0.25,1,q9_ticket_topic_segments,pcqv_no_stats,1.1084,25,1,
0.06,0.25,1,q9_ticket_topic_segments,pcqv_forced,1.2594,25,1,
0.06,0.25,1,q9_ticket_topic_segments,pcqv,1.0814,25,1,
0.06,0.25,1,q9_ticket_topic_segments,oracle_order,1.1427,25,1,
0.06,0.25,1,q10_acl_customer_rows,no_policy,0.4177,300,0,
0.06,0.25,1,q10_acl_customer_rows,post_join_filter,0.3406,133,1,
0.06,0.25,1,q10_acl_customer_rows,view_barrier,0.5139,133,1,
0.06,0.25,1,q10_acl_customer_rows,oblivious_forced,0.3201,133,1,
0.06,0.25,1,q10_acl_customer_rows,predicate_injection,0.3904,133,1,
0.06,0.25,1,q10_acl_customer_rows,pcqv_no_stats,0.336,133,1,
0.06,0.25,1,q10_acl_customer_rows,pcqv_forced,0.3612,133,1,
0.06,0.25,1,q10_acl_customer_rows,pcqv,0.2785,133,1,
0.06,0.25,1,q10_acl_customer_rows,oracle_order,0.3347,133,1,
0.06,0.25,1,q11_order_ticket_bridge,no_policy,9.2277,40,0,
0.06,0.25,1,q11_order_ticket_bridge,post_join_filter,3.4826,40,1,
0.06,0.25,1,q11_order_ticket_bridge,view_barrier,4.367,40,1,
0.06,0.25,1,q11_order_ticket_bridge,oblivious_forced,4.0785,40,1,
0.06,0.25,1,q11_order_ticket_bridge,predicate_injection,2.974,40,1,
0.06,0.25,1,q11_order_ticket_bridge,pcqv_no_stats,2.4869,40,1,
0.06,0.25,1,q11_order_ticket_bridge,pcqv_forced,2.3823,40,1,
0.06,0.25,1,q11_order_ticket_bridge,pcqv,2.3446,40,1,
0.06,0.25,1,q11_order_ticket_bridge,oracle_order,2.692,40,1,
0.06,0.25,1,q12_product_segment_revenue,no_policy,21.5691,27,0,
0.06,0.25,1,q12_product_segment_revenue,post_join_filter,7.4309,27,1,
0.06,0.25,1,q12_product_segment_revenue,view_barrier,11.5163,27,1,
0.06,0.25,1,q12_product_segment_revenue,oblivious_forced,8.6803,27,1,
0.06,0.25,1,q12_product_segment_revenue,predicate_injection,6.3138,27,1,
0.06,0.25,1,q12_product_segment_revenue,pcqv_no_stats,7.9949,27,1,
0.06,0.25,1,q12_product_segment_revenue,pcqv_forced,8.1745,27,1,
0.06,0.25,1,q12_product_segment_revenue,pcqv,6.8468,27,1,
0.06,0.25,1,q12_product_segment_revenue,oracle_order,6.874,27,1,
0.06,0.25,1,q13_order_lineitem_rows,no_policy,0.7942,300,0,
0.06,0.25,1,q13_order_lineitem_rows,post_join_filter,5.1616,300,1,
0.06,0.25,1,q13_order_lineitem_rows,view_barrier,8.009,300,1,
0.06,0.25,1,q13_order_lineitem_rows,oblivious_forced,5.2806,300,1,
0.06,0.25,1,q13_order_lineitem_rows,predicate_injection,6.0644,300,1,
0.06,0.25,1,q13_order_lineitem_rows,pcqv_no_stats,5.9587,300,1,
0.06,0.25,1,q13_order_lineitem_rows,pcqv_forced,5.7233,300,1,
0.06,0.25,1,q13_order_lineitem_rows,pcqv,5.4311,300,1,
0.06,0.25,1,q13_order_lineitem_rows,oracle_order,5.5915,300,1,
0.06,0.25,1,q14_support_owner_rows,no_policy,0.6216,300,0,
0.06,0.25,1,q14_support_owner_rows,post_join_filter,1.5737,300,1,
0.06,0.25,1,q14_support_owner_rows,view_barrier,2.6516,300,1,
0.06,0.25,1,q14_support_owner_rows,oblivious_forced,1.2754,300,1,
0.06,0.25,1,q14_support_owner_rows,predicate_injection,2.0904,300,1,
0.06,0.25,1,q14_support_owner_rows,pcqv_no_stats,1.4797,300,1,
0.06,0.25,1,q14_support_owner_rows,pcqv_forced,1.4578,300,1,
0.06,0.25,1,q14_support_owner_rows,pcqv,1.4581,300,1,
0.06,0.25,1,q14_support_owner_rows,oracle_order,1.2564,300,1,
0.06,0.25,1,q15_clearance_product_rows,no_policy,3.4979,102,0,
0.06,0.25,1,q15_clearance_product_rows,post_join_filter,0.8232,29,1,
0.06,0.25,1,q15_clearance_product_rows,view_barrier,5.5641,29,1,
0.06,0.25,1,q15_clearance_product_rows,oblivious_forced,1.2325,29,1,
0.06,0.25,1,q15_clearance_product_rows,predicate_injection,0.9228,29,1,
0.06,0.25,1,q15_clearance_product_rows,pcqv_no_stats,1.1247,29,1,
0.06,0.25,1,q15_clearance_product_rows,pcqv_forced,0.9622,29,1,
0.06,0.25,1,q15_clearance_product_rows,pcqv,1.041,29,1,
0.06,0.25,1,q15_clearance_product_rows,oracle_order,0.7805,29,1,
0.06,0.25,1,q16_region_product_mix,no_policy,21.4556,72,0,
0.06,0.25,1,q16_region_product_mix,post_join_filter,10.651,72,1,
0.06,0.25,1,q16_region_product_mix,view_barrier,12.8811,72,1,
0.06,0.25,1,q16_region_product_mix,oblivious_forced,8.5561,72,1,
0.06,0.25,1,q16_region_product_mix,predicate_injection,6.1522,72,1,
0.06,0.25,1,q16_region_product_mix,pcqv_no_stats,9.8154,72,1,
0.06,0.25,1,q16_region_product_mix,pcqv_forced,8.8193,72,1,
0.06,0.25,1,q16_region_product_mix,pcqv,7.3616,72,1,
0.06,0.25,1,q16_region_product_mix,oracle_order,9.8938,72,1,
0.06,0.25,2,q1_customer_orders,no_policy,2.9469,250,0,
0.06,0.25,2,q1_customer_orders,post_join_filter,2.1848,232,1,
0.06,0.25,2,q1_customer_orders,view_barrier,6.6053,232,1,
0.06,0.25,2,q1_customer_orders,oblivious_forced,1.6881,232,1,
0.06,0.25,2,q1_customer_orders,predicate_injection,1.167,232,1,
0.06,0.25,2,q1_customer_orders,pcqv_no_stats,1.1777,232,1,
0.06,0.25,2,q1_customer_orders,pcqv_forced,1.387,232,1,
