scale,selectivity,complexity,query,method,latency_ms,rows,safe_by_rule,error
0.06,0.025,6,q6_lineitem_product_count,post_join_filter,0.2646,0,1,
0.06,0.025,6,q6_lineitem_product_count,view_barrier,0.6146,0,1,
0.06,0.025,6,q6_lineitem_product_count,oblivious_forced,0.3456,0,1,
0.06,0.025,6,q6_lineitem_product_count,predicate_injection,0.0808,0,1,
0.06,0.025,6,q6_lineitem_product_count,pcqv_no_stats,0.0615,0,1,
0.06,0.025,6,q6_lineitem_product_count,pcqv_forced,0.0615,0,1,
0.06,0.025,6,q6_lineitem_product_count,pcqv,0.0605,0,1,
0.06,0.025,6,q6_lineitem_product_count,oracle_order,0.1877,0,1,
0.06,0.025,6,q7_customer_summary,no_policy,1.2797,198,0,
0.06,0.025,6,q7_customer_summary,post_join_filter,0.2502,0,1,
0.06,0.025,6,q7_customer_summary,view_barrier,0.0865,0,1,
0.06,0.025,6,q7_customer_summary,oblivious_forced,0.0922,0,1,
0.06,0.025,6,q7_customer_summary,predicate_injection,0.0315,0,1,
0.06,0.025,6,q7_customer_summary,pcqv_no_stats,0.0269,0,1,
0.06,0.025,6,q7_customer_summary,pcqv_forced,0.0412,0,1,
0.06,0.025,6,q7_customer_summary,pcqv,0.2247,0,1,
0.06,0.025,6,q7_customer_summary,oracle_order,0.0813,0,1,
0.06,0.025,6,q8_sensitive_product_scan,no_policy,1.4644,43,0,
0.06,0.025,6,q8_sensitive_product_scan,post_join_filter,0.4451,1,1,
0.06,0.025,6,q8_sensitive_product_scan,view_barrier,0.5761,1,1,
0.06,0.025,6,q8_sensitive_product_scan,oblivious_forced,0.3105,1,1,
0.06,0.025,6,q8_sensitive_product_scan,predicate_injection,0.0507,1,1,
0.06,0.025,6,q8_sensitive_product_scan,pcqv_no_stats,0.0524,1,1,
0.06,0.025,6,q8_sensitive_product_scan,pcqv_forced,0.0398,1,1,
0.06,0.025,6,q8_sensitive_product_scan,pcqv,0.0492,1,1,
0.06,0.025,6,q8_sensitive_product_scan,oracle_order,0.046,1,1,
0.06,0.025,6,q9_ticket_topic_segments,no_policy,4.0331,25,0,
0.06,0.025,6,q9_ticket_topic_segments,post_join_filter,0.0861,0,1,
0.06,0.025,6,q9_ticket_topic_segments,view_barrier,0.0582,0,1,
0.06,0.025,6,q9_ticket_topic_segments,oblivious_forced,0.1787,0,1,
0.06,0.025,6,q9_ticket_topic_segments,predicate_injection,0.072,0,1,
0.06,0.025,6,q9_ticket_topic_segments,pcqv_no_stats,0.0417,0,1,
0.06,0.025,6,q9_ticket_topic_segments,pcqv_forced,0.0419,0,1,
0.06,0.025,6,q9_ticket_topic_segments,pcqv,0.0551,0,1,
0.06,0.025,6,q9_ticket_topic_segments,oracle_order,0.0634,0,1,
0.06,0.025,6,q10_acl_customer_rows,no_policy,0.4177,300,0,
0.06,0.025,6,q10_acl_customer_rows,post_join_filter,0.0245,0,1,
0.06,0.025,6,q10_acl_customer_rows,view_barrier,0.0427,0,1,
0.06,0.025,6,q10_acl_customer_rows,oblivious_forced,0.0226,0,1,
0.06,0.025,6,q10_acl_customer_rows,predicate_injection,0.0516,0,1,
0.06,0.025,6,q10_acl_customer_rows,pcqv_no_stats,0.0227,0,1,
0.06,0.025,6,q10_acl_customer_rows,pcqv_forced,0.0357,0,1,
0.06,0.025,6,q10_acl_customer_rows,pcqv,0.0246,0,1,
0.06,0.025,6,q10_acl_customer_rows,oracle_order,0.0231,0,1,
0.06,0.025,6,q11_order_ticket_bridge,no_policy,9.2277,40,0,
0.06,0.025,6,q11_order_ticket_bridge,post_join_filter,0.0645,0,1,
0.06,0.025,6,q11_order_ticket_bridge,view_barrier,0.0594,0,1,
0.06,0.025,6,q11_order_ticket_bridge,oblivious_forced,0.3578,0,1,
0.06,0.025,6,q11_order_ticket_bridge,predicate_injection,0.1268,0,1,
0.06,0.025,6,q11_order_ticket_bridge,pcqv_no_stats,0.2315,0,1,
0.06,0.025,6,q11_order_ticket_bridge,pcqv_forced,0.119,0,1,
0.06,0.025,6,q11_order_ticket_bridge,pcqv,0.0891,0,1,
0.06,0.025,6,q11_order_ticket_bridge,oracle_order,0.5943,0,1,
0.06,0.025,6,q12_product_segment_revenue,no_policy,21.5691,27,0,
0.06,0.025,6,q12_product_segment_revenue,post_join_filter,0.1481,0,1,
0.06,0.025,6,q12_product_segment_revenue,view_barrier,0.9517,0,1,
0.06,0.025,6,q12_product_segment_revenue,oblivious_forced,0.1284,0,1,
0.06,0.025,6,q12_product_segment_revenue,predicate_injection,0.1448,0,1,
0.06,0.025,6,q12_product_segment_revenue,pcqv_no_stats,0.1072,0,1,
0.06,0.025,6,q12_product_segment_revenue,pcqv_forced,0.0993,0,1,
0.06,0.025,6,q12_product_segment_revenue,pcqv,0.2326,0,1,
0.06,0.025,6,q12_product_segment_revenue,oracle_order,0.135,0,1,
0.06,0.025,6,q13_order_lineitem_rows,no_policy,0.7942,300,0,
0.06,0.025,6,q13_order_lineitem_rows,post_join_filter,0.0517,0,1,
0.06,0.025,6,q13_order_lineitem_rows,view_barrier,0.0618,0,1,
0.06,0.025,6,q13_order_lineitem_rows,oblivious_forced,0.0385,0,1,
0.06,0.025,6,q13_order_lineitem_rows,predicate_injection,0.0523,0,1,
0.06,0.025,6,q13_order_lineitem_rows,pcqv_no_stats,0.0342,0,1,
0.06,0.025,6,q13_order_lineitem_rows,pcqv_forced,0.029,0,1,
0.06,0.025,6,q13_order_lineitem_rows,pcqv,0.031,0,1,
0.06,0.025,6,q13_order_lineitem_rows,oracle_order,0.0534,0,1,
0.06,0.025,6,q14_support_owner_rows,no_policy,0.6216,300,0,
0.06,0.025,6,q14_support_owner_rows,post_join_filter,0.0815,0,1,
0.06,0.025,6,q14_support_owner_rows,view_barrier,0.0551,0,1,
0.06,0.025,6,q14_support_owner_rows,oblivious_forced,0.0617,0,1,
0.06,0.025,6,q14_support_owner_rows,predicate_injection,0.0541,0,1,
0.06,0.025,6,q14_support_owner_rows,pcqv_no_stats,0.0559,0,1,
0.06,0.025,6,q14_support_owner_rows,pcqv_forced,0.0555,0,1,
0.06,0.025,6,q14_support_owner_rows,pcqv,0.054,0,1,
0.06,0.025,6,q14_support_owner_rows,oracle_order,0.0757,0,1,
0.06,0.025,6,q15_clearance_product_rows,no_policy,3.4979,102,0,
0.06,0.025,6,q15_clearance_product_rows,post_join_filter,0.0969,1,1,
0.06,0.025,6,q15_clearance_product_rows,view_barrier,0.5277,1,1,
0.06,0.025,6,q15_clearance_product_rows,oblivious_forced,0.2304,1,1,
0.06,0.025,6,q15_clearance_product_rows,predicate_injection,0.0893,1,1,
0.06,0.025,6,q15_clearance_product_rows,pcqv_no_stats,0.0961,1,1,
0.06,0.025,6,q15_clearance_product_rows,pcqv_forced,0.0569,1,1,
0.06,0.025,6,q15_clearance_product_rows,pcqv,0.08,1,1,
0.06,0.025,6,q15_clearance_product_rows,oracle_order,0.3903,1,1,
0.06,0.025,6,q16_region_product_mix,no_policy,21.4556,72,0,
0.06,0.025,6,q16_region_product_mix,post_join_filter,0.0341,0,1,
0.06,0.025,6,q16_region_product_mix,view_barrier,0.6345,0,1,
0.06,0.025,6,q16_region_product_mix,oblivious_forced,0.1732,0,1,
0.06,0.025,6,q16_region_product_mix,predicate_injection,0.0615,0,1,
0.06,0.025,6,q16_region_product_mix,pcqv_no_stats,0.0902,0,1,
0.06,0.025,6,q16_region_product_mix,pcqv_forced,0.1852,0,1,
0.06,0.025,6,q16_region_product_mix,pcqv,0.0463,0,1,
0.06,0.025,6,q16_region_product_mix,oracle_order,0.0733,0,1,
0.06,0.05,1,q1_customer_orders,no_policy,2.9469,250,0,
0.06,0.05,1,q1_customer_orders,post_join_filter,0.4162,109,1,
0.06,0.05,1,q1_customer_orders,view_barrier,1.3024,109,1,
0.06,0.05,1,q1_customer_orders,oblivious_forced,0.4368,109,1,
0.06,0.05,1,q1_customer_orders,predicate_injection,0.3095,109,1,
0.06,0.05,1,q1_customer_orders,pcqv_no_stats,0.2964,109,1,
0.06,0.05,1,q1_customer_orders,pcqv_forced,0.3025,109,1,
0.06,0.05,1,q1_customer_orders,pcqv,0.316,109,1,
0.06,0.05,1,q1_customer_orders,oracle_order,0.3594,109,1,
0.06,0.05,1,q2_revenue_by_product,no_policy,3.6184,16,0,
0.06,0.05,1,q2_revenue_by_product,post_join_filter,0.4933,5,1,
0.06,0.05,1,q2_revenue_by_product,view_barrier,1.3495,5,1,
0.06,0.05,1,q2_revenue_by_product,oblivious_forced,0.4579,5,1,
0.06,0.05,1,q2_revenue_by_product,predicate_injection,0.4836,5,1,
0.06,0.05,1,q2_revenue_by_product,pcqv_no_stats,0.168,5,1,
0.06,0.05,1,q2_revenue_by_product,pcqv_forced,0.1979,5,1,
0.06,0.05,1,q2_revenue_by_product,pcqv,0.185,5,1,
0.06,0.05,1,q2_revenue_by_product,oracle_order,0.1969,5,1,
0.06,0.05,1,q3_support_tickets,no_policy,1.7871,250,0,
0.06,0.05,1,q3_support_tickets,post_join_filter,0.1129,38,1,
0.06,0.05,1,q3_support_tickets,view_barrier,0.2583,38,1,
0.06,0.05,1,q3_support_tickets,oblivious_forced,0.1078,38,1,
0.06,0.05,1,q3_support_tickets,predicate_injection,0.1476,38,1,
0.06,0.05,1,q3_support_tickets,pcqv_no_stats,0.1173,38,1,
0.06,0.05,1,q3_support_tickets,pcqv_forced,0.1067,38,1,
0.06,0.05,1,q3_support_tickets,pcqv,0.1262,38,1,
0.06,0.05,1,q3_support_tickets,oracle_order,0.1027,38,1,
0.06,0.05,1,q4_revenue_by_region,no_policy,14.7477,8,0,
0.06,0.05,1,q4_revenue_by_region,post_join_filter,0.8951,7,1,
0.06,0.05,1,q4_revenue_by_region,view_barrier,4.3413,7,1,
0.06,0.05,1,q4_revenue_by_region,oblivious_forced,2.3933,7,1,
0.06,0.05,1,q4_revenue_by_region,predicate_injection,1.809,7,1,
0.06,0.05,1,q4_revenue_by_region,pcqv_no_stats,1.3559,7,1,
0.06,0.05,1,q4_revenue_by_region,pcqv_forced,1.3753,7,1,
0.06,0.05,1,q4_revenue_by_region,pcqv,1.0939,7,1,
0.06,0.05,1,q4_revenue_by_region,oracle_order,1.5478,7,1,
0.06,0.05,1,q5_high_value_segments,no_policy,4.295,5,0,
0.06,0.05,1,q5_high_value_segments,post_join_filter,2.117,5,1,
0.06,0.05,1,q5_high_value_segments,view_barrier,0.6087,5,1,
0.06,0.05,1,q5_high_value_segments,oblivious_forced,1.6267,5,1,
0.06,0.05,1,q5_high_value_segments,predicate_injection,1.5227,5,1,
0.06,0.05,1,q5_high_value_segments,pcqv_no_stats,0.3476,5,1,
0.06,0.05,1,q5_high_value_segments,pcqv_forced,0.2878,5,1,
0.06,0.05,1,q5_high_value_segments,pcqv,1.6328,5,1,
0.06,0.05,1,q5_high_value_segments,oracle_order,0.3187,5,1,
0.06,0.05,1,q6_lineitem_product_count,no_policy,11.1898,8,0,
0.06,0.05,1,q6_lineitem_product_count,post_join_filter,0.8537,7,1,
0.06,0.05,1,q6_lineitem_product_count,view_barrier,1.7725,7,1,
0.06,0.05,1,q6_lineitem_product_count,oblivious_forced,1.0574,7,1,
0.06,0.05,1,q6_lineitem_product_count,predicate_injection,0.8552,7,1,
0.06,0.05,1,q6_lineitem_product_count,pcqv_no_stats,0.9877,7,1,
0.06,0.05,1,q6_lineitem_product_count,pcqv_forced,0.7448,7,1,
0.06,0.05,1,q6_lineitem_product_count,pcqv,0.7167,7,1,
0.06,0.05,1,q6_lineitem_product_count,oracle_order,0.8041,7,1,
0.06,0.05,1,q7_customer_summary,no_policy,1.2797,198,0,
0.06,0.05,1,q7_customer_summary,post_join_filter,0.2326,10,1,
0.06,0.05,1,q7_customer_summary,view_barrier,0.6349,10,1,
0.06,0.05,1,q7_customer_summary,oblivious_forced,0.2565,10,1,
0.06,0.05,1,q7_customer_summary,predicate_injection,0.1301,10,1,
0.06,0.05,1,q7_customer_summary,pcqv_no_stats,0.1147,10,1,
0.06,0.05,1,q7_customer_summary,pcqv_forced,0.1256,10,1,
0.06,0.05,1,q7_customer_summary,pcqv,0.0918,10,1,
0.06,0.05,1,q7_customer_summary,oracle_order,0.1042,10,1,
0.06,0.05,1,q8_sensitive_product_scan,no_policy,1.4644,43,0,
0.06,0.05,1,q8_sensitive_product_scan,post_join_filter,0.7812,17,1,
0.06,0.05,1,q8_sensitive_product_scan,view_barrier,1.8033,17,1,
0.06,0.05,1,q8_sensitive_product_scan,oblivious_forced,1.0465,17,1,
0.06,0.05,1,q8_sensitive_product_scan,predicate_injection,0.5768,17,1,
0.06,0.05,1,q8_sensitive_product_scan,pcqv_no_stats,0.563,17,1,
0.06,0.05,1,q8_sensitive_product_scan,pcqv_forced,0.5498,17,1,
0.06,0.05,1,q8_sensitive_product_scan,pcqv,0.5284,17,1,
0.06,0.05,1,q8_sensitive_product_scan,oracle_order,0.5392,17,1,
0.06,0.05,1,q9_ticket_topic_segments,no_policy,4.0331,25,0,
0.06,0.05,1,q9_ticket_topic_segments,post_join_filter,0.4947,24,1,
0.06,0.05,1,q9_ticket_topic_segments,view_barrier,0.5528,24,1,
0.06,0.05,1,q9_ticket_topic_segments,oblivious_forced,0.6746,24,1,
0.06,0.05,1,q9_ticket_topic_segments,predicate_injection,0.5323,24,1,
0.06,0.05,1,q9_ticket_topic_segments,pcqv_no_stats,0.4932,24,1,
0.06,0.05,1,q9_ticket_topic_segments,pcqv_forced,0.4071,24,1,
0.06,0.05,1,q9_ticket_topic_segments,pcqv,0.3836,24,1,
0.06,0.05,1,q9_ticket_topic_segments,oracle_order,0.5543,24,1,
0.06,0.05,1,q10_acl_customer_rows,no_policy,0.4177,300,0,
0.06,0.05,1,q10_acl_customer_rows,post_join_filter,0.1622,29,1,
0.06,0.05,1,q10_acl_customer_rows,view_barrier,0.2736,29,1,
0.06,0.05,1,q10_acl_customer_rows,oblivious_forced,0.2939,29,1,
0.06,0.05,1,q10_acl_customer_rows,predicate_injection,0.2248,29,1,
0.06,0.05,1,q10_acl_customer_rows,pcqv_no_stats,0.1318,29,1,
0.06,0.05,1,q10_acl_customer_rows,pcqv_forced,0.1222,29,1,
0.06,0.05,1,q10_acl_customer_rows,pcqv,0.2121,29,1,
0.06,0.05,1,q10_acl_customer_rows,oracle_order,0.0792,29,1,
0.06,0.05,1,q11_order_ticket_bridge,no_policy,9.2277,40,0,
0.06,0.05,1,q11_order_ticket_bridge,post_join_filter,0.4971,30,1,
0.06,0.05,1,q11_order_ticket_bridge,view_barrier,0.7127,30,1,
0.06,0.05,1,q11_order_ticket_bridge,oblivious_forced,0.4666,30,1,
0.06,0.05,1,q11_order_ticket_bridge,predicate_injection,0.406,30,1,
0.06,0.05,1,q11_order_ticket_bridge,pcqv_no_stats,1.1779,30,1,
0.06,0.05,1,q11_order_ticket_bridge,pcqv_forced,0.4791,30,1,
0.06,0.05,1,q11_order_ticket_bridge,pcqv,0.534,30,1,
0.06,0.05,1,q11_order_ticket_bridge,oracle_order,0.6516,30,1,
0.06,0.05,1,q12_product_segment_revenue,no_policy,21.5691,27,0,
0.06,0.05,1,q12_product_segment_revenue,post_join_filter,1.0154,23,1,
0.06,0.05,1,q12_product_segment_revenue,view_barrier,2.205,23,1,
0.06,0.05,1,q12_product_segment_revenue,oblivious_forced,1.4691,23,1,
0.06,0.05,1,q12_product_segment_revenue,predicate_injection,0.9615,23,1,
0.06,0.05,1,q12_product_segment_revenue,pcqv_no_stats,1.2198,23,1,
0.06,0.05,1,q12_product_segment_revenue,pcqv_forced,1.2698,23,1,
0.06,0.05,1,q12_product_segment_revenue,pcqv,0.9085,23,1,
0.06,0.05,1,q12_product_segment_revenue,oracle_order,0.9787,23,1,
0.06,0.05,1,q13_order_lineitem_rows,no_policy,0.7942,300,0,
0.06,0.05,1,q13_order_lineitem_rows,post_join_filter,0.8223,268,1,
0.06,0.05,1,q13_order_lineitem_rows,view_barrier,1.3951,268,1,
0.06,0.05,1,q13_order_lineitem_rows,oblivious_forced,0.8084,268,1,
0.06,0.05,1,q13_order_lineitem_rows,predicate_injection,0.8462,268,1,
0.06,0.05,1,q13_order_lineitem_rows,pcqv_no_stats,0.8584,268,1,
0.06,0.05,1,q13_order_lineitem_rows,pcqv_forced,0.8457,268,1,
0.06,0.05,1,q13_order_lineitem_rows,pcqv,1.0916,268,1,
0.06,0.05,1,q13_order_lineitem_rows,oracle_order,0.9572,268,1,
0.06,0.05,1,q14_support_owner_rows,no_policy,0.6216,300,0,
0.06,0.05,1,q14_support_owner_rows,post_join_filter,0.235,85,1,
0.06,0.05,1,q14_support_owner_rows,view_barrier,0.3778,85,1,
0.06,0.05,1,q14_support_owner_rows,oblivious_forced,0.2254,85,1,
0.06,0.05,1,q14_support_owner_rows,predicate_injection,0.2706,85,1,
0.06,0.05,1,q14_support_owner_rows,pcqv_no_stats,0.2283,85,1,
0.06,0.05,1,q14_support_owner_rows,pcqv_forced,0.2192,85,1,
0.06,0.05,1,q14_support_owner_rows,pcqv,0.2258,85,1,
0.06,0.05,1,q14_support_owner_rows,oracle_order,0.5612,85,1,
0.06,0.05,1,q15_clearance_product_rows,no_policy,3.4979,102,0,
0.06,0.05,1,q15_clearance_product_rows,post_join_filter,1.0885,6,1,
0.06,0.05,1,q15_clearance_product_rows,view_barrier,1.6178,6,1,
0.06,0.05,1,q15_clearance_product_rows,oblivious_forced,0.4356,6,1,
0.06,0.05,1,q15_clearance_product_rows,predicate_injection,0.2766,6,1,
0.06,0.05,1,q15_clearance_product_rows,pcqv_no_stats,0.4325,6,1,
0.06,0.05,1,q15_clearance_product_rows,pcqv_forced,0.3979,6,1,
0.06,0.05,1,q15_clearance_product_rows,pcqv,0.2782,6,1,
0.06,0.05,1,q15_clearance_product_rows,oracle_order,0.469,6,1,
0.06,0.05,1,q16_region_product_mix,no_policy,21.4556,72,0,
0.06,0.05,1,q16_region_product_mix,post_join_filter,1.9027,52,1,
0.06,0.05,1,q16_region_product_mix,view_barrier,3.6593,52,1,
0.06,0.05,1,q16_region_product_mix,oblivious_forced,2.6397,52,1,
0.06,0.05,1,q16_region_product_mix,predicate_injection,1.2152,52,1,
0.06,0.05,1,q16_region_product_mix,pcqv_no_stats,1.4162,52,1,
0.06,0.05,1,q16_region_product_mix,pcqv_forced,1.2251,52,1,
0.06,0.05,1,q16_region_product_mix,pcqv,1.1261,52,1,
0.06,0.05,1,q16_region_product_mix,oracle_order,1.0984,52,1,
0.06,0.05,2,q1_customer_orders,no_policy,2.9469,250,0,
0.06,0.05,2,q1_customer_orders,post_join_filter,0.2266,3,1,
0.06,0.05,2,q1_customer_orders,view_barrier,1.1036,3,1,
0.06,0.05,2,q1_customer_orders,oblivious_forced,0.2151,3,1,
0.06,0.05,2,q1_customer_orders,predicate_injection,0.0655,3,1,
0.06,0.05,2,q1_customer_orders,pcqv_no_stats,0.0546,3,1,
0.06,0.05,2,q1_customer_orders,pcqv_forced,0.0574,3,1,
0.06,0.05,2,q1_customer_orders,pcqv,0.0516,3,1,
0.06,0.05,2,q1_customer_orders,oracle_order,0.079,3,1,
0.06,0.05,2,q2_revenue_by_product,no_policy,3.6184,16,0,
0.06,0.05,2,q2_revenue_by_product,post_join_filter,0.5926,3,1,
0.06,0.05,2,q2_revenue_by_product,view_barrier,1.6598,3,1,
0.06,0.05,2,q2_revenue_by_product,oblivious_forced,0.4408,3,1,
0.06,0.05,2,q2_revenue_by_product,predicate_injection,0.4388,3,1,
0.06,0.05,2,q2_revenue_by_product,pcqv_no_stats,0.1445,3,1,
0.06,0.05,2,q2_revenue_by_product,pcqv_forced,0.1456,3,1,
0.06,0.05,2,q2_revenue_by_product,pcqv,0.2745,3,1,
0.06,0.05,2,q2_revenue_by_product,oracle_order,0.1515,3,1,
0.06,0.05,2,q3_support_tickets,no_policy,1.7871,250,0,
0.06,0.05,2,q3_support_tickets,post_join_filter,0.0607,1,1,
0.06,0.05,2,q3_support_tickets,view_barrier,0.1646,1,1,
0.06,0.05,2,q3_support_tickets,oblivious_forced,0.2131,1,1,
0.06,0.05,2,q3_support_tickets,predicate_injection,0.0724,1,1,
0.06,0.05,2,q3_support_tickets,pcqv_no_stats,0.0852,1,1,
0.06,0.05,2,q3_support_tickets,pcqv_forced,0.1353,1,1,
0.06,0.05,2,q3_support_tickets,pcqv,0.0612,1,1,
0.06,0.05,2,q3_support_tickets,oracle_order,0.0519,1,1,
0.06,0.05,2,q4_revenue_by_region,no_policy,14.7477,8,0,
0.06,0.05,2,q4_revenue_by_region,post_join_filter,0.3891,1,1,
0.06,0.05,2,q4_revenue_by_region,view_barrier,1.3235,1,1,
0.06,0.05,2,q4_revenue_by_region,oblivious_forced,0.3928,1,1,
0.06,0.05,2,q4_revenue_by_region,predicate_injection,0.1204,1,1,
0.06,0.05,2,q4_revenue_by_region,pcqv_no_stats,0.0945,1,1,
0.06,0.05,2,q4_revenue_by_region,pcqv_forced,0.0928,1,1,
0.06,0.05,2,q4_revenue_by_region,pcqv,0.0878,1,1,
0.06,0.05,2,q4_revenue_by_region,oracle_order,0.0952,1,1,
0.06,0.05,2,q5_high_value_segments,no_policy,4.295,5,0,
0.06,0.05,2,q5_high_value_segments,post_join_filter,1.3969,2,1,
0.06,0.05,2,q5_high_value_segments,view_barrier,0.3599,2,1,
0.06,0.05,2,q5_high_value_segments,oblivious_forced,1.4233,2,1,
0.06,0.05,2,q5_high_value_segments,predicate_injection,0.0839,2,1,
0.06,0.05,2,q5_high_value_segments,pcqv_no_stats,0.0555,2,1,
0.06,0.05,2,q5_high_value_segments,pcqv_forced,0.0599,2,1,
0.06,0.05,2,q5_high_value_segments,pcqv,0.0496,2,1,
0.06,0.05,2,q5_high_value_segments,oracle_order,0.0702,2,1,
0.06,0.05,2,q6_lineitem_product_count,no_policy,11.1898,8,0,
0.06,0.05,2,q6_lineitem_product_count,post_join_filter,0.8482,4,1,
0.06,0.05,2,q6_lineitem_product_count,view_barrier,2.0758,4,1,
0.06,0.05,2,q6_lineitem_product_count,oblivious_forced,0.9287,4,1,
0.06,0.05,2,q6_lineitem_product_count,predicate_injection,0.1692,4,1,
0.06,0.05,2,q6_lineitem_product_count,pcqv_no_stats,0.11,4,1,
0.06,0.05,2,q6_lineitem_product_count,pcqv_forced,0.2112,4,1,
0.06,0.05,2,q6_lineitem_product_count,pcqv,0.3604,4,1,
0.06,0.05,2,q6_lineitem_product_count,oracle_order,0.9735,4,1,
0.06,0.05,2,q7_customer_summary,no_policy,1.2797,198,0,
0.06,0.05,2,q7_customer_summary,post_join_filter,0.2921,1,1,
0.06,0.05,2,q7_customer_summary,view_barrier,0.5892,1,1,
0.06,0.05,2,q7_customer_summary,oblivious_forced,0.3944,1,1,
0.06,0.05,2,q7_customer_summary,predicate_injection,0.0749,1,1,
0.06,0.05,2,q7_customer_summary,pcqv_no_stats,0.0811,1,1,
0.06,0.05,2,q7_customer_summary,pcqv_forced,0.1922,1,1,
0.06,0.05,2,q7_customer_summary,pcqv,0.1534,1,1,
0.06,0.05,2,q7_customer_summary,oracle_order,0.0615,1,1,
0.06,0.05,2,q8_sensitive_product_scan,no_policy,1.4644,43,0,
0.06,0.05,2,q8_sensitive_product_scan,post_join_filter,0.7349,15,1,
0.06,0.05,2,q8_sensitive_product_scan,view_barrier,1.3101,15,1,
0.06,0.05,2,q8_sensitive_product_scan,oblivious_forced,0.7631,15,1,
0.06,0.05,2,q8_sensitive_product_scan,predicate_injection,0.3978,15,1,
0.06,0.05,2,q8_sensitive_product_scan,pcqv_no_stats,0.4398,15,1,
0.06,0.05,2,q8_sensitive_product_scan,pcqv_forced,0.4626,15,1,
0.06,0.05,2,q8_sensitive_product_scan,pcqv,3.7002,15,1,
0.06,0.05,2,q8_sensitive_product_scan,oracle_order,0.5604,15,1,
0.06,0.05,2,q9_ticket_topic_segments,no_policy,4.0331,25,0,
0.06,0.05,2,q9_ticket_topic_segments,post_join_filter,0.1411,5,1,
0.06,0.05,2,q9_ticket_topic_segments,view_barrier,0.3027,5,1,
0.06,0.05,2,q9_ticket_topic_segments,oblivious_forced,0.134,5,1,
0.06,0.05,2,q9_ticket_topic_segments,predicate_injection,0.2225,5,1,
0.06,0.05,2,q9_ticket_topic_segments,pcqv_no_stats,0.1114,5,1,
0.06,0.05,2,q9_ticket_topic_segments,pcqv_forced,0.0853,5,1,
0.06,0.05,2,q9_ticket_topic_segments,pcqv,0.1511,5,1,
0.06,0.05,2,q9_ticket_topic_segments,oracle_order,0.0652,5,1,
0.06,0.05,2,q10_acl_customer_rows,no_policy,0.4177,300,0,
0.06,0.05,2,q10_acl_customer_rows,post_join_filter,0.0561,1,1,
0.06,0.05,2,q10_acl_customer_rows,view_barrier,0.0569,1,1,
0.06,0.05,2,q10_acl_customer_rows,oblivious_forced,0.028,1,1,
0.06,0.05,2,q10_acl_customer_rows,predicate_injection,0.0273,1,1,
0.06,0.05,2,q10_acl_customer_rows,pcqv_no_stats,0.0243,1,1,
0.06,0.05,2,q10_acl_customer_rows,pcqv_forced,0.0245,1,1,
0.06,0.05,2,q10_acl_customer_rows,pcqv,0.0523,1,1,
0.06,0.05,2,q10_acl_customer_rows,oracle_order,0.0251,1,1,
0.06,0.05,2,q11_order_ticket_bridge,no_policy,9.2277,40,0,
0.06,0.05,2,q11_order_ticket_bridge,post_join_filter,0.2473,1,1,
0.06,0.05,2,q11_order_ticket_bridge,view_barrier,0.5265,1,1,
0.06,0.05,2,q11_order_ticket_bridge,oblivious_forced,0.2644,1,1,
0.06,0.05,2,q11_order_ticket_bridge,predicate_injection,0.1801,1,1,
0.06,0.05,2,q11_order_ticket_bridge,pcqv_no_stats,0.0607,1,1,
0.06,0.05,2,q11_order_ticket_bridge,pcqv_forced,0.0623,1,1,
0.06,0.05,2,q11_order_ticket_bridge,pcqv,0.0601,1,1,
0.06,0.05,2,q11_order_ticket_bridge,oracle_order,0.08,1,1,
0.06,0.05,2,q12_product_segment_revenue,no_policy,21.5691,27,0,
0.06,0.05,2,q12_product_segment_revenue,post_join_filter,0.356,10,1,
0.06,0.05,2,q12_product_segment_revenue,view_barrier,1.9729,10,1,
0.06,0.05,2,q12_product_segment_revenue,oblivious_forced,0.3656,10,1,
0.06,0.05,2,q12_product_segment_revenue,predicate_injection,0.6517,10,1,
0.06,0.05,2,q12_product_segment_revenue,pcqv_no_stats,0.1277,10,1,
0.06,0.05,2,q12_product_segment_revenue,pcqv_forced,0.1551,10,1,
0.06,0.05,2,q12_product_segment_revenue,pcqv,0.1167,10,1,
0.06,0.05,2,q12_product_segment_revenue,oracle_order,0.1157,10,1,
0.06,0.05,2,q13_order_lineitem_rows,no_policy,0.7942,300,0,
0.06,0.05,2,q13_order_lineitem_rows,post_join_filter,0.8866,268,1,
0.06,0.05,2,q13_order_lineitem_rows,view_barrier,1.8448,268,1,
0.06,0.05,2,q13_order_lineitem_rows,oblivious_forced,1.0488,268,1,
0.06,0.05,2,q13_order_lineitem_rows,predicate_injection,0.9363,268,1,
0.06,0.05,2,q13_order_lineitem_rows,pcqv_no_stats,0.9025,268,1,
0.06,0.05,2,q13_order_lineitem_rows,pcqv_forced,1.8547,268,1,
0.06,0.05,2,q13_order_lineitem_rows,pcqv,1.403,268,1,
0.06,0.05,2,q13_order_lineitem_rows,oracle_order,1.503,268,1,
0.06,0.05,2,q14_support_owner_rows,no_policy,0.6216,300,0,
0.06,0.05,2,q14_support_owner_rows,post_join_filter,0.3371,5,1,
0.06,0.05,2,q14_support_owner_rows,view_barrier,0.2844,5,1,
0.06,0.05,2,q14_support_owner_rows,oblivious_forced,0.1247,5,1,
0.06,0.05,2,q14_support_owner_rows,predicate_injection,0.248,5,1,
0.06,0.05,2,q14_support_owner_rows,pcqv_no_stats,0.0758,5,1,
