case,query,kind,tables,selectivity,complexity,method,declared_safe,equivalent,symmetric_difference_count,policy_violation_count,error
2,fz002,aggregate,customers+orders,0.1,5,mut_drop_clearance,0,1,0,0,
2,fz002,aggregate,customers+orders,0.1,5,mut_drop_region,0,1,0,0,
2,fz002,aggregate,customers+orders,0.1,5,mut_drop_cross_guard,0,0,1,1,
2,fz002,aggregate,customers+orders,0.1,5,mut_drop_acl,0,1,0,0,
2,fz002,aggregate,customers+orders,0.1,5,mut_no_group_guard,0,1,0,0,
3,fz003,rows,orders,0.25,4,post_join_filter,1,1,0,0,
3,fz003,rows,orders,0.25,4,view_barrier,1,1,0,0,
3,fz003,rows,orders,0.25,4,predicate_injection,1,1,0,0,
3,fz003,rows,orders,0.25,4,pcqv_forced,1,1,0,0,
3,fz003,rows,orders,0.25,4,pcqv,1,1,0,0,
3,fz003,rows,orders,0.25,4,oracle_order,1,1,0,0,
3,fz003,rows,orders,0.25,4,unsafe_late_aggregate,0,1,0,0,
3,fz003,rows,orders,0.25,4,mut_no_mask,0,1,0,0,
3,fz003,rows,orders,0.25,4,mut_drop_tenant,0,0,248,151,
3,fz003,rows,orders,0.25,4,mut_drop_purpose,0,0,248,151,
3,fz003,rows,orders,0.25,4,mut_drop_clearance,0,1,0,0,
3,fz003,rows,orders,0.25,4,mut_drop_region,0,1,0,0,
3,fz003,rows,orders,0.25,4,mut_drop_cross_guard,0,0,124,89,
3,fz003,rows,orders,0.25,4,mut_drop_acl,0,1,0,0,
3,fz003,rows,orders,0.25,4,mut_no_group_guard,0,1,0,0,
4,fz004,rows,tickets+customers,0.1,3,post_join_filter,1,1,0,0,
4,fz004,rows,tickets+customers,0.1,3,view_barrier,1,1,0,0,
4,fz004,rows,tickets+customers,0.1,3,predicate_injection,1,1,0,0,
4,fz004,rows,tickets+customers,0.1,3,pcqv_forced,1,1,0,0,
4,fz004,rows,tickets+customers,0.1,3,pcqv,1,1,0,0,
4,fz004,rows,tickets+customers,0.1,3,oracle_order,1,1,0,0,
4,fz004,rows,tickets+customers,0.1,3,unsafe_late_aggregate,0,1,0,0,
4,fz004,rows,tickets+customers,0.1,3,mut_no_mask,0,0,52,26,
4,fz004,rows,tickets+customers,0.1,3,mut_drop_tenant,0,0,192,183,
4,fz004,rows,tickets+customers,0.1,3,mut_drop_purpose,0,0,7,7,
4,fz004,rows,tickets+customers,0.1,3,mut_drop_clearance,0,1,0,0,
4,fz004,rows,tickets+customers,0.1,3,mut_drop_region,0,0,53,53,
4,fz004,rows,tickets+customers,0.1,3,mut_drop_cross_guard,0,1,0,0,
4,fz004,rows,tickets+customers,0.1,3,mut_drop_acl,0,1,0,0,
4,fz004,rows,tickets+customers,0.1,3,mut_no_group_guard,0,1,0,0,
5,fz005,aggregate,lineitem+products,0.05,3,post_join_filter,1,1,0,0,
5,fz005,aggregate,lineitem+products,0.05,3,view_barrier,1,1,0,0,
5,fz005,aggregate,lineitem+products,0.05,3,predicate_injection,1,1,0,0,
5,fz005,aggregate,lineitem+products,0.05,3,pcqv_forced,1,1,0,0,
5,fz005,aggregate,lineitem+products,0.05,3,pcqv,1,1,0,0,
5,fz005,aggregate,lineitem+products,0.05,3,oracle_order,1,1,0,0,
5,fz005,aggregate,lineitem+products,0.05,3,unsafe_late_aggregate,0,0,48,45,
5,fz005,aggregate,lineitem+products,0.05,3,mut_no_mask,0,1,0,0,
5,fz005,aggregate,lineitem+products,0.05,3,mut_drop_tenant,0,0,21,18,
5,fz005,aggregate,lineitem+products,0.05,3,mut_drop_purpose,0,1,0,0,
5,fz005,aggregate,lineitem+products,0.05,3,mut_drop_clearance,0,0,10,10,
5,fz005,aggregate,lineitem+products,0.05,3,mut_drop_region,0,1,0,0,
5,fz005,aggregate,lineitem+products,0.05,3,mut_drop_cross_guard,0,1,0,0,
5,fz005,aggregate,lineitem+products,0.05,3,mut_drop_acl,0,1,0,0,
5,fz005,aggregate,lineitem+products,0.05,3,mut_no_group_guard,0,1,0,0,
6,fz006,rows,products,0.5,3,post_join_filter,1,1,0,0,
6,fz006,rows,products,0.5,3,view_barrier,1,1,0,0,
6,fz006,rows,products,0.5,3,predicate_injection,1,1,0,0,
6,fz006,rows,products,0.5,3,pcqv_forced,1,1,0,0,
6,fz006,rows,products,0.5,3,pcqv,1,1,0,0,
6,fz006,rows,products,0.5,3,oracle_order,1,1,0,0,
6,fz006,rows,products,0.5,3,unsafe_late_aggregate,0,1,0,0,
6,fz006,rows,products,0.5,3,mut_no_mask,0,1,0,0,
6,fz006,rows,products,0.5,3,mut_drop_tenant,0,0,116,90,
6,fz006,rows,products,0.5,3,mut_drop_purpose,0,1,0,0,
6,fz006,rows,products,0.5,3,mut_drop_clearance,0,1,0,0,
6,fz006,rows,products,0.5,3,mut_drop_region,0,1,0,0,
6,fz006,rows,products,0.5,3,mut_drop_cross_guard,0,1,0,0,
6,fz006,rows,products,0.5,3,mut_drop_acl,0,1,0,0,
6,fz006,rows,products,0.5,3,mut_no_group_guard,0,1,0,0,
7,fz007,rows,customers+tickets+orders,0.25,1,post_join_filter,1,1,0,0,
7,fz007,rows,customers+tickets+orders,0.25,1,view_barrier,1,1,0,0,
7,fz007,rows,customers+tickets+orders,0.25,1,predicate_injection,1,1,0,0,
7,fz007,rows,customers+tickets+orders,0.25,1,pcqv_forced,1,1,0,0,
7,fz007,rows,customers+tickets+orders,0.25,1,pcqv,1,1,0,0,
7,fz007,rows,customers+tickets+orders,0.25,1,oracle_order,1,1,0,0,
7,fz007,rows,customers+tickets+orders,0.25,1,unsafe_late_aggregate,0,1,0,0,
7,fz007,rows,customers+tickets+orders,0.25,1,mut_no_mask,0,0,82,41,
7,fz007,rows,customers+tickets+orders,0.25,1,mut_drop_tenant,0,0,294,147,
7,fz007,rows,customers+tickets+orders,0.25,1,mut_drop_purpose,0,1,0,0,
7,fz007,rows,customers+tickets+orders,0.25,1,mut_drop_clearance,0,1,0,0,
7,fz007,rows,customers+tickets+orders,0.25,1,mut_drop_region,0,1,0,0,
7,fz007,rows,customers+tickets+orders,0.25,1,mut_drop_cross_guard,0,1,0,0,
7,fz007,rows,customers+tickets+orders,0.25,1,mut_drop_acl,0,1,0,0,
7,fz007,rows,customers+tickets+orders,0.25,1,mut_no_group_guard,0,1,0,0,
8,fz008,aggregate,customers+orders,0.025,1,post_join_filter,1,1,0,0,
8,fz008,aggregate,customers+orders,0.025,1,view_barrier,1,1,0,0,
8,fz008,aggregate,customers+orders,0.025,1,predicate_injection,1,1,0,0,
8,fz008,aggregate,customers+orders,0.025,1,pcqv_forced,1,1,0,0,
8,fz008,aggregate,customers+orders,0.025,1,pcqv,1,1,0,0,
8,fz008,aggregate,customers+orders,0.025,1,oracle_order,1,1,0,0,
8,fz008,aggregate,customers+orders,0.025,1,unsafe_late_aggregate,0,0,59,40,
8,fz008,aggregate,customers+orders,0.025,1,mut_no_mask,0,1,0,0,
8,fz008,aggregate,customers+orders,0.025,1,mut_drop_tenant,0,0,59,40,
8,fz008,aggregate,customers+orders,0.025,1,mut_drop_purpose,0,1,0,0,
8,fz008,aggregate,customers+orders,0.025,1,mut_drop_clearance,0,1,0,0,
8,fz008,aggregate,customers+orders,0.025,1,mut_drop_region,0,1,0,0,
8,fz008,aggregate,customers+orders,0.025,1,mut_drop_cross_guard,0,1,0,0,
8,fz008,aggregate,customers+orders,0.025,1,mut_drop_acl,0,1,0,0,
8,fz008,aggregate,customers+orders,0.025,1,mut_no_group_guard,0,1,0,0,
9,fz009,aggregate,orders+customers+lineitem+products,0.25,3,post_join_filter,1,1,0,0,
9,fz009,aggregate,orders+customers+lineitem+products,0.25,3,view_barrier,1,1,0,0,
9,fz009,aggregate,orders+customers+lineitem+products,0.25,3,predicate_injection,1,1,0,0,
9,fz009,aggregate,orders+customers+lineitem+products,0.25,3,pcqv_forced,1,1,0,0,
9,fz009,aggregate,orders+customers+lineitem+products,0.25,3,pcqv,1,1,0,0,
9,fz009,aggregate,orders+customers+lineitem+products,0.25,3,oracle_order,1,1,0,0,
9,fz009,aggregate,orders+customers+lineitem+products,0.25,3,unsafe_late_aggregate,0,0,101,72,
9,fz009,aggregate,orders+customers+lineitem+products,0.25,3,mut_no_mask,0,1,0,0,
9,fz009,aggregate,orders+customers+lineitem+products,0.25,3,mut_drop_tenant,0,0,65,36,
9,fz009,aggregate,orders+customers+lineitem+products,0.25,3,mut_drop_purpose,0,0,64,35,
9,fz009,aggregate,orders+customers+lineitem+products,0.25,3,mut_drop_clearance,0,0,43,23,
9,fz009,aggregate,orders+customers+lineitem+products,0.25,3,mut_drop_region,0,0,30,30,
9,fz009,aggregate,orders+customers+lineitem+products,0.25,3,mut_drop_cross_guard,0,1,0,0,
9,fz009,aggregate,orders+customers+lineitem+products,0.25,3,mut_drop_acl,0,1,0,0,
9,fz009,aggregate,orders+customers+lineitem+products,0.25,3,mut_no_group_guard,0,1,0,0,
10,fz010,rows,tickets,0.5,3,post_join_filter,1,1,0,0,
10,fz010,rows,tickets,0.5,3,view_barrier,1,1,0,0,
10,fz010,rows,tickets,0.5,3,predicate_injection,1,1,0,0,
10,fz010,rows,tickets,0.5,3,pcqv_forced,1,1,0,0,
10,fz010,rows,tickets,0.5,3,pcqv,1,1,0,0,
10,fz010,rows,tickets,0.5,3,oracle_order,1,1,0,0,
10,fz010,rows,tickets,0.5,3,unsafe_late_aggregate,0,1,0,0,
10,fz010,rows,tickets,0.5,3,mut_no_mask,0,1,0,0,
10,fz010,rows,tickets,0.5,3,mut_drop_tenant,0,0,198,99,
10,fz010,rows,tickets,0.5,3,mut_drop_purpose,0,0,90,45,
10,fz010,rows,tickets,0.5,3,mut_drop_clearance,0,1,0,0,
10,fz010,rows,tickets,0.5,3,mut_drop_region,0,1,0,0,
10,fz010,rows,tickets,0.5,3,mut_drop_cross_guard,0,1,0,0,
10,fz010,rows,tickets,0.5,3,mut_drop_acl,0,1,0,0,
10,fz010,rows,tickets,0.5,3,mut_no_group_guard,0,1,0,0,
11,fz011,aggregate,customers+orders+lineitem,0.1,1,post_join_filter,1,1,0,0,
11,fz011,aggregate,customers+orders+lineitem,0.1,1,view_barrier,1,1,0,0,
11,fz011,aggregate,customers+orders+lineitem,0.1,1,predicate_injection,1,1,0,0,
11,fz011,aggregate,customers+orders+lineitem,0.1,1,pcqv_forced,1,1,0,0,
11,fz011,aggregate,customers+orders+lineitem,0.1,1,pcqv,1,1,0,0,
11,fz011,aggregate,customers+orders+lineitem,0.1,1,oracle_order,1,1,0,0,
11,fz011,aggregate,customers+orders+lineitem,0.1,1,unsafe_late_aggregate,0,0,6,3,
11,fz011,aggregate,customers+orders+lineitem,0.1,1,mut_no_mask,0,1,0,0,
11,fz011,aggregate,customers+orders+lineitem,0.1,1,mut_drop_tenant,0,0,6,3,
11,fz011,aggregate,customers+orders+lineitem,0.1,1,mut_drop_purpose,0,1,0,0,
11,fz011,aggregate,customers+orders+lineitem,0.1,1,mut_drop_clearance,0,1,0,0,
11,fz011,aggregate,customers+orders+lineitem,0.1,1,mut_drop_region,0,1,0,0,
11,fz011,aggregate,customers+orders+lineitem,0.1,1,mut_drop_cross_guard,0,1,0,0,
11,fz011,aggregate,customers+orders+lineitem,0.1,1,mut_drop_acl,0,1,0,0,
11,fz011,aggregate,customers+orders+lineitem,0.1,1,mut_no_group_guard,0,1,0,0,
12,fz012,rows,products+lineitem,0.25,6,post_join_filter,1,1,0,0,
12,fz012,rows,products+lineitem,0.25,6,view_barrier,1,1,0,0,
12,fz012,rows,products+lineitem,0.25,6,predicate_injection,1,1,0,0,
12,fz012,rows,products+lineitem,0.25,6,pcqv_forced,1,1,0,0,
12,fz012,rows,products+lineitem,0.25,6,pcqv,1,1,0,0,
12,fz012,rows,products+lineitem,0.25,6,oracle_order,1,1,0,0,
12,fz012,rows,products+lineitem,0.25,6,unsafe_late_aggregate,0,1,0,0,
12,fz012,rows,products+lineitem,0.25,6,mut_no_mask,0,1,0,0,
12,fz012,rows,products+lineitem,0.25,6,mut_drop_tenant,0,0,386,193,
12,fz012,rows,products+lineitem,0.25,6,mut_drop_purpose,0,1,0,0,
12,fz012,rows,products+lineitem,0.25,6,mut_drop_clearance,0,0,232,116,
12,fz012,rows,products+lineitem,0.25,6,mut_drop_region,0,1,0,0,
12,fz012,rows,products+lineitem,0.25,6,mut_drop_cross_guard,0,0,46,23,
12,fz012,rows,products+lineitem,0.25,6,mut_drop_acl,0,1,0,0,
12,fz012,rows,products+lineitem,0.25,6,mut_no_group_guard,0,1,0,0,
13,fz013,aggregate,orders+lineitem,0.1,4,post_join_filter,1,1,0,0,
13,fz013,aggregate,orders+lineitem,0.1,4,view_barrier,1,1,0,0,
13,fz013,aggregate,orders+lineitem,0.1,4,predicate_injection,1,1,0,0,
13,fz013,aggregate,orders+lineitem,0.1,4,pcqv_forced,1,1,0,0,
13,fz013,aggregate,orders+lineitem,0.1,4,pcqv,1,1,0,0,
13,fz013,aggregate,orders+lineitem,0.1,4,oracle_order,1,1,0,0,
13,fz013,aggregate,orders+lineitem,0.1,4,unsafe_late_aggregate,0,0,43,40,
13,fz013,aggregate,orders+lineitem,0.1,4,mut_no_mask,0,1,0,0,
13,fz013,aggregate,orders+lineitem,0.1,4,mut_drop_tenant,0,0,35,35,
13,fz013,aggregate,orders+lineitem,0.1,4,mut_drop_purpose,0,0,7,4,
13,fz013,aggregate,orders+lineitem,0.1,4,mut_drop_clearance,0,1,0,0,
13,fz013,aggregate,orders+lineitem,0.1,4,mut_drop_region,0,1,0,0,
13,fz013,aggregate,orders+lineitem,0.1,4,mut_drop_cross_guard,0,0,7,4,
13,fz013,aggregate,orders+lineitem,0.1,4,mut_drop_acl,0,1,0,0,
13,fz013,aggregate,orders+lineitem,0.1,4,mut_no_group_guard,0,1,0,0,
14,fz014,rows,products+lineitem,0.25,3,post_join_filter,1,1,0,0,
14,fz014,rows,products+lineitem,0.25,3,view_barrier,1,1,0,0,
14,fz014,rows,products+lineitem,0.25,3,predicate_injection,1,1,0,0,
14,fz014,rows,products+lineitem,0.25,3,pcqv_forced,1,1,0,0,
14,fz014,rows,products+lineitem,0.25,3,pcqv,1,1,0,0,
14,fz014,rows,products+lineitem,0.25,3,oracle_order,1,1,0,0,
14,fz014,rows,products+lineitem,0.25,3,unsafe_late_aggregate,0,1,0,0,
14,fz014,rows,products+lineitem,0.25,3,mut_no_mask,0,1,0,0,
14,fz014,rows,products+lineitem,0.25,3,mut_drop_tenant,0,0,400,200,
14,fz014,rows,products+lineitem,0.25,3,mut_drop_purpose,0,1,0,0,
14,fz014,rows,products+lineitem,0.25,3,mut_drop_clearance,0,0,132,66,
14,fz014,rows,products+lineitem,0.25,3,mut_drop_region,0,1,0,0,
14,fz014,rows,products+lineitem,0.25,3,mut_drop_cross_guard,0,1,0,0,
14,fz014,rows,products+lineitem,0.25,3,mut_drop_acl,0,1,0,0,
14,fz014,rows,products+lineitem,0.25,3,mut_no_group_guard,0,1,0,0,
15,fz015,rows,products+lineitem+orders,0.1,1,post_join_filter,1,1,0,0,
15,fz015,rows,products+lineitem+orders,0.1,1,view_barrier,1,1,0,0,
15,fz015,rows,products+lineitem+orders,0.1,1,predicate_injection,1,1,0,0,
15,fz015,rows,products+lineitem+orders,0.1,1,pcqv_forced,1,1,0,0,
15,fz015,rows,products+lineitem+orders,0.1,1,pcqv,1,1,0,0,
15,fz015,rows,products+lineitem+orders,0.1,1,oracle_order,1,1,0,0,
15,fz015,rows,products+lineitem+orders,0.1,1,unsafe_late_aggregate,0,1,0,0,
15,fz015,rows,products+lineitem+orders,0.1,1,mut_no_mask,0,1,0,0,
15,fz015,rows,products+lineitem+orders,0.1,1,mut_drop_tenant,0,0,364,182,
15,fz015,rows,products+lineitem+orders,0.1,1,mut_drop_purpose,0,1,0,0,
15,fz015,rows,products+lineitem+orders,0.1,1,mut_drop_clearance,0,1,0,0,
15,fz015,rows,products+lineitem+orders,0.1,1,mut_drop_region,0,1,0,0,
15,fz015,rows,products+lineitem+orders,0.1,1,mut_drop_cross_guard,0,1,0,0,
15,fz015,rows,products+lineitem+orders,0.1,1,mut_drop_acl,0,1,0,0,
15,fz015,rows,products+lineitem+orders,0.1,1,mut_no_group_guard,0,1,0,0,
16,fz016,rows,products+lineitem,0.05,5,post_join_filter,1,1,0,0,
16,fz016,rows,products+lineitem,0.05,5,view_barrier,1,1,0,0,
16,fz016,rows,products+lineitem,0.05,5,predicate_injection,1,1,0,0,
16,fz016,rows,products+lineitem,0.05,5,pcqv_forced,1,1,0,0,
16,fz016,rows,products+lineitem,0.05,5,pcqv,1,1,0,0,
16,fz016,rows,products+lineitem,0.05,5,oracle_order,1,1,0,0,
16,fz016,rows,products+lineitem,0.05,5,unsafe_late_aggregate,0,1,0,0,
16,fz016,rows,products+lineitem,0.05,5,mut_no_mask,0,1,0,0,
16,fz016,rows,products+lineitem,0.05,5,mut_drop_tenant,0,0,217,200,
16,fz016,rows,products+lineitem,0.05,5,mut_drop_purpose,0,1,0,0,
16,fz016,rows,products+lineitem,0.05,5,mut_drop_clearance,0,0,142,142,
16,fz016,rows,products+lineitem,0.05,5,mut_drop_region,0,1,0,0,
16,fz016,rows,products+lineitem,0.05,5,mut_drop_cross_guard,0,0,4,4,
16,fz016,rows,products+lineitem,0.05,5,mut_drop_acl,0,1,0,0,
16,fz016,rows,products+lineitem,0.05,5,mut_no_group_guard,0,1,0,0,
17,fz017,aggregate,orders+customers,0.5,2,post_join_filter,1,1,0,0,
17,fz017,aggregate,orders+customers,0.5,2,view_barrier,1,1,0,0,
17,fz017,aggregate,orders+customers,0.5,2,predicate_injection,1,1,0,0,
17,fz017,aggregate,orders+customers,0.5,2,pcqv_forced,1,1,0,0,
17,fz017,aggregate,orders+customers,0.5,2,pcqv,1,1,0,0,
17,fz017,aggregate,orders+customers,0.5,2,oracle_order,1,1,0,0,
17,fz017,aggregate,orders+customers,0.5,2,unsafe_late_aggregate,0,0,6,3,
17,fz017,aggregate,orders+customers,0.5,2,mut_no_mask,0,1,0,0,
17,fz017,aggregate,orders+customers,0.5,2,mut_drop_tenant,0,0,6,3,
17,fz017,aggregate,orders+customers,0.5,2,mut_drop_purpose,0,1,0,0,
17,fz017,aggregate,orders+customers,0.5,2,mut_drop_clearance,0,0,6,3,
17,fz017,aggregate,orders+customers,0.5,2,mut_drop_region,0,1,0,0,
17,fz017,aggregate,orders+customers,0.5,2,mut_drop_cross_guard,0,1,0,0,
17,fz017,aggregate,orders+customers,0.5,2,mut_drop_acl,0,1,0,0,
17,fz017,aggregate,orders+customers,0.5,2,mut_no_group_guard,0,1,0,0,
18,fz018,aggregate,customers+tickets+orders,0.25,2,post_join_filter,1,1,0,0,
18,fz018,aggregate,customers+tickets+orders,0.25,2,view_barrier,1,1,0,0,
18,fz018,aggregate,customers+tickets+orders,0.25,2,predicate_injection,1,1,0,0,
18,fz018,aggregate,customers+tickets+orders,0.25,2,pcqv_forced,1,1,0,0,
18,fz018,aggregate,customers+tickets+orders,0.25,2,pcqv,1,1,0,0,
18,fz018,aggregate,customers+tickets+orders,0.25,2,oracle_order,1,1,0,0,
18,fz018,aggregate,customers+tickets+orders,0.25,2,unsafe_late_aggregate,0,0,30,15,
18,fz018,aggregate,customers+tickets+orders,0.25,2,mut_no_mask,0,1,0,0,
18,fz018,aggregate,customers+tickets+orders,0.25,2,mut_drop_tenant,0,0,30,15,
18,fz018,aggregate,customers+tickets+orders,0.25,2,mut_drop_purpose,0,1,0,0,
18,fz018,aggregate,customers+tickets+orders,0.25,2,mut_drop_clearance,0,0,6,3,
18,fz018,aggregate,customers+tickets+orders,0.25,2,mut_drop_region,0,0,28,14,
18,fz018,aggregate,customers+tickets+orders,0.25,2,mut_drop_cross_guard,0,1,0,0,
18,fz018,aggregate,customers+tickets+orders,0.25,2,mut_drop_acl,0,1,0,0,
18,fz018,aggregate,customers+tickets+orders,0.25,2,mut_no_group_guard,0,1,0,0,
19,fz019,aggregate,products+lineitem,0.1,2,post_join_filter,1,1,0,0,
19,fz019,aggregate,products+lineitem,0.1,2,view_barrier,1,1,0,0,
19,fz019,aggregate,products+lineitem,0.1,2,predicate_injection,1,1,0,0,
19,fz019,aggregate,products+lineitem,0.1,2,pcqv_forced,1,1,0,0,
19,fz019,aggregate,products+lineitem,0.1,2,pcqv,1,1,0,0,
19,fz019,aggregate,products+lineitem,0.1,2,oracle_order,1,1,0,0,
19,fz019,aggregate,products+lineitem,0.1,2,unsafe_late_aggregate,0,0,30,21,
19,fz019,aggregate,products+lineitem,0.1,2,mut_no_mask,0,1,0,0,
19,fz019,aggregate,products+lineitem,0.1,2,mut_drop_tenant,0,0,30,21,
19,fz019,aggregate,products+lineitem,0.1,2,mut_drop_purpose,0,1,0,0,
19,fz019,aggregate,products+lineitem,0.1,2,mut_drop_clearance,0,1,0,0,
19,fz019,aggregate,products+lineitem,0.1,2,mut_drop_region,0,1,0,0,
19,fz019,aggregate,products+lineitem,0.1,2,mut_drop_cross_guard,0,1,0,0,
19,fz019,aggregate,products+lineitem,0.1,2,mut_drop_acl,0,1,0,0,
19,fz019,aggregate,products+lineitem,0.1,2,mut_no_group_guard,0,1,0,0,
20,fz020,rows,orders,0.25,2,post_join_filter,1,1,0,0,
20,fz020,rows,orders,0.25,2,view_barrier,1,1,0,0,
20,fz020,rows,orders,0.25,2,predicate_injection,1,1,0,0,
20,fz020,rows,orders,0.25,2,pcqv_forced,1,1,0,0,
20,fz020,rows,orders,0.25,2,pcqv,1,1,0,0,
20,fz020,rows,orders,0.25,2,oracle_order,1,1,0,0,
20,fz020,rows,orders,0.25,2,unsafe_late_aggregate,0,1,0,0,
20,fz020,rows,orders,0.25,2,mut_no_mask,0,1,0,0,
20,fz020,rows,orders,0.25,2,mut_drop_tenant,0,0,304,152,
20,fz020,rows,orders,0.25,2,mut_drop_purpose,0,1,0,0,
20,fz020,rows,orders,0.25,2,mut_drop_clearance,0,1,0,0,
20,fz020,rows,orders,0.25,2,mut_drop_region,0,1,0,0,
20,fz020,rows,orders,0.25,2,mut_drop_cross_guard,0,1,0,0,
20,fz020,rows,orders,0.25,2,mut_drop_acl,0,1,0,0,
20,fz020,rows,orders,0.25,2,mut_no_group_guard,0,1,0,0,
21,fz021,rows,customers,0.1,1,post_join_filter,1,1,0,0,
21,fz021,rows,customers,0.1,1,view_barrier,1,1,0,0,
21,fz021,rows,customers,0.1,1,predicate_injection,1,1,0,0,
21,fz021,rows,customers,0.1,1,pcqv_forced,1,1,0,0,
21,fz021,rows,customers,0.1,1,pcqv,1,1,0,0,
21,fz021,rows,customers,0.1,1,oracle_order,1,1,0,0,
21,fz021,rows,customers,0.1,1,unsafe_late_aggregate,0,1,0,0,
21,fz021,rows,customers,0.1,1,mut_no_mask,0,0,264,132,
21,fz021,rows,customers,0.1,1,mut_drop_tenant,0,0,294,181,
21,fz021,rows,customers,0.1,1,mut_drop_purpose,0,1,0,0,
21,fz021,rows,customers,0.1,1,mut_drop_clearance,0,1,0,0,
21,fz021,rows,customers,0.1,1,mut_drop_region,0,1,0,0,
21,fz021,rows,customers,0.1,1,mut_drop_cross_guard,0,1,0,0,
21,fz021,rows,customers,0.1,1,mut_drop_acl,0,1,0,0,
21,fz021,rows,customers,0.1,1,mut_no_group_guard,0,1,0,0,
22,fz022,rows,products+lineitem+orders,0.025,3,post_join_filter,1,1,0,0,
22,fz022,rows,products+lineitem+orders,0.025,3,view_barrier,1,1,0,0,
22,fz022,rows,products+lineitem+orders,0.025,3,predicate_injection,1,1,0,0,
22,fz022,rows,products+lineitem+orders,0.025,3,pcqv_forced,1,1,0,0,
22,fz022,rows,products+lineitem+orders,0.025,3,pcqv,1,1,0,0,
22,fz022,rows,products+lineitem+orders,0.025,3,oracle_order,1,1,0,0,
22,fz022,rows,products+lineitem+orders,0.025,3,unsafe_late_aggregate,0,1,0,0,
22,fz022,rows,products+lineitem+orders,0.025,3,mut_no_mask,0,1,0,0,
22,fz022,rows,products+lineitem+orders,0.025,3,mut_drop_tenant,0,0,195,195,
22,fz022,rows,products+lineitem+orders,0.025,3,mut_drop_purpose,0,0,13,13,
22,fz022,rows,products+lineitem+orders,0.025,3,mut_drop_clearance,0,0,30,30,
22,fz022,rows,products+lineitem+orders,0.025,3,mut_drop_region,0,1,0,0,
22,fz022,rows,products+lineitem+orders,0.025,3,mut_drop_cross_guard,0,1,0,0,
22,fz022,rows,products+lineitem+orders,0.025,3,mut_drop_acl,0,1,0,0,
22,fz022,rows,products+lineitem+orders,0.025,3,mut_no_group_guard,0,1,0,0,
23,fz023,rows,lineitem+products,0.025,5,post_join_filter,1,1,0,0,
23,fz023,rows,lineitem+products,0.025,5,view_barrier,1,1,0,0,
23,fz023,rows,lineitem+products,0.025,5,predicate_injection,1,1,0,0,
23,fz023,rows,lineitem+products,0.025,5,pcqv_forced,1,1,0,0,
23,fz023,rows,lineitem+products,0.025,5,pcqv,1,1,0,0,
23,fz023,rows,lineitem+products,0.025,5,oracle_order,1,1,0,0,
23,fz023,rows,lineitem+products,0.025,5,unsafe_late_aggregate,0,1,0,0,
23,fz023,rows,lineitem+products,0.025,5,mut_no_mask,0,1,0,0,
23,fz023,rows,lineitem+products,0.025,5,mut_drop_tenant,0,0,200,200,
23,fz023,rows,lineitem+products,0.025,5,mut_drop_purpose,0,1,0,0,
23,fz023,rows,lineitem+products,0.025,5,mut_drop_clearance,0,0,54,54,
23,fz023,rows,lineitem+products,0.025,5,mut_drop_region,0,1,0,0,
23,fz023,rows,lineitem+products,0.025,5,mut_drop_cross_guard,0,1,0,0,
23,fz023,rows,lineitem+products,0.025,5,mut_drop_acl,0,1,0,0,
