case,query,kind,tables,selectivity,complexity,method,declared_safe,equivalent,symmetric_difference_count,policy_violation_count,error
5,fz005,aggregate,orders+customers+lineitem,0.05,6,mut_drop_acl,0,1,0,0,
5,fz005,aggregate,orders+customers+lineitem,0.05,6,mut_no_group_guard,0,0,1,1,
6,fz006,rows,customers,0.1,2,post_join_filter,1,1,0,0,
6,fz006,rows,customers,0.1,2,view_barrier,1,1,0,0,
6,fz006,rows,customers,0.1,2,predicate_injection,1,1,0,0,
6,fz006,rows,customers,0.1,2,pcqv_forced,1,1,0,0,
6,fz006,rows,customers,0.1,2,pcqv,1,1,0,0,
6,fz006,rows,customers,0.1,2,oracle_order,1,1,0,0,
6,fz006,rows,customers,0.1,2,unsafe_late_aggregate,0,1,0,0,
6,fz006,rows,customers,0.1,2,mut_no_mask,0,0,44,22,
6,fz006,rows,customers,0.1,2,mut_drop_tenant,0,0,202,190,
6,fz006,rows,customers,0.1,2,mut_drop_purpose,0,1,0,0,
6,fz006,rows,customers,0.1,2,mut_drop_clearance,0,0,3,3,
6,fz006,rows,customers,0.1,2,mut_drop_region,0,1,0,0,
6,fz006,rows,customers,0.1,2,mut_drop_cross_guard,0,1,0,0,
6,fz006,rows,customers,0.1,2,mut_drop_acl,0,1,0,0,
6,fz006,rows,customers,0.1,2,mut_no_group_guard,0,1,0,0,
7,fz007,aggregate,orders+customers+lineitem,0.1,1,post_join_filter,1,1,0,0,
7,fz007,aggregate,orders+customers+lineitem,0.1,1,view_barrier,1,1,0,0,
7,fz007,aggregate,orders+customers+lineitem,0.1,1,predicate_injection,1,1,0,0,
7,fz007,aggregate,orders+customers+lineitem,0.1,1,pcqv_forced,1,1,0,0,
7,fz007,aggregate,orders+customers+lineitem,0.1,1,pcqv,1,1,0,0,
7,fz007,aggregate,orders+customers+lineitem,0.1,1,oracle_order,1,1,0,0,
7,fz007,aggregate,orders+customers+lineitem,0.1,1,unsafe_late_aggregate,0,0,75,40,
7,fz007,aggregate,orders+customers+lineitem,0.1,1,mut_no_mask,0,1,0,0,
7,fz007,aggregate,orders+customers+lineitem,0.1,1,mut_drop_tenant,0,0,75,40,
7,fz007,aggregate,orders+customers+lineitem,0.1,1,mut_drop_purpose,0,1,0,0,
7,fz007,aggregate,orders+customers+lineitem,0.1,1,mut_drop_clearance,0,1,0,0,
7,fz007,aggregate,orders+customers+lineitem,0.1,1,mut_drop_region,0,1,0,0,
7,fz007,aggregate,orders+customers+lineitem,0.1,1,mut_drop_cross_guard,0,1,0,0,
7,fz007,aggregate,orders+customers+lineitem,0.1,1,mut_drop_acl,0,1,0,0,
7,fz007,aggregate,orders+customers+lineitem,0.1,1,mut_no_group_guard,0,1,0,0,
8,fz008,rows,products+lineitem+orders+customers,0.05,2,post_join_filter,1,1,0,0,
8,fz008,rows,products+lineitem+orders+customers,0.05,2,view_barrier,1,1,0,0,
8,fz008,rows,products+lineitem+orders+customers,0.05,2,predicate_injection,1,1,0,0,
8,fz008,rows,products+lineitem+orders+customers,0.05,2,pcqv_forced,1,1,0,0,
8,fz008,rows,products+lineitem+orders+customers,0.05,2,pcqv,1,1,0,0,
8,fz008,rows,products+lineitem+orders+customers,0.05,2,oracle_order,1,1,0,0,
8,fz008,rows,products+lineitem+orders+customers,0.05,2,unsafe_late_aggregate,0,1,0,0,
8,fz008,rows,products+lineitem+orders+customers,0.05,2,mut_no_mask,0,0,26,13,
8,fz008,rows,products+lineitem+orders+customers,0.05,2,mut_drop_tenant,0,0,228,198,
8,fz008,rows,products+lineitem+orders+customers,0.05,2,mut_drop_purpose,0,1,0,0,
8,fz008,rows,products+lineitem+orders+customers,0.05,2,mut_drop_clearance,0,1,0,0,
8,fz008,rows,products+lineitem+orders+customers,0.05,2,mut_drop_region,0,0,29,29,
8,fz008,rows,products+lineitem+orders+customers,0.05,2,mut_drop_cross_guard,0,1,0,0,
8,fz008,rows,products+lineitem+orders+customers,0.05,2,mut_drop_acl,0,1,0,0,
8,fz008,rows,products+lineitem+orders+customers,0.05,2,mut_no_group_guard,0,1,0,0,
9,fz009,aggregate,lineitem+orders+products,0.1,4,post_join_filter,1,1,0,0,
9,fz009,aggregate,lineitem+orders+products,0.1,4,view_barrier,1,1,0,0,
9,fz009,aggregate,lineitem+orders+products,0.1,4,predicate_injection,1,1,0,0,
9,fz009,aggregate,lineitem+orders+products,0.1,4,pcqv_forced,1,1,0,0,
9,fz009,aggregate,lineitem+orders+products,0.1,4,pcqv,1,1,0,0,
9,fz009,aggregate,lineitem+orders+products,0.1,4,oracle_order,1,1,0,0,
