selectivity,complexity,query,method,compile_ms,sql_chars,iterations
0.25,1,q9_ticket_topic_segments,view_barrier,0.0137,393,4
0.25,1,q9_ticket_topic_segments,oblivious_forced,0.012779,309,4
0.25,1,q9_ticket_topic_segments,predicate_injection,0.011229,303,4
0.25,1,q9_ticket_topic_segments,pcqv_no_stats,0.023338,309,4
0.25,1,q9_ticket_topic_segments,pcqv_forced,0.035325,309,4
0.25,1,q9_ticket_topic_segments,pcqv,0.091216,303,4
0.25,1,q9_ticket_topic_segments,oracle_order,0.879408,309,1
0.25,1,q10_acl_customer_rows,post_join_filter,0.023164,380,4
0.25,1,q10_acl_customer_rows,view_barrier,0.009176,238,4
0.25,1,q10_acl_customer_rows,oblivious_forced,0.008616,191,4
0.25,1,q10_acl_customer_rows,predicate_injection,0.007432,191,4
0.25,1,q10_acl_customer_rows,pcqv_no_stats,0.011174,191,4
0.25,1,q10_acl_customer_rows,pcqv_forced,0.014334,191,4
0.25,1,q10_acl_customer_rows,pcqv,0.041333,191,4
0.25,1,q10_acl_customer_rows,oracle_order,0.1511,191,1
0.25,1,q11_order_ticket_bridge,post_join_filter,0.060056,957,4
0.25,1,q11_order_ticket_bridge,view_barrier,0.017479,513,4
0.25,1,q11_order_ticket_bridge,oblivious_forced,0.015805,392,4
0.25,1,q11_order_ticket_bridge,predicate_injection,0.014643,380,4
0.25,1,q11_order_ticket_bridge,pcqv_no_stats,0.053802,392,4
0.25,1,q11_order_ticket_bridge,pcqv_forced,0.115716,392,4
0.25,1,q11_order_ticket_bridge,pcqv,0.229914,380,4
0.25,1,q11_order_ticket_bridge,oracle_order,7.467109,392,1
0.25,1,q12_product_segment_revenue,post_join_filter,0.069655,1063,4
0.25,1,q12_product_segment_revenue,view_barrier,0.022358,636,4
0.25,1,q12_product_segment_revenue,oblivious_forced,0.02941,478,4
0.25,1,q12_product_segment_revenue,predicate_injection,0.018952,460,4
0.25,1,q12_product_segment_revenue,pcqv_no_stats,0.181567,478,4
0.25,1,q12_product_segment_revenue,pcqv_forced,0.497565,478,4
0.25,1,q12_product_segment_revenue,pcqv,0.816605,460,4
0.25,1,q12_product_segment_revenue,oracle_order,12.521429,478,1
0.25,1,q13_order_lineitem_rows,post_join_filter,0.04025,616,4
0.25,1,q13_order_lineitem_rows,view_barrier,0.014396,385,4
0.25,1,q13_order_lineitem_rows,oblivious_forced,0.012952,301,4
0.25,1,q13_order_lineitem_rows,predicate_injection,0.011381,295,4
0.25,1,q13_order_lineitem_rows,pcqv_no_stats,0.024773,301,4
0.25,1,q13_order_lineitem_rows,pcqv_forced,0.035353,301,4
0.25,1,q13_order_lineitem_rows,pcqv,0.092326,295,4
0.25,1,q13_order_lineitem_rows,oracle_order,2.843583,301,1
0.25,1,q14_support_owner_rows,post_join_filter,0.039733,693,4
0.25,1,q14_support_owner_rows,view_barrier,0.014245,396,4
0.25,1,q14_support_owner_rows,oblivious_forced,0.012832,312,4
0.25,1,q14_support_owner_rows,predicate_injection,0.011511,306,4
0.25,1,q14_support_owner_rows,pcqv_no_stats,0.026624,312,4
0.25,1,q14_support_owner_rows,pcqv_forced,0.034879,312,4
0.25,1,q14_support_owner_rows,pcqv,0.092811,306,4
0.25,1,q14_support_owner_rows,oracle_order,0.647199,312,1
0.25,1,q15_clearance_product_rows,post_join_filter,0.038235,578,4
0.25,1,q15_clearance_product_rows,view_barrier,0.028764,419,4
0.25,1,q15_clearance_product_rows,oblivious_forced,0.012947,335,4
0.25,1,q15_clearance_product_rows,predicate_injection,0.01134,329,4
0.25,1,q15_clearance_product_rows,pcqv_no_stats,0.023619,335,4
0.25,1,q15_clearance_product_rows,pcqv_forced,0.051444,335,4
0.25,1,q15_clearance_product_rows,pcqv,0.156995,329,4
0.25,1,q15_clearance_product_rows,oracle_order,2.721828,335,1
0.25,1,q16_region_product_mix,post_join_filter,0.065929,1084,4
0.25,1,q16_region_product_mix,view_barrier,0.021563,657,4
0.25,1,q16_region_product_mix,oblivious_forced,0.020056,499,4
0.25,1,q16_region_product_mix,predicate_injection,0.018438,481,4
0.25,1,q16_region_product_mix,pcqv_no_stats,0.181507,499,4
0.25,1,q16_region_product_mix,pcqv_forced,0.48257,499,4
0.25,1,q16_region_product_mix,pcqv,0.787405,481,4
0.25,1,q16_region_product_mix,oracle_order,9.703761,499,1
0.25,3,q1_customer_orders,post_join_filter,0.055678,964,4
0.25,3,q1_customer_orders,view_barrier,0.02388,604,4
0.25,3,q1_customer_orders,oblivious_forced,0.020511,483,4
0.25,3,q1_customer_orders,predicate_injection,0.018698,471,4
0.25,3,q1_customer_orders,pcqv_no_stats,0.058694,483,4
0.25,3,q1_customer_orders,pcqv_forced,0.143581,483,4
0.25,3,q1_customer_orders,pcqv,0.407775,483,4
0.25,3,q1_customer_orders,oracle_order,6.627222,483,1
0.25,3,q2_revenue_by_product,post_join_filter,0.055473,964,4
0.25,3,q2_revenue_by_product,view_barrier,0.0218,650,4
0.25,3,q2_revenue_by_product,oblivious_forced,0.019283,529,4
0.25,3,q2_revenue_by_product,predicate_injection,0.017546,517,4
0.25,3,q2_revenue_by_product,pcqv_no_stats,0.05807,529,4
0.25,3,q2_revenue_by_product,pcqv_forced,0.132415,529,4
0.25,3,q2_revenue_by_product,pcqv,0.377279,529,4
0.25,3,q2_revenue_by_product,oracle_order,2.81157,529,1
0.25,3,q3_support_tickets,post_join_filter,0.044533,804,4
0.25,3,q3_support_tickets,view_barrier,0.018995,499,4
0.25,3,q3_support_tickets,oblivious_forced,0.016525,415,4
0.25,3,q3_support_tickets,predicate_injection,0.014749,409,4
0.25,3,q3_support_tickets,pcqv_no_stats,0.028101,415,4
0.25,3,q3_support_tickets,pcqv_forced,0.049021,415,4
0.25,3,q3_support_tickets,pcqv,0.122086,409,4
0.25,3,q3_support_tickets,oracle_order,0.611571,415,1
0.25,3,q4_revenue_by_region,post_join_filter,0.050311,959,4
0.25,3,q4_revenue_by_region,view_barrier,0.022016,599,4
0.25,3,q4_revenue_by_region,oblivious_forced,0.019247,478,4
0.25,3,q4_revenue_by_region,predicate_injection,0.017102,466,4
0.25,3,q4_revenue_by_region,pcqv_no_stats,0.056321,478,4
0.25,3,q4_revenue_by_region,pcqv_forced,0.142967,478,4
0.25,3,q4_revenue_by_region,pcqv,0.395787,478,4
0.25,3,q4_revenue_by_region,oracle_order,2.681847,478,1
0.25,3,q5_high_value_segments,post_join_filter,0.037623,759,4
0.25,3,q5_high_value_segments,view_barrier,0.016546,462,4
0.25,3,q5_high_value_segments,oblivious_forced,0.015,378,4
0.25,3,q5_high_value_segments,predicate_injection,0.013599,372,4
0.25,3,q5_high_value_segments,pcqv_no_stats,0.025798,378,4
0.25,3,q5_high_value_segments,pcqv_forced,0.045841,378,4
0.25,3,q5_high_value_segments,pcqv,0.118662,372,4
0.25,3,q5_high_value_segments,oracle_order,3.374238,378,1
0.25,3,q6_lineitem_product_count,post_join_filter,0.059506,1183,4
0.25,3,q6_lineitem_product_count,view_barrier,0.026876,744,4
0.25,3,q6_lineitem_product_count,oblivious_forced,0.02435,586,4
0.25,3,q6_lineitem_product_count,predicate_injection,0.022786,568,4
0.25,3,q6_lineitem_product_count,pcqv_no_stats,0.229127,586,4
0.25,3,q6_lineitem_product_count,pcqv_forced,0.659174,586,4
0.25,3,q6_lineitem_product_count,pcqv,1.580988,586,4
0.25,3,q6_lineitem_product_count,oracle_order,38.224078,586,1
0.25,3,q7_customer_summary,post_join_filter,0.046147,766,4
0.25,3,q7_customer_summary,view_barrier,0.017881,469,4
0.25,3,q7_customer_summary,oblivious_forced,0.016201,385,4
0.25,3,q7_customer_summary,predicate_injection,0.014291,379,4
0.25,3,q7_customer_summary,pcqv_no_stats,0.028537,385,4
0.25,3,q7_customer_summary,pcqv_forced,0.058588,385,4
0.25,3,q7_customer_summary,pcqv,0.154289,385,4
0.25,3,q7_customer_summary,oracle_order,0.866758,385,1
0.25,3,q8_sensitive_product_scan,post_join_filter,0.036299,557,4
0.25,3,q8_sensitive_product_scan,view_barrier,0.014761,394,4
0.25,3,q8_sensitive_product_scan,oblivious_forced,0.023578,310,4
0.25,3,q8_sensitive_product_scan,predicate_injection,0.011965,304,4
0.25,3,q8_sensitive_product_scan,pcqv_no_stats,0.024165,310,4
0.25,3,q8_sensitive_product_scan,pcqv_forced,0.050682,310,4
0.25,3,q8_sensitive_product_scan,pcqv,0.130629,310,4
0.25,3,q8_sensitive_product_scan,oracle_order,0.726754,310,1
0.25,3,q9_ticket_topic_segments,post_join_filter,0.047048,796,4
0.25,3,q9_ticket_topic_segments,view_barrier,0.017077,491,4
0.25,3,q9_ticket_topic_segments,oblivious_forced,0.015876,407,4
0.25,3,q9_ticket_topic_segments,predicate_injection,0.014446,401,4
0.25,3,q9_ticket_topic_segments,pcqv_no_stats,0.027501,407,4
0.25,3,q9_ticket_topic_segments,pcqv_forced,0.048737,407,4
0.25,3,q9_ticket_topic_segments,pcqv,0.133829,401,4
0.25,3,q9_ticket_topic_segments,oracle_order,0.964149,407,1
0.25,3,q10_acl_customer_rows,post_join_filter,0.029688,443,4
0.25,3,q10_acl_customer_rows,view_barrier,0.013448,297,4
0.25,3,q10_acl_customer_rows,oblivious_forced,0.011053,250,4
0.25,3,q10_acl_customer_rows,predicate_injection,0.009228,250,4
0.25,3,q10_acl_customer_rows,pcqv_no_stats,0.013466,250,4
0.25,3,q10_acl_customer_rows,pcqv_forced,0.019362,250,4
0.25,3,q10_acl_customer_rows,pcqv,0.04906,250,4
0.25,3,q10_acl_customer_rows,oracle_order,0.21326,250,1
0.25,3,q11_order_ticket_bridge,post_join_filter,0.063164,1126,4
0.25,3,q11_order_ticket_bridge,view_barrier,0.022265,670,4
0.25,3,q11_order_ticket_bridge,oblivious_forced,0.020406,549,4
0.25,3,q11_order_ticket_bridge,predicate_injection,0.018461,537,4
0.25,3,q11_order_ticket_bridge,pcqv_no_stats,0.059439,549,4
0.25,3,q11_order_ticket_bridge,pcqv_forced,0.159035,549,4
0.25,3,q11_order_ticket_bridge,pcqv,0.302365,537,4
0.25,3,q11_order_ticket_bridge,oracle_order,8.83333,549,1
0.25,3,q12_product_segment_revenue,post_join_filter,0.074615,1233,4
0.25,3,q12_product_segment_revenue,view_barrier,0.034421,794,4
0.25,3,q12_product_segment_revenue,oblivious_forced,0.025164,636,4
0.25,3,q12_product_segment_revenue,predicate_injection,0.022962,618,4
0.25,3,q12_product_segment_revenue,pcqv_no_stats,0.187947,636,4
0.25,3,q12_product_segment_revenue,pcqv_forced,0.663206,636,4
0.25,3,q12_product_segment_revenue,pcqv,1.022208,618,4
0.25,3,q12_product_segment_revenue,oracle_order,13.918109,636,1
0.25,3,q13_order_lineitem_rows,post_join_filter,0.042063,679,4
0.25,3,q13_order_lineitem_rows,view_barrier,0.016019,444,4
0.25,3,q13_order_lineitem_rows,oblivious_forced,0.013798,360,4
0.25,3,q13_order_lineitem_rows,predicate_injection,0.012295,354,4
0.25,3,q13_order_lineitem_rows,pcqv_no_stats,0.028286,360,4
0.25,3,q13_order_lineitem_rows,pcqv_forced,0.048412,360,4
0.25,3,q13_order_lineitem_rows,pcqv,0.105835,354,4
0.25,3,q13_order_lineitem_rows,oracle_order,2.919805,360,1
0.25,3,q14_support_owner_rows,post_join_filter,0.043438,799,4
0.25,3,q14_support_owner_rows,view_barrier,0.017766,494,4
0.25,3,q14_support_owner_rows,oblivious_forced,0.016022,410,4
0.25,3,q14_support_owner_rows,predicate_injection,0.0145,404,4
0.25,3,q14_support_owner_rows,pcqv_no_stats,0.044823,410,4
0.25,3,q14_support_owner_rows,pcqv_forced,0.050802,410,4
0.25,3,q14_support_owner_rows,pcqv,0.129307,404,4
0.25,3,q14_support_owner_rows,oracle_order,1.068263,410,1
0.25,3,q15_clearance_product_rows,post_join_filter,0.057769,622,4
0.25,3,q15_clearance_product_rows,view_barrier,0.01562,459,4
0.25,3,q15_clearance_product_rows,oblivious_forced,0.014435,375,4
0.25,3,q15_clearance_product_rows,predicate_injection,0.012526,369,4
0.25,3,q15_clearance_product_rows,pcqv_no_stats,0.038009,375,4
0.25,3,q15_clearance_product_rows,pcqv_forced,0.047484,375,4
0.25,3,q15_clearance_product_rows,pcqv,0.105437,369,4
0.25,3,q15_clearance_product_rows,oracle_order,2.770894,375,1
0.25,3,q16_region_product_mix,post_join_filter,0.072359,1254,4
0.25,3,q16_region_product_mix,view_barrier,0.027332,815,4
0.25,3,q16_region_product_mix,oblivious_forced,0.024541,657,4
0.25,3,q16_region_product_mix,predicate_injection,0.022992,639,4
0.25,3,q16_region_product_mix,pcqv_no_stats,0.194841,657,4
0.25,3,q16_region_product_mix,pcqv_forced,0.665144,657,4
0.25,3,q16_region_product_mix,pcqv,1.006344,639,4
0.25,3,q16_region_product_mix,oracle_order,12.321942,657,1
0.25,6,q1_customer_orders,post_join_filter,0.043114,1191,4
0.25,6,q1_customer_orders,view_barrier,0.019995,914,4
0.25,6,q1_customer_orders,oblivious_forced,0.021017,793,4
0.25,6,q1_customer_orders,predicate_injection,0.0211,781,4
0.25,6,q1_customer_orders,pcqv_no_stats,0.061698,793,4
0.25,6,q1_customer_orders,pcqv_forced,0.174023,793,4
0.25,6,q1_customer_orders,pcqv,0.477812,793,4
0.25,6,q1_customer_orders,oracle_order,15.067533,793,1
0.25,6,q2_revenue_by_product,post_join_filter,0.065675,1176,4
0.25,6,q2_revenue_by_product,view_barrier,0.024803,900,4
0.25,6,q2_revenue_by_product,oblivious_forced,0.021633,779,4
0.25,6,q2_revenue_by_product,predicate_injection,0.019893,767,4
0.25,6,q2_revenue_by_product,pcqv_no_stats,0.075615,779,4
0.25,6,q2_revenue_by_product,pcqv_forced,0.157762,779,4
0.25,6,q2_revenue_by_product,pcqv,0.458116,779,4
0.25,6,q2_revenue_by_product,oracle_order,12.552853,779,1
0.25,6,q3_support_tickets,post_join_filter,0.047112,885,4
0.25,6,q3_support_tickets,view_barrier,0.019121,580,4
0.25,6,q3_support_tickets,oblivious_forced,0.017318,496,4
0.25,6,q3_support_tickets,predicate_injection,0.015448,490,4
0.25,6,q3_support_tickets,pcqv_no_stats,0.02976,496,4
0.25,6,q3_support_tickets,pcqv_forced,0.051818,496,4
0.25,6,q3_support_tickets,pcqv,0.153487,490,4
0.25,6,q3_support_tickets,oracle_order,0.764975,496,1
0.25,6,q4_revenue_by_region,post_join_filter,0.059339,1207,4
0.25,6,q4_revenue_by_region,view_barrier,0.026027,930,4
0.25,6,q4_revenue_by_region,oblivious_forced,0.022621,809,4
0.25,6,q4_revenue_by_region,predicate_injection,0.021365,797,4
0.25,6,q4_revenue_by_region,pcqv_no_stats,0.064747,809,4
0.25,6,q4_revenue_by_region,pcqv_forced,0.1884,809,4
0.25,6,q4_revenue_by_region,pcqv,0.560684,809,4
0.25,6,q4_revenue_by_region,oracle_order,19.727218,809,1
0.25,6,q5_high_value_segments,post_join_filter,0.072647,942,4
0.25,6,q5_high_value_segments,view_barrier,0.035152,688,4
0.25,6,q5_high_value_segments,oblivious_forced,0.031898,604,4
0.25,6,q5_high_value_segments,predicate_injection,0.029768,598,4
0.25,6,q5_high_value_segments,pcqv_no_stats,0.050708,604,4
0.25,6,q5_high_value_segments,pcqv_forced,0.073633,604,4
0.25,6,q5_high_value_segments,pcqv,0.211264,598,4
0.25,6,q5_high_value_segments,oracle_order,5.412947,604,1
0.25,6,q6_lineitem_product_count,post_join_filter,0.079951,1431,4
0.25,6,q6_lineitem_product_count,view_barrier,0.032342,1075,4
0.25,6,q6_lineitem_product_count,oblivious_forced,0.036676,917,4
0.25,6,q6_lineitem_product_count,predicate_injection,0.025755,899,4
0.25,6,q6_lineitem_product_count,pcqv_no_stats,0.216791,917,4
0.25,6,q6_lineitem_product_count,pcqv_forced,0.799365,917,4
0.25,6,q6_lineitem_product_count,pcqv,2.051906,917,4
0.25,6,q6_lineitem_product_count,oracle_order,90.171839,917,1
0.25,6,q7_customer_summary,post_join_filter,0.079257,949,4
0.25,6,q7_customer_summary,view_barrier,0.033111,695,4
0.25,6,q7_customer_summary,oblivious_forced,0.034695,611,4
0.25,6,q7_customer_summary,predicate_injection,0.027481,605,4
0.25,6,q7_customer_summary,pcqv_no_stats,0.047652,611,4
0.25,6,q7_customer_summary,pcqv_forced,0.083239,611,4
0.25,6,q7_customer_summary,pcqv,0.243799,611,4
0.25,6,q7_customer_summary,oracle_order,2.09551,611,1
0.25,6,q8_sensitive_product_scan,post_join_filter,0.045673,685,4
0.25,6,q8_sensitive_product_scan,view_barrier,0.01811,520,4
0.25,6,q8_sensitive_product_scan,oblivious_forced,0.014676,436,4
0.25,6,q8_sensitive_product_scan,predicate_injection,0.013132,430,4
0.25,6,q8_sensitive_product_scan,pcqv_no_stats,0.026292,436,4
0.25,6,q8_sensitive_product_scan,pcqv_forced,0.045356,436,4
0.25,6,q8_sensitive_product_scan,pcqv,0.138745,436,4
0.25,6,q8_sensitive_product_scan,oracle_order,4.00151,436,1
0.25,6,q9_ticket_topic_segments,post_join_filter,0.064419,898,4
0.25,6,q9_ticket_topic_segments,view_barrier,0.032909,593,4
0.25,6,q9_ticket_topic_segments,oblivious_forced,0.027465,509,4
0.25,6,q9_ticket_topic_segments,predicate_injection,0.022321,503,4
0.25,6,q9_ticket_topic_segments,pcqv_no_stats,0.051814,509,4
0.25,6,q9_ticket_topic_segments,pcqv_forced,0.071768,509,4
0.25,6,q9_ticket_topic_segments,pcqv,0.192215,503,4
0.25,6,q9_ticket_topic_segments,oracle_order,1.727744,509,1
0.25,6,q10_acl_customer_rows,post_join_filter,0.050887,524,4
0.25,6,q10_acl_customer_rows,view_barrier,0.022536,378,4
0.25,6,q10_acl_customer_rows,oblivious_forced,0.02012,331,4
0.25,6,q10_acl_customer_rows,predicate_injection,0.018729,331,4
0.25,6,q10_acl_customer_rows,pcqv_no_stats,0.023618,331,4
0.25,6,q10_acl_customer_rows,pcqv_forced,0.030743,331,4
0.25,6,q10_acl_customer_rows,pcqv,0.07978,331,4
0.25,6,q10_acl_customer_rows,oracle_order,0.350126,331,1
0.25,6,q11_order_ticket_bridge,post_join_filter,0.098538,1309,4
0.25,6,q11_order_ticket_bridge,view_barrier,0.033632,896,4
0.25,6,q11_order_ticket_bridge,oblivious_forced,0.024386,775,4
0.25,6,q11_order_ticket_bridge,predicate_injection,0.021471,763,4
0.25,6,q11_order_ticket_bridge,pcqv_no_stats,0.10972,775,4
0.25,6,q11_order_ticket_bridge,pcqv_forced,0.238628,775,4
0.25,6,q11_order_ticket_bridge,pcqv,0.389011,763,4
0.25,6,q11_order_ticket_bridge,oracle_order,13.891147,775,1
0.25,6,q12_product_segment_revenue,post_join_filter,0.10642,1481,4
0.25,6,q12_product_segment_revenue,view_barrier,0.034111,1125,4
0.25,6,q12_product_segment_revenue,oblivious_forced,0.029492,967,4
0.25,6,q12_product_segment_revenue,predicate_injection,0.027164,949,4
0.25,6,q12_product_segment_revenue,pcqv_no_stats,0.210012,967,4
0.25,6,q12_product_segment_revenue,pcqv_forced,0.766024,967,4
0.25,6,q12_product_segment_revenue,pcqv,1.195287,949,4
0.25,6,q12_product_segment_revenue,oracle_order,67.810607,967,1
0.25,6,q13_order_lineitem_rows,post_join_filter,0.048036,870,4
0.25,6,q13_order_lineitem_rows,view_barrier,0.019907,673,4
0.25,6,q13_order_lineitem_rows,oblivious_forced,0.017298,589,4
0.25,6,q13_order_lineitem_rows,predicate_injection,0.01497,583,4
0.25,6,q13_order_lineitem_rows,pcqv_no_stats,0.029455,589,4
0.25,6,q13_order_lineitem_rows,pcqv_forced,0.049916,589,4
0.25,6,q13_order_lineitem_rows,pcqv,0.125431,583,4
0.25,6,q13_order_lineitem_rows,oracle_order,5.46991,589,1
0.25,6,q14_support_owner_rows,post_join_filter,0.052782,880,4
0.25,6,q14_support_owner_rows,view_barrier,0.02407,575,4
0.25,6,q14_support_owner_rows,oblivious_forced,0.019463,491,4
0.25,6,q14_support_owner_rows,predicate_injection,0.015609,485,4
0.25,6,q14_support_owner_rows,pcqv_no_stats,0.029936,491,4
0.25,6,q14_support_owner_rows,pcqv_forced,0.052293,491,4
0.25,6,q14_support_owner_rows,pcqv,0.136338,485,4
0.25,6,q14_support_owner_rows,oracle_order,1.301376,491,1
0.25,6,q15_clearance_product_rows,post_join_filter,0.046426,750,4
0.25,6,q15_clearance_product_rows,view_barrier,0.01728,585,4
0.25,6,q15_clearance_product_rows,oblivious_forced,0.015295,501,4
0.25,6,q15_clearance_product_rows,predicate_injection,0.013292,495,4
0.25,6,q15_clearance_product_rows,pcqv_no_stats,0.027422,501,4
0.25,6,q15_clearance_product_rows,pcqv_forced,0.049896,501,4
0.25,6,q15_clearance_product_rows,pcqv,0.110693,495,4
0.25,6,q15_clearance_product_rows,oracle_order,5.823729,501,1
0.25,6,q16_region_product_mix,post_join_filter,0.111977,1502,4
0.25,6,q16_region_product_mix,view_barrier,0.04994,1146,4
0.25,6,q16_region_product_mix,oblivious_forced,0.046046,988,4
0.25,6,q16_region_product_mix,predicate_injection,0.046859,970,4
0.25,6,q16_region_product_mix,pcqv_no_stats,0.286831,988,4
0.25,6,q16_region_product_mix,pcqv_forced,1.104738,988,4
0.25,6,q16_region_product_mix,pcqv,1.167452,970,4
0.25,6,q16_region_product_mix,oracle_order,64.59161,988,1
0.5,1,q1_customer_orders,post_join_filter,0.073885,928,4
0.5,1,q1_customer_orders,view_barrier,0.025189,576,4
0.5,1,q1_customer_orders,oblivious_forced,0.027618,455,4
0.5,1,q1_customer_orders,predicate_injection,0.021159,443,4
0.5,1,q1_customer_orders,pcqv_no_stats,0.071463,455,4
0.5,1,q1_customer_orders,pcqv_forced,0.166784,455,4
0.5,1,q1_customer_orders,pcqv,0.555207,455,4
0.5,1,q1_customer_orders,oracle_order,8.950367,455,1
0.5,1,q2_revenue_by_product,post_join_filter,0.092342,947,4
0.5,1,q2_revenue_by_product,view_barrier,0.022775,641,4
0.5,1,q2_revenue_by_product,oblivious_forced,0.020654,520,4
0.5,1,q2_revenue_by_product,predicate_injection,0.019101,508,4
0.5,1,q2_revenue_by_product,pcqv_no_stats,0.057429,520,4
0.5,1,q2_revenue_by_product,pcqv_forced,0.138101,520,4
0.5,1,q2_revenue_by_product,pcqv,0.29304,508,4
0.5,1,q2_revenue_by_product,oracle_order,5.111114,520,1
0.5,1,q3_support_tickets,post_join_filter,0.055473,758,4
0.5,1,q3_support_tickets,view_barrier,0.022942,461,4
0.5,1,q3_support_tickets,oblivious_forced,0.02404,377,4
0.5,1,q3_support_tickets,predicate_injection,0.018992,371,4
0.5,1,q3_support_tickets,pcqv_no_stats,0.035866,377,4
0.5,1,q3_support_tickets,pcqv_forced,0.056153,377,4
0.5,1,q3_support_tickets,pcqv,0.123767,371,4
0.5,1,q3_support_tickets,oracle_order,0.902208,377,1
0.5,1,q4_revenue_by_region,post_join_filter,0.08975,923,4
0.5,1,q4_revenue_by_region,view_barrier,0.038062,571,4
0.5,1,q4_revenue_by_region,oblivious_forced,0.035074,450,4
0.5,1,q4_revenue_by_region,predicate_injection,0.033462,438,4
0.5,1,q4_revenue_by_region,pcqv_no_stats,0.096748,450,4
0.5,1,q4_revenue_by_region,pcqv_forced,0.18105,450,4
0.5,1,q4_revenue_by_region,pcqv,0.28992,438,4
0.5,1,q4_revenue_by_region,oracle_order,5.418827,450,1
0.5,1,q5_high_value_segments,post_join_filter,0.044909,693,4
0.5,1,q5_high_value_segments,view_barrier,0.02237,404,4
0.5,1,q5_high_value_segments,oblivious_forced,0.020367,320,4
0.5,1,q5_high_value_segments,predicate_injection,0.013359,314,4
0.5,1,q5_high_value_segments,pcqv_no_stats,0.025383,320,4
0.5,1,q5_high_value_segments,pcqv_forced,0.049833,320,4
0.5,1,q5_high_value_segments,pcqv,0.121999,314,4
0.5,1,q5_high_value_segments,oracle_order,3.913208,320,1
0.5,1,q6_lineitem_product_count,post_join_filter,0.067663,1133,4
0.5,1,q6_lineitem_product_count,view_barrier,0.033555,706,4
0.5,1,q6_lineitem_product_count,oblivious_forced,0.02969,548,4
0.5,1,q6_lineitem_product_count,predicate_injection,0.031054,530,4
0.5,1,q6_lineitem_product_count,pcqv_no_stats,0.233976,548,4
0.5,1,q6_lineitem_product_count,pcqv_forced,0.812335,548,4
0.5,1,q6_lineitem_product_count,pcqv,1.273808,530,4
0.5,1,q6_lineitem_product_count,oracle_order,73.408285,548,1
0.5,1,q7_customer_summary,post_join_filter,0.052425,700,4
0.5,1,q7_customer_summary,view_barrier,0.023672,411,4
0.5,1,q7_customer_summary,oblivious_forced,0.015442,327,4
0.5,1,q7_customer_summary,predicate_injection,0.013448,321,4
0.5,1,q7_customer_summary,pcqv_no_stats,0.025781,327,4
0.5,1,q7_customer_summary,pcqv_forced,0.041114,327,4
0.5,1,q7_customer_summary,pcqv,0.131518,327,4
0.5,1,q7_customer_summary,oracle_order,0.995251,327,1
0.5,1,q8_sensitive_product_scan,post_join_filter,0.046382,573,4
0.5,1,q8_sensitive_product_scan,view_barrier,0.021436,414,4
0.5,1,q8_sensitive_product_scan,oblivious_forced,0.014273,330,4
0.5,1,q8_sensitive_product_scan,predicate_injection,0.013179,324,4
0.5,1,q8_sensitive_product_scan,pcqv_no_stats,0.026606,330,4
0.5,1,q8_sensitive_product_scan,pcqv_forced,0.045877,330,4
0.5,1,q8_sensitive_product_scan,pcqv,0.138805,330,4
0.5,1,q8_sensitive_product_scan,oracle_order,0.846441,330,1
0.5,1,q9_ticket_topic_segments,post_join_filter,0.048652,750,4
0.5,1,q9_ticket_topic_segments,view_barrier,0.024115,453,4
0.5,1,q9_ticket_topic_segments,oblivious_forced,0.015073,369,4
0.5,1,q9_ticket_topic_segments,predicate_injection,0.013635,363,4
0.5,1,q9_ticket_topic_segments,pcqv_no_stats,0.025317,369,4
0.5,1,q9_ticket_topic_segments,pcqv_forced,0.041179,369,4
0.5,1,q9_ticket_topic_segments,pcqv,0.111667,363,4
0.5,1,q9_ticket_topic_segments,oracle_order,1.504344,369,1
0.5,1,q10_acl_customer_rows,post_join_filter,0.026079,410,4
0.5,1,q10_acl_customer_rows,view_barrier,0.010967,268,4
0.5,1,q10_acl_customer_rows,oblivious_forced,0.010514,221,4
0.5,1,q10_acl_customer_rows,predicate_injection,0.008821,221,4
0.5,1,q10_acl_customer_rows,pcqv_no_stats,0.020756,221,4
0.5,1,q10_acl_customer_rows,pcqv_forced,0.016335,221,4
0.5,1,q10_acl_customer_rows,pcqv,0.042271,221,4
0.5,1,q10_acl_customer_rows,oracle_order,0.205829,221,1
0.5,1,q11_order_ticket_bridge,post_join_filter,0.071991,1047,4
0.5,1,q11_order_ticket_bridge,view_barrier,0.021489,603,4
0.5,1,q11_order_ticket_bridge,oblivious_forced,0.019689,482,4
0.5,1,q11_order_ticket_bridge,predicate_injection,0.018301,470,4
0.5,1,q11_order_ticket_bridge,pcqv_no_stats,0.063946,482,4
0.5,1,q11_order_ticket_bridge,pcqv_forced,0.144358,482,4
0.5,1,q11_order_ticket_bridge,pcqv,0.289183,470,4
0.5,1,q11_order_ticket_bridge,oracle_order,8.43957,482,1
0.5,1,q12_product_segment_revenue,post_join_filter,0.082575,1183,4
0.5,1,q12_product_segment_revenue,view_barrier,0.026818,756,4
0.5,1,q12_product_segment_revenue,oblivious_forced,0.031565,598,4
0.5,1,q12_product_segment_revenue,predicate_injection,0.02313,580,4
0.5,1,q12_product_segment_revenue,pcqv_no_stats,0.194348,598,4
0.5,1,q12_product_segment_revenue,pcqv_forced,0.63726,598,4
0.5,1,q12_product_segment_revenue,pcqv,1.863029,580,4
0.5,1,q12_product_segment_revenue,oracle_order,23.764966,598,1
0.5,1,q13_order_lineitem_rows,post_join_filter,0.052196,676,4
