selectivity,complexity,query,method,compile_ms,sql_chars,iterations
0.1,1,q4_revenue_by_region,oracle_order,1.649887,321,1
0.1,1,q5_high_value_segments,post_join_filter,0.045258,607,4
0.1,1,q5_high_value_segments,view_barrier,0.014388,318,4
0.1,1,q5_high_value_segments,oblivious_forced,0.010058,234,4
0.1,1,q5_high_value_segments,predicate_injection,0.01428,228,4
0.1,1,q5_high_value_segments,pcqv_no_stats,0.024,234,4
0.1,1,q5_high_value_segments,pcqv_forced,0.027569,234,4
0.1,1,q5_high_value_segments,pcqv,0.074586,228,4
0.1,1,q5_high_value_segments,oracle_order,3.196668,234,1
0.1,1,q6_lineitem_product_count,post_join_filter,0.048258,961,4
0.1,1,q6_lineitem_product_count,view_barrier,0.017091,534,4
0.1,1,q6_lineitem_product_count,oblivious_forced,0.015343,376,4
0.1,1,q6_lineitem_product_count,predicate_injection,0.014348,358,4
0.1,1,q6_lineitem_product_count,pcqv_no_stats,0.20617,376,4
0.1,1,q6_lineitem_product_count,pcqv_forced,0.428459,376,4
0.1,1,q6_lineitem_product_count,pcqv,0.703238,358,4
0.1,1,q6_lineitem_product_count,oracle_order,15.442247,376,1
0.1,1,q7_customer_summary,post_join_filter,0.041991,614,4
0.1,1,q7_customer_summary,view_barrier,0.011585,325,4
0.1,1,q7_customer_summary,oblivious_forced,0.014349,241,4
0.1,1,q7_customer_summary,predicate_injection,0.009327,235,4
0.1,1,q7_customer_summary,pcqv_no_stats,0.022469,241,4
0.1,1,q7_customer_summary,pcqv_forced,0.032694,241,4
0.1,1,q7_customer_summary,pcqv,0.09673,241,4
0.1,1,q7_customer_summary,oracle_order,0.530785,241,1
0.1,1,q8_sensitive_product_scan,post_join_filter,0.031276,487,4
0.1,1,q8_sensitive_product_scan,view_barrier,0.011088,328,4
0.1,1,q8_sensitive_product_scan,oblivious_forced,0.010215,244,4
0.1,1,q8_sensitive_product_scan,predicate_injection,0.008912,238,4
0.1,1,q8_sensitive_product_scan,pcqv_no_stats,0.020446,244,4
0.1,1,q8_sensitive_product_scan,pcqv_forced,0.028489,244,4
0.1,1,q8_sensitive_product_scan,pcqv,0.09458,244,4
0.1,1,q8_sensitive_product_scan,oracle_order,0.342403,244,1
0.1,1,q9_ticket_topic_segments,post_join_filter,0.038548,664,4
0.1,1,q9_ticket_topic_segments,view_barrier,0.011716,367,4
0.1,1,q9_ticket_topic_segments,oblivious_forced,0.010869,283,4
0.1,1,q9_ticket_topic_segments,predicate_injection,0.010029,277,4
0.1,1,q9_ticket_topic_segments,pcqv_no_stats,0.021041,283,4
0.1,1,q9_ticket_topic_segments,pcqv_forced,0.029966,283,4
0.1,1,q9_ticket_topic_segments,pcqv,0.080815,277,4
0.1,1,q9_ticket_topic_segments,oracle_order,0.5095,283,1
0.1,1,q10_acl_customer_rows,post_join_filter,0.020976,367,4
0.1,1,q10_acl_customer_rows,view_barrier,0.008005,225,4
0.1,1,q10_acl_customer_rows,oblivious_forced,0.007354,178,4
0.1,1,q10_acl_customer_rows,predicate_injection,0.006499,178,4
0.1,1,q10_acl_customer_rows,pcqv_no_stats,0.009827,178,4
0.1,1,q10_acl_customer_rows,pcqv_forced,0.018667,178,4
0.1,1,q10_acl_customer_rows,pcqv,0.031205,178,4
0.1,1,q10_acl_customer_rows,oracle_order,0.122048,178,1
0.1,1,q11_order_ticket_bridge,post_join_filter,0.052616,918,4
0.1,1,q11_order_ticket_bridge,view_barrier,0.014715,474,4
0.1,1,q11_order_ticket_bridge,oblivious_forced,0.013266,353,4
0.1,1,q11_order_ticket_bridge,predicate_injection,0.011821,341,4
0.1,1,q11_order_ticket_bridge,pcqv_no_stats,0.048133,353,4
0.1,1,q11_order_ticket_bridge,pcqv_forced,0.085908,353,4
0.1,1,q11_order_ticket_bridge,pcqv,0.188401,341,4
0.1,1,q11_order_ticket_bridge,oracle_order,2.500426,353,1
0.1,1,q12_product_segment_revenue,post_join_filter,0.071708,1011,4
0.1,1,q12_product_segment_revenue,view_barrier,0.022519,584,4
0.1,1,q12_product_segment_revenue,oblivious_forced,0.016411,426,4
0.1,1,q12_product_segment_revenue,predicate_injection,0.020211,408,4
0.1,1,q12_product_segment_revenue,pcqv_no_stats,0.189021,426,4
0.1,1,q12_product_segment_revenue,pcqv_forced,0.418714,426,4
0.1,1,q12_product_segment_revenue,pcqv,0.732269,408,4
0.1,1,q12_product_segment_revenue,oracle_order,7.079283,426,1
0.1,1,q13_order_lineitem_rows,post_join_filter,0.043026,590,4
0.1,1,q13_order_lineitem_rows,view_barrier,0.013066,359,4
0.1,1,q13_order_lineitem_rows,oblivious_forced,0.014138,275,4
0.1,1,q13_order_lineitem_rows,predicate_injection,0.012056,269,4
0.1,1,q13_order_lineitem_rows,pcqv_no_stats,0.024944,275,4
0.1,1,q13_order_lineitem_rows,pcqv_forced,0.029989,275,4
0.1,1,q13_order_lineitem_rows,pcqv,0.081644,269,4
0.1,1,q13_order_lineitem_rows,oracle_order,1.368584,275,1
0.1,1,q14_support_owner_rows,post_join_filter,0.047025,667,4
0.1,1,q14_support_owner_rows,view_barrier,0.015648,370,4
0.1,1,q14_support_owner_rows,oblivious_forced,0.015446,286,4
0.1,1,q14_support_owner_rows,predicate_injection,0.009897,280,4
0.1,1,q14_support_owner_rows,pcqv_no_stats,0.022466,286,4
0.1,1,q14_support_owner_rows,pcqv_forced,0.037176,286,4
0.1,1,q14_support_owner_rows,pcqv,0.077395,280,4
0.1,1,q14_support_owner_rows,oracle_order,0.481437,286,1
0.1,1,q15_clearance_product_rows,post_join_filter,0.036112,552,4
0.1,1,q15_clearance_product_rows,view_barrier,0.011637,393,4
0.1,1,q15_clearance_product_rows,oblivious_forced,0.015666,309,4
0.1,1,q15_clearance_product_rows,predicate_injection,0.009547,303,4
0.1,1,q15_clearance_product_rows,pcqv_no_stats,0.021093,309,4
0.1,1,q15_clearance_product_rows,pcqv_forced,0.02867,309,4
0.1,1,q15_clearance_product_rows,pcqv,0.081047,303,4
0.1,1,q15_clearance_product_rows,oracle_order,1.324846,309,1
0.1,1,q16_region_product_mix,post_join_filter,0.068943,1032,4
0.1,1,q16_region_product_mix,view_barrier,0.018232,605,4
0.1,1,q16_region_product_mix,oblivious_forced,0.016346,447,4
0.1,1,q16_region_product_mix,predicate_injection,0.014778,429,4
0.1,1,q16_region_product_mix,pcqv_no_stats,0.196998,447,4
0.1,1,q16_region_product_mix,pcqv_forced,0.423237,447,4
0.1,1,q16_region_product_mix,pcqv,0.776614,429,4
0.1,1,q16_region_product_mix,oracle_order,7.128623,447,1
0.1,3,q1_customer_orders,post_join_filter,0.058451,917,4
0.1,3,q1_customer_orders,view_barrier,0.02179,557,4
0.1,3,q1_customer_orders,oblivious_forced,0.018477,436,4
0.1,3,q1_customer_orders,predicate_injection,0.01995,424,4
0.1,3,q1_customer_orders,pcqv_no_stats,0.060291,436,4
0.1,3,q1_customer_orders,pcqv_forced,0.136515,436,4
0.1,3,q1_customer_orders,pcqv,0.377092,436,4
0.1,3,q1_customer_orders,oracle_order,2.335929,436,1
0.1,3,q2_revenue_by_product,post_join_filter,0.065772,925,4
0.1,3,q2_revenue_by_product,view_barrier,0.026798,611,4
0.1,3,q2_revenue_by_product,oblivious_forced,0.018819,490,4
0.1,3,q2_revenue_by_product,predicate_injection,0.023789,478,4
0.1,3,q2_revenue_by_product,pcqv_no_stats,0.052857,490,4
0.1,3,q2_revenue_by_product,pcqv_forced,0.126028,490,4
0.1,3,q2_revenue_by_product,pcqv,0.376989,490,4
0.1,3,q2_revenue_by_product,oracle_order,1.732261,490,1
0.1,3,q3_support_tickets,post_join_filter,0.052459,770,4
0.1,3,q3_support_tickets,view_barrier,0.019426,465,4
0.1,3,q3_support_tickets,oblivious_forced,0.014683,381,4
0.1,3,q3_support_tickets,predicate_injection,0.013,375,4
0.1,3,q3_support_tickets,pcqv_no_stats,0.026582,381,4
0.1,3,q3_support_tickets,pcqv_forced,0.047328,381,4
0.1,3,q3_support_tickets,pcqv,0.115931,375,4
0.1,3,q3_support_tickets,oracle_order,0.494405,381,1
0.1,3,q4_revenue_by_region,post_join_filter,0.06036,912,4
0.1,3,q4_revenue_by_region,view_barrier,0.0183,552,4
0.1,3,q4_revenue_by_region,oblivious_forced,0.016217,431,4
0.1,3,q4_revenue_by_region,predicate_injection,0.017113,419,4
0.1,3,q4_revenue_by_region,pcqv_no_stats,0.068012,431,4
0.1,3,q4_revenue_by_region,pcqv_forced,0.128565,431,4
0.1,3,q4_revenue_by_region,pcqv,0.50857,431,4
0.1,3,q4_revenue_by_region,oracle_order,2.114181,431,1
0.1,3,q5_high_value_segments,post_join_filter,0.038178,725,4
0.1,3,q5_high_value_segments,view_barrier,0.014462,428,4
0.1,3,q5_high_value_segments,oblivious_forced,0.01839,344,4
0.1,3,q5_high_value_segments,predicate_injection,0.011675,338,4
0.1,3,q5_high_value_segments,pcqv_no_stats,0.024347,344,4
0.1,3,q5_high_value_segments,pcqv_forced,0.040491,344,4
0.1,3,q5_high_value_segments,pcqv,0.110135,338,4
0.1,3,q5_high_value_segments,oracle_order,3.345104,344,1
0.1,3,q6_lineitem_product_count,post_join_filter,0.061531,1123,4
0.1,3,q6_lineitem_product_count,view_barrier,0.023124,684,4
0.1,3,q6_lineitem_product_count,oblivious_forced,0.020285,526,4
0.1,3,q6_lineitem_product_count,predicate_injection,0.019631,508,4
0.1,3,q6_lineitem_product_count,pcqv_no_stats,0.196967,526,4
0.1,3,q6_lineitem_product_count,pcqv_forced,0.575924,526,4
0.1,3,q6_lineitem_product_count,pcqv,1.476893,526,4
0.1,3,q6_lineitem_product_count,oracle_order,19.495463,526,1
0.1,3,q7_customer_summary,post_join_filter,0.071963,732,4
0.1,3,q7_customer_summary,view_barrier,0.023875,435,4
0.1,3,q7_customer_summary,oblivious_forced,0.021672,351,4
0.1,3,q7_customer_summary,predicate_injection,0.020455,345,4
0.1,3,q7_customer_summary,pcqv_no_stats,0.040617,351,4
0.1,3,q7_customer_summary,pcqv_forced,0.068321,351,4
0.1,3,q7_customer_summary,pcqv,0.163343,351,4
0.1,3,q7_customer_summary,oracle_order,0.508812,351,1
0.1,3,q8_sensitive_product_scan,post_join_filter,0.033344,531,4
0.1,3,q8_sensitive_product_scan,view_barrier,0.012785,368,4
0.1,3,q8_sensitive_product_scan,oblivious_forced,0.011144,284,4
0.1,3,q8_sensitive_product_scan,predicate_injection,0.010201,278,4
0.1,3,q8_sensitive_product_scan,pcqv_no_stats,0.022186,284,4
0.1,3,q8_sensitive_product_scan,pcqv_forced,0.034117,284,4
0.1,3,q8_sensitive_product_scan,pcqv,0.109373,284,4
0.1,3,q8_sensitive_product_scan,oracle_order,0.355169,284,1
0.1,3,q9_ticket_topic_segments,post_join_filter,0.043416,762,4
0.1,3,q9_ticket_topic_segments,view_barrier,0.014993,457,4
0.1,3,q9_ticket_topic_segments,oblivious_forced,0.013574,373,4
0.1,3,q9_ticket_topic_segments,predicate_injection,0.012374,367,4
0.1,3,q9_ticket_topic_segments,pcqv_no_stats,0.024606,373,4
0.1,3,q9_ticket_topic_segments,pcqv_forced,0.041526,373,4
0.1,3,q9_ticket_topic_segments,pcqv,0.105368,367,4
0.1,3,q9_ticket_topic_segments,oracle_order,0.538009,373,1
0.1,3,q10_acl_customer_rows,post_join_filter,0.025194,422,4
0.1,3,q10_acl_customer_rows,view_barrier,0.010673,276,4
0.1,3,q10_acl_customer_rows,oblivious_forced,0.009569,229,4
0.1,3,q10_acl_customer_rows,predicate_injection,0.014287,229,4
0.1,3,q10_acl_customer_rows,pcqv_no_stats,0.012569,229,4
0.1,3,q10_acl_customer_rows,pcqv_forced,0.016585,229,4
0.1,3,q10_acl_customer_rows,pcqv,0.052225,229,4
0.1,3,q10_acl_customer_rows,oracle_order,0.158981,229,1
0.1,3,q11_order_ticket_bridge,post_join_filter,0.059282,1079,4
0.1,3,q11_order_ticket_bridge,view_barrier,0.01901,623,4
0.1,3,q11_order_ticket_bridge,oblivious_forced,0.017559,502,4
0.1,3,q11_order_ticket_bridge,predicate_injection,0.015422,490,4
0.1,3,q11_order_ticket_bridge,pcqv_no_stats,0.055661,502,4
0.1,3,q11_order_ticket_bridge,pcqv_forced,0.13159,502,4
0.1,3,q11_order_ticket_bridge,pcqv,0.265433,490,4
0.1,3,q11_order_ticket_bridge,oracle_order,2.088043,502,1
0.1,3,q12_product_segment_revenue,post_join_filter,0.06714,1173,4
0.1,3,q12_product_segment_revenue,view_barrier,0.022831,734,4
0.1,3,q12_product_segment_revenue,oblivious_forced,0.020811,576,4
0.1,3,q12_product_segment_revenue,predicate_injection,0.018995,558,4
0.1,3,q12_product_segment_revenue,pcqv_no_stats,0.190363,576,4
0.1,3,q12_product_segment_revenue,pcqv_forced,0.561107,576,4
0.1,3,q12_product_segment_revenue,pcqv,0.888807,558,4
0.1,3,q12_product_segment_revenue,oracle_order,7.545862,576,1
0.1,3,q13_order_lineitem_rows,post_join_filter,0.052045,653,4
0.1,3,q13_order_lineitem_rows,view_barrier,0.013374,418,4
0.1,3,q13_order_lineitem_rows,oblivious_forced,0.012138,334,4
0.1,3,q13_order_lineitem_rows,predicate_injection,0.010523,328,4
0.1,3,q13_order_lineitem_rows,pcqv_no_stats,0.030579,334,4
0.1,3,q13_order_lineitem_rows,pcqv_forced,0.035785,334,4
0.1,3,q13_order_lineitem_rows,pcqv,0.090674,328,4
0.1,3,q13_order_lineitem_rows,oracle_order,1.390491,334,1
0.1,3,q14_support_owner_rows,post_join_filter,0.041049,765,4
0.1,3,q14_support_owner_rows,view_barrier,0.015378,460,4
0.1,3,q14_support_owner_rows,oblivious_forced,0.013883,376,4
0.1,3,q14_support_owner_rows,predicate_injection,0.012151,370,4
0.1,3,q14_support_owner_rows,pcqv_no_stats,0.030864,376,4
0.1,3,q14_support_owner_rows,pcqv_forced,0.048394,376,4
0.1,3,q14_support_owner_rows,pcqv,0.113034,370,4
0.1,3,q14_support_owner_rows,oracle_order,0.61753,376,1
0.1,3,q15_clearance_product_rows,post_join_filter,0.038871,596,4
0.1,3,q15_clearance_product_rows,view_barrier,0.013178,433,4
0.1,3,q15_clearance_product_rows,oblivious_forced,0.011464,349,4
0.1,3,q15_clearance_product_rows,predicate_injection,0.010593,343,4
0.1,3,q15_clearance_product_rows,pcqv_no_stats,0.039997,349,4
0.1,3,q15_clearance_product_rows,pcqv_forced,0.060335,349,4
0.1,3,q15_clearance_product_rows,pcqv,0.120651,343,4
0.1,3,q15_clearance_product_rows,oracle_order,1.249883,349,1
0.1,3,q16_region_product_mix,post_join_filter,0.068085,1194,4
0.1,3,q16_region_product_mix,view_barrier,0.022855,755,4
0.1,3,q16_region_product_mix,oblivious_forced,0.020994,597,4
0.1,3,q16_region_product_mix,predicate_injection,0.018945,579,4
0.1,3,q16_region_product_mix,pcqv_no_stats,0.207417,597,4
0.1,3,q16_region_product_mix,pcqv_forced,0.565914,597,4
0.1,3,q16_region_product_mix,pcqv,0.922471,579,4
0.1,3,q16_region_product_mix,oracle_order,8.008034,597,1
0.1,6,q1_customer_orders,post_join_filter,0.058103,1136,4
0.1,6,q1_customer_orders,view_barrier,0.02383,859,4
0.1,6,q1_customer_orders,oblivious_forced,0.024367,738,4
0.1,6,q1_customer_orders,predicate_injection,0.017796,726,4
0.1,6,q1_customer_orders,pcqv_no_stats,0.065648,738,4
0.1,6,q1_customer_orders,pcqv_forced,0.155836,738,4
0.1,6,q1_customer_orders,pcqv,0.447675,738,4
0.1,6,q1_customer_orders,oracle_order,5.75831,738,1
0.1,6,q2_revenue_by_product,post_join_filter,0.060335,1129,4
0.1,6,q2_revenue_by_product,view_barrier,0.025432,853,4
0.1,6,q2_revenue_by_product,oblivious_forced,0.021035,732,4
0.1,6,q2_revenue_by_product,predicate_injection,0.017016,720,4
0.1,6,q2_revenue_by_product,pcqv_no_stats,0.063149,732,4
0.1,6,q2_revenue_by_product,pcqv_forced,0.142082,732,4
0.1,6,q2_revenue_by_product,pcqv,0.463963,732,4
0.1,6,q2_revenue_by_product,oracle_order,5.462785,732,1
0.1,6,q3_support_tickets,post_join_filter,0.043735,851,4
0.1,6,q3_support_tickets,view_barrier,0.017883,546,4
0.1,6,q3_support_tickets,oblivious_forced,0.015282,462,4
0.1,6,q3_support_tickets,predicate_injection,0.013012,456,4
0.1,6,q3_support_tickets,pcqv_no_stats,0.032174,462,4
0.1,6,q3_support_tickets,pcqv_forced,0.045251,462,4
0.1,6,q3_support_tickets,pcqv,0.128,456,4
0.1,6,q3_support_tickets,oracle_order,0.933309,462,1
0.1,6,q4_revenue_by_region,post_join_filter,0.057799,1152,4
0.1,6,q4_revenue_by_region,view_barrier,0.02552,875,4
0.1,6,q4_revenue_by_region,oblivious_forced,0.01997,754,4
0.1,6,q4_revenue_by_region,predicate_injection,0.017623,742,4
0.1,6,q4_revenue_by_region,pcqv_no_stats,0.070394,754,4
0.1,6,q4_revenue_by_region,pcqv_forced,0.143853,754,4
0.1,6,q4_revenue_by_region,pcqv,0.428662,754,4
0.1,6,q4_revenue_by_region,oracle_order,6.401089,754,1
0.1,6,q5_high_value_segments,post_join_filter,0.046465,900,4
0.1,6,q5_high_value_segments,view_barrier,0.017933,646,4
0.1,6,q5_high_value_segments,oblivious_forced,0.016196,562,4
0.1,6,q5_high_value_segments,predicate_injection,0.013891,556,4
0.1,6,q5_high_value_segments,pcqv_no_stats,0.053058,562,4
0.1,6,q5_high_value_segments,pcqv_forced,0.036435,562,4
0.1,6,q5_high_value_segments,pcqv,0.089715,556,4
0.1,6,q5_high_value_segments,oracle_order,3.915569,562,1
0.1,6,q6_lineitem_product_count,post_join_filter,0.073712,1363,4
0.1,6,q6_lineitem_product_count,view_barrier,0.027325,1007,4
0.1,6,q6_lineitem_product_count,oblivious_forced,0.025115,849,4
0.1,6,q6_lineitem_product_count,predicate_injection,0.034603,831,4
0.1,6,q6_lineitem_product_count,pcqv_no_stats,0.219327,849,4
0.1,6,q6_lineitem_product_count,pcqv_forced,0.670802,849,4
0.1,6,q6_lineitem_product_count,pcqv,1.675317,849,4
0.1,6,q6_lineitem_product_count,oracle_order,31.786307,849,1
0.1,6,q7_customer_summary,post_join_filter,0.050593,907,4
0.1,6,q7_customer_summary,view_barrier,0.019115,653,4
0.1,6,q7_customer_summary,oblivious_forced,0.017181,569,4
0.1,6,q7_customer_summary,predicate_injection,0.015197,563,4
0.1,6,q7_customer_summary,pcqv_no_stats,0.037098,569,4
0.1,6,q7_customer_summary,pcqv_forced,0.051011,569,4
0.1,6,q7_customer_summary,pcqv,0.160192,569,4
0.1,6,q7_customer_summary,oracle_order,0.807812,569,1
0.1,6,q8_sensitive_product_scan,post_join_filter,0.037647,659,4
0.1,6,q8_sensitive_product_scan,view_barrier,0.014136,494,4
0.1,6,q8_sensitive_product_scan,oblivious_forced,0.012459,410,4
0.1,6,q8_sensitive_product_scan,predicate_injection,0.010809,404,4
0.1,6,q8_sensitive_product_scan,pcqv_no_stats,0.026771,410,4
0.1,6,q8_sensitive_product_scan,pcqv_forced,0.041942,410,4
0.1,6,q8_sensitive_product_scan,pcqv,0.120966,410,4
0.1,6,q8_sensitive_product_scan,oracle_order,1.239539,410,1
0.1,6,q9_ticket_topic_segments,post_join_filter,0.050474,864,4
0.1,6,q9_ticket_topic_segments,view_barrier,0.024461,559,4
0.1,6,q9_ticket_topic_segments,oblivious_forced,0.015066,475,4
0.1,6,q9_ticket_topic_segments,predicate_injection,0.013692,469,4
0.1,6,q9_ticket_topic_segments,pcqv_no_stats,0.029207,475,4
0.1,6,q9_ticket_topic_segments,pcqv_forced,0.046789,475,4
0.1,6,q9_ticket_topic_segments,pcqv,0.122728,469,4
0.1,6,q9_ticket_topic_segments,oracle_order,0.671665,475,1
0.1,6,q10_acl_customer_rows,post_join_filter,0.026181,503,4
0.1,6,q10_acl_customer_rows,view_barrier,0.010783,357,4
0.1,6,q10_acl_customer_rows,oblivious_forced,0.009858,310,4
0.1,6,q10_acl_customer_rows,predicate_injection,0.008671,310,4
0.1,6,q10_acl_customer_rows,pcqv_no_stats,0.013052,310,4
0.1,6,q10_acl_customer_rows,pcqv_forced,0.017678,310,4
0.1,6,q10_acl_customer_rows,pcqv,0.053625,310,4
0.1,6,q10_acl_customer_rows,oracle_order,0.188209,310,1
0.1,6,q11_order_ticket_bridge,post_join_filter,0.067854,1254,4
0.1,6,q11_order_ticket_bridge,view_barrier,0.022198,841,4
0.1,6,q11_order_ticket_bridge,oblivious_forced,0.021315,720,4
0.1,6,q11_order_ticket_bridge,predicate_injection,0.019048,708,4
0.1,6,q11_order_ticket_bridge,pcqv_no_stats,0.060937,720,4
0.1,6,q11_order_ticket_bridge,pcqv_forced,0.154808,720,4
0.1,6,q11_order_ticket_bridge,pcqv,0.30849,708,4
0.1,6,q11_order_ticket_bridge,oracle_order,2.567603,720,1
0.1,6,q12_product_segment_revenue,post_join_filter,0.081739,1413,4
0.1,6,q12_product_segment_revenue,view_barrier,0.027338,1057,4
0.1,6,q12_product_segment_revenue,oblivious_forced,0.024334,899,4
0.1,6,q12_product_segment_revenue,predicate_injection,0.022317,881,4
0.1,6,q12_product_segment_revenue,pcqv_no_stats,0.203957,899,4
0.1,6,q12_product_segment_revenue,pcqv_forced,0.643959,899,4
0.1,6,q12_product_segment_revenue,pcqv,1.031897,881,4
0.1,6,q12_product_segment_revenue,oracle_order,23.212039,899,1
0.1,6,q13_order_lineitem_rows,post_join_filter,0.044603,836,4
0.1,6,q13_order_lineitem_rows,view_barrier,0.016272,639,4
0.1,6,q13_order_lineitem_rows,oblivious_forced,0.014333,555,4
0.1,6,q13_order_lineitem_rows,predicate_injection,0.013149,549,4
0.1,6,q13_order_lineitem_rows,pcqv_no_stats,0.027204,555,4
0.1,6,q13_order_lineitem_rows,pcqv_forced,0.044066,555,4
0.1,6,q13_order_lineitem_rows,pcqv,0.121286,549,4
0.1,6,q13_order_lineitem_rows,oracle_order,2.409654,555,1
0.1,6,q14_support_owner_rows,post_join_filter,0.042281,846,4
0.1,6,q14_support_owner_rows,view_barrier,0.016611,541,4
0.1,6,q14_support_owner_rows,oblivious_forced,0.020468,457,4
0.1,6,q14_support_owner_rows,predicate_injection,0.0135,451,4
0.1,6,q14_support_owner_rows,pcqv_no_stats,0.034005,457,4
0.1,6,q14_support_owner_rows,pcqv_forced,0.045221,457,4
0.1,6,q14_support_owner_rows,pcqv,0.120652,451,4
0.1,6,q14_support_owner_rows,oracle_order,0.746498,457,1
0.1,6,q15_clearance_product_rows,post_join_filter,0.047186,724,4
0.1,6,q15_clearance_product_rows,view_barrier,0.014704,559,4
0.1,6,q15_clearance_product_rows,oblivious_forced,0.012812,475,4
0.1,6,q15_clearance_product_rows,predicate_injection,0.011231,469,4
0.1,6,q15_clearance_product_rows,pcqv_no_stats,0.025553,475,4
0.1,6,q15_clearance_product_rows,pcqv_forced,0.043597,475,4
0.1,6,q15_clearance_product_rows,pcqv,0.101909,469,4
0.1,6,q15_clearance_product_rows,oracle_order,2.102209,475,1
0.1,6,q16_region_product_mix,post_join_filter,0.084161,1434,4
0.1,6,q16_region_product_mix,view_barrier,0.027246,1078,4
0.1,6,q16_region_product_mix,oblivious_forced,0.024216,920,4
0.1,6,q16_region_product_mix,predicate_injection,0.027971,902,4
0.1,6,q16_region_product_mix,pcqv_no_stats,0.206786,920,4
0.1,6,q16_region_product_mix,pcqv_forced,0.646215,920,4
0.1,6,q16_region_product_mix,pcqv,1.024976,902,4
0.1,6,q16_region_product_mix,oracle_order,22.081682,920,1
0.25,1,q1_customer_orders,post_join_filter,0.051474,838,4
0.25,1,q1_customer_orders,view_barrier,0.020559,486,4
0.25,1,q1_customer_orders,oblivious_forced,0.016854,365,4
0.25,1,q1_customer_orders,predicate_injection,0.015512,353,4
0.25,1,q1_customer_orders,pcqv_no_stats,0.05348,365,4
0.25,1,q1_customer_orders,pcqv_forced,0.129826,365,4
0.25,1,q1_customer_orders,pcqv,0.31676,365,4
0.25,1,q1_customer_orders,oracle_order,7.032232,365,1
0.25,1,q2_revenue_by_product,post_join_filter,0.052572,857,4
0.25,1,q2_revenue_by_product,view_barrier,0.018484,551,4
0.25,1,q2_revenue_by_product,oblivious_forced,0.034251,430,4
0.25,1,q2_revenue_by_product,predicate_injection,0.053045,418,4
0.25,1,q2_revenue_by_product,pcqv_no_stats,0.052089,430,4
0.25,1,q2_revenue_by_product,pcqv_forced,0.112744,430,4
0.25,1,q2_revenue_by_product,pcqv,0.311909,430,4
0.25,1,q2_revenue_by_product,oracle_order,2.520946,430,1
0.25,1,q3_support_tickets,post_join_filter,0.039563,698,4
0.25,1,q3_support_tickets,view_barrier,0.014999,401,4
0.25,1,q3_support_tickets,oblivious_forced,0.013422,317,4
0.25,1,q3_support_tickets,predicate_injection,0.011831,311,4
0.25,1,q3_support_tickets,pcqv_no_stats,0.023638,317,4
0.25,1,q3_support_tickets,pcqv_forced,0.035049,317,4
0.25,1,q3_support_tickets,pcqv,0.092115,311,4
0.25,1,q3_support_tickets,oracle_order,0.402796,317,1
0.25,1,q4_revenue_by_region,post_join_filter,0.043983,833,4
0.25,1,q4_revenue_by_region,view_barrier,0.017035,481,4
0.25,1,q4_revenue_by_region,oblivious_forced,0.015291,360,4
0.25,1,q4_revenue_by_region,predicate_injection,0.014221,348,4
0.25,1,q4_revenue_by_region,pcqv_no_stats,0.049911,360,4
0.25,1,q4_revenue_by_region,pcqv_forced,0.105712,360,4
0.25,1,q4_revenue_by_region,pcqv,0.22307,348,4
0.25,1,q4_revenue_by_region,oracle_order,2.246897,360,1
0.25,1,q5_high_value_segments,post_join_filter,0.034288,633,4
0.25,1,q5_high_value_segments,view_barrier,0.012889,344,4
0.25,1,q5_high_value_segments,oblivious_forced,0.012222,260,4
0.25,1,q5_high_value_segments,predicate_injection,0.010932,254,4
0.25,1,q5_high_value_segments,pcqv_no_stats,0.021961,260,4
0.25,1,q5_high_value_segments,pcqv_forced,0.033613,260,4
0.25,1,q5_high_value_segments,pcqv,0.089538,254,4
0.25,1,q5_high_value_segments,oracle_order,3.075089,260,1
0.25,1,q6_lineitem_product_count,post_join_filter,0.052946,1013,4
0.25,1,q6_lineitem_product_count,view_barrier,0.020969,586,4
0.25,1,q6_lineitem_product_count,oblivious_forced,0.019209,428,4
0.25,1,q6_lineitem_product_count,predicate_injection,0.018385,410,4
0.25,1,q6_lineitem_product_count,pcqv_no_stats,0.229878,428,4
0.25,1,q6_lineitem_product_count,pcqv_forced,0.487097,428,4
0.25,1,q6_lineitem_product_count,pcqv,0.788496,410,4
0.25,1,q6_lineitem_product_count,oracle_order,34.139446,428,1
0.25,1,q7_customer_summary,post_join_filter,0.049849,640,4
0.25,1,q7_customer_summary,view_barrier,0.014507,351,4
0.25,1,q7_customer_summary,oblivious_forced,0.012519,267,4
0.25,1,q7_customer_summary,predicate_injection,0.011067,261,4
0.25,1,q7_customer_summary,pcqv_no_stats,0.023427,267,4
0.25,1,q7_customer_summary,pcqv_forced,0.034919,267,4
0.25,1,q7_customer_summary,pcqv,0.109686,267,4
0.25,1,q7_customer_summary,oracle_order,0.633094,267,1
0.25,1,q8_sensitive_product_scan,post_join_filter,0.03357,513,4
0.25,1,q8_sensitive_product_scan,view_barrier,0.01296,354,4
0.25,1,q8_sensitive_product_scan,oblivious_forced,0.015052,270,4
0.25,1,q8_sensitive_product_scan,predicate_injection,0.011091,264,4
0.25,1,q8_sensitive_product_scan,pcqv_no_stats,0.022626,270,4
0.25,1,q8_sensitive_product_scan,pcqv_forced,0.041622,270,4
0.25,1,q8_sensitive_product_scan,pcqv,0.109624,270,4
0.25,1,q8_sensitive_product_scan,oracle_order,0.547828,270,1
0.25,1,q9_ticket_topic_segments,post_join_filter,0.047133,690,4
