selectivity,complexity,query,method,safe_by_rule,rule_reason,equivalent_to_reference,policy_violation_count,symmetric_difference_count,reference_error,error
0.5,5,q4_revenue_by_region,mut_no_mask,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q4_revenue_by_region,mut_drop_tenant,0,mutation deletes one policy obligation for checker sensitivity,0,6,12,,
0.5,5,q4_revenue_by_region,mut_drop_purpose,0,mutation deletes one policy obligation for checker sensitivity,0,6,12,,
0.5,5,q4_revenue_by_region,mut_drop_clearance,0,mutation deletes one policy obligation for checker sensitivity,0,5,10,,
0.5,5,q4_revenue_by_region,mut_drop_region,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q4_revenue_by_region,mut_drop_cross_guard,0,mutation deletes one policy obligation for checker sensitivity,0,1,1,,
0.5,5,q4_revenue_by_region,mut_drop_acl,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q4_revenue_by_region,mut_no_group_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q7_customer_summary,mut_no_mask,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q7_customer_summary,mut_drop_tenant,0,mutation deletes one policy obligation for checker sensitivity,0,49,49,,
0.5,5,q7_customer_summary,mut_drop_purpose,0,mutation deletes one policy obligation for checker sensitivity,0,73,118,,
0.5,5,q7_customer_summary,mut_drop_clearance,0,mutation deletes one policy obligation for checker sensitivity,0,1,1,,
0.5,5,q7_customer_summary,mut_drop_region,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q7_customer_summary,mut_drop_cross_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q7_customer_summary,mut_drop_acl,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q7_customer_summary,mut_no_group_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q10_acl_customer_rows,mut_no_mask,0,mutation deletes one policy obligation for checker sensitivity,0,189,378,,
0.5,5,q10_acl_customer_rows,mut_drop_tenant,0,mutation deletes one policy obligation for checker sensitivity,0,139,167,,
0.5,5,q10_acl_customer_rows,mut_drop_purpose,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q10_acl_customer_rows,mut_drop_clearance,0,mutation deletes one policy obligation for checker sensitivity,0,10,10,,
0.5,5,q10_acl_customer_rows,mut_drop_region,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q10_acl_customer_rows,mut_drop_cross_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q10_acl_customer_rows,mut_drop_acl,0,mutation deletes one policy obligation for checker sensitivity,0,58,58,,
0.5,5,q10_acl_customer_rows,mut_no_group_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q12_product_segment_revenue,mut_no_mask,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q12_product_segment_revenue,mut_drop_tenant,0,mutation deletes one policy obligation for checker sensitivity,0,27,54,,
0.5,5,q12_product_segment_revenue,mut_drop_purpose,0,mutation deletes one policy obligation for checker sensitivity,0,27,54,,
0.5,5,q12_product_segment_revenue,mut_drop_clearance,0,mutation deletes one policy obligation for checker sensitivity,0,13,26,,
0.5,5,q12_product_segment_revenue,mut_drop_region,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q12_product_segment_revenue,mut_drop_cross_guard,0,mutation deletes one policy obligation for checker sensitivity,0,2,4,,
0.5,5,q12_product_segment_revenue,mut_drop_acl,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q12_product_segment_revenue,mut_no_group_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q16_region_product_mix,mut_no_mask,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q16_region_product_mix,mut_drop_tenant,0,mutation deletes one policy obligation for checker sensitivity,0,53,106,,
0.5,5,q16_region_product_mix,mut_drop_purpose,0,mutation deletes one policy obligation for checker sensitivity,0,54,108,,
0.5,5,q16_region_product_mix,mut_drop_clearance,0,mutation deletes one policy obligation for checker sensitivity,0,14,28,,
0.5,5,q16_region_product_mix,mut_drop_region,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q16_region_product_mix,mut_drop_cross_guard,0,mutation deletes one policy obligation for checker sensitivity,0,3,3,,
0.5,5,q16_region_product_mix,mut_drop_acl,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,5,q16_region_product_mix,mut_no_group_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q1_customer_orders,mut_no_mask,0,mutation deletes one policy obligation for checker sensitivity,0,148,296,,
0.5,6,q1_customer_orders,mut_drop_tenant,0,mutation deletes one policy obligation for checker sensitivity,0,129,156,,
0.5,6,q1_customer_orders,mut_drop_purpose,0,mutation deletes one policy obligation for checker sensitivity,0,189,276,,
0.5,6,q1_customer_orders,mut_drop_clearance,0,mutation deletes one policy obligation for checker sensitivity,0,4,4,,
0.5,6,q1_customer_orders,mut_drop_region,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q1_customer_orders,mut_drop_cross_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q1_customer_orders,mut_drop_acl,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q1_customer_orders,mut_no_group_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q3_support_tickets,mut_no_mask,0,mutation deletes one policy obligation for checker sensitivity,0,151,302,,
0.5,6,q3_support_tickets,mut_drop_tenant,0,mutation deletes one policy obligation for checker sensitivity,0,124,149,,
0.5,6,q3_support_tickets,mut_drop_purpose,0,mutation deletes one policy obligation for checker sensitivity,0,53,53,,
0.5,6,q3_support_tickets,mut_drop_clearance,0,mutation deletes one policy obligation for checker sensitivity,0,7,7,,
0.5,6,q3_support_tickets,mut_drop_region,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q3_support_tickets,mut_drop_cross_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q3_support_tickets,mut_drop_acl,0,mutation deletes one policy obligation for checker sensitivity,0,54,54,,
0.5,6,q3_support_tickets,mut_no_group_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q4_revenue_by_region,mut_no_mask,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q4_revenue_by_region,mut_drop_tenant,0,mutation deletes one policy obligation for checker sensitivity,0,6,12,,
0.5,6,q4_revenue_by_region,mut_drop_purpose,0,mutation deletes one policy obligation for checker sensitivity,0,6,12,,
0.5,6,q4_revenue_by_region,mut_drop_clearance,0,mutation deletes one policy obligation for checker sensitivity,0,5,10,,
0.5,6,q4_revenue_by_region,mut_drop_region,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q4_revenue_by_region,mut_drop_cross_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q4_revenue_by_region,mut_drop_acl,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q4_revenue_by_region,mut_no_group_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q7_customer_summary,mut_no_mask,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q7_customer_summary,mut_drop_tenant,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q7_customer_summary,mut_drop_purpose,0,mutation deletes one policy obligation for checker sensitivity,0,2,2,,
0.5,6,q7_customer_summary,mut_drop_clearance,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q7_customer_summary,mut_drop_region,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q7_customer_summary,mut_drop_cross_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q7_customer_summary,mut_drop_acl,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q7_customer_summary,mut_no_group_guard,0,mutation deletes one policy obligation for checker sensitivity,0,49,49,,
0.5,6,q10_acl_customer_rows,mut_no_mask,0,mutation deletes one policy obligation for checker sensitivity,0,189,378,,
0.5,6,q10_acl_customer_rows,mut_drop_tenant,0,mutation deletes one policy obligation for checker sensitivity,0,139,167,,
0.5,6,q10_acl_customer_rows,mut_drop_purpose,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q10_acl_customer_rows,mut_drop_clearance,0,mutation deletes one policy obligation for checker sensitivity,0,10,10,,
0.5,6,q10_acl_customer_rows,mut_drop_region,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q10_acl_customer_rows,mut_drop_cross_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q10_acl_customer_rows,mut_drop_acl,0,mutation deletes one policy obligation for checker sensitivity,0,58,58,,
0.5,6,q10_acl_customer_rows,mut_no_group_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q12_product_segment_revenue,mut_no_mask,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q12_product_segment_revenue,mut_drop_tenant,0,mutation deletes one policy obligation for checker sensitivity,0,27,52,,
0.5,6,q12_product_segment_revenue,mut_drop_purpose,0,mutation deletes one policy obligation for checker sensitivity,0,27,52,,
0.5,6,q12_product_segment_revenue,mut_drop_clearance,0,mutation deletes one policy obligation for checker sensitivity,0,13,24,,
0.5,6,q12_product_segment_revenue,mut_drop_region,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q12_product_segment_revenue,mut_drop_cross_guard,0,mutation deletes one policy obligation for checker sensitivity,0,1,2,,
0.5,6,q12_product_segment_revenue,mut_drop_acl,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q12_product_segment_revenue,mut_no_group_guard,0,mutation deletes one policy obligation for checker sensitivity,0,2,2,,
0.5,6,q16_region_product_mix,mut_no_mask,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q16_region_product_mix,mut_drop_tenant,0,mutation deletes one policy obligation for checker sensitivity,0,53,89,,
0.5,6,q16_region_product_mix,mut_drop_purpose,0,mutation deletes one policy obligation for checker sensitivity,0,54,90,,
0.5,6,q16_region_product_mix,mut_drop_clearance,0,mutation deletes one policy obligation for checker sensitivity,0,12,24,,
0.5,6,q16_region_product_mix,mut_drop_region,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q16_region_product_mix,mut_drop_cross_guard,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q16_region_product_mix,mut_drop_acl,0,mutation deletes one policy obligation for checker sensitivity,1,0,0,,
0.5,6,q16_region_product_mix,mut_no_group_guard,0,mutation deletes one policy obligation for checker sensitivity,0,18,18,,
