selectivity,complexity,query,method,safe_by_rule,rule_reason,equivalent_to_reference,policy_violation_count,symmetric_difference_count,reference_error,error
0.05,1,q4_revenue_by_region,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q4_revenue_by_region,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q4_revenue_by_region,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q4_revenue_by_region,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q4_revenue_by_region,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q4_revenue_by_region,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q4_revenue_by_region,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q4_revenue_by_region,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q4_revenue_by_region,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,8,15,,
0.05,1,q5_high_value_segments,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q5_high_value_segments,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q5_high_value_segments,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q5_high_value_segments,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q5_high_value_segments,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q5_high_value_segments,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q5_high_value_segments,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q5_high_value_segments,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q5_high_value_segments,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,5,10,,
0.05,1,q6_lineitem_product_count,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q6_lineitem_product_count,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q6_lineitem_product_count,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q6_lineitem_product_count,predicate_injection,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q6_lineitem_product_count,pcqv_no_stats,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q6_lineitem_product_count,pcqv_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q6_lineitem_product_count,pcqv,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q6_lineitem_product_count,oracle_order,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q6_lineitem_product_count,unsafe_late_aggregate,0,aggregate is evaluated before row policies,0,8,16,,
0.05,1,q7_customer_summary,post_join_filter,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q7_customer_summary,view_barrier,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
0.05,1,q7_customer_summary,oblivious_forced,1,candidate encodes the protected-view normal form under the rule side conditions,1,0,0,,
