seed,case,query,kind,tables,selectivity,complexity,method,declared_safe,equivalent,symmetric_difference_count,policy_violation_count,error
202,7,fz007,aggregate,tickets+customers,0.05,5,predicate_injection,1,1,0,0,
202,7,fz007,aggregate,tickets+customers,0.05,5,pcqv_forced,1,1,0,0,
202,7,fz007,aggregate,tickets+customers,0.05,5,pcqv,1,1,0,0,
202,7,fz007,aggregate,tickets+customers,0.05,5,oracle_order,1,1,0,0,
202,7,fz007,aggregate,tickets+customers,0.05,5,unsafe_late_aggregate,0,0,32,25,
202,7,fz007,aggregate,tickets+customers,0.05,5,mut_no_mask,0,1,0,0,
202,7,fz007,aggregate,tickets+customers,0.05,5,mut_drop_tenant,0,0,32,25,
202,7,fz007,aggregate,tickets+customers,0.05,5,mut_drop_purpose,0,0,4,3,
202,7,fz007,aggregate,tickets+customers,0.05,5,mut_drop_clearance,0,1,0,0,
202,7,fz007,aggregate,tickets+customers,0.05,5,mut_drop_region,0,1,0,0,
202,7,fz007,aggregate,tickets+customers,0.05,5,mut_drop_cross_guard,0,1,0,0,
202,7,fz007,aggregate,tickets+customers,0.05,5,mut_drop_acl,0,0,28,22,
202,7,fz007,aggregate,tickets+customers,0.05,5,mut_no_group_guard,0,1,0,0,
202,8,fz008,rows,tickets+customers+orders,0.025,4,post_join_filter,1,1,0,0,
202,8,fz008,rows,tickets+customers+orders,0.025,4,view_barrier,1,1,0,0,
202,8,fz008,rows,tickets+customers+orders,0.025,4,predicate_injection,1,1,0,0,
202,8,fz008,rows,tickets+customers+orders,0.025,4,pcqv_forced,1,1,0,0,
202,8,fz008,rows,tickets+customers+orders,0.025,4,pcqv,1,1,0,0,
202,8,fz008,rows,tickets+customers+orders,0.025,4,oracle_order,1,1,0,0,
202,8,fz008,rows,tickets+customers+orders,0.025,4,unsafe_late_aggregate,0,1,0,0,
202,8,fz008,rows,tickets+customers+orders,0.025,4,mut_no_mask,0,1,0,0,
202,8,fz008,rows,tickets+customers+orders,0.025,4,mut_drop_tenant,0,0,144,144,
202,8,fz008,rows,tickets+customers+orders,0.025,4,mut_drop_purpose,0,1,0,0,
202,8,fz008,rows,tickets+customers+orders,0.025,4,mut_drop_clearance,0,1,0,0,
202,8,fz008,rows,tickets+customers+orders,0.025,4,mut_drop_region,0,1,0,0,
202,8,fz008,rows,tickets+customers+orders,0.025,4,mut_drop_cross_guard,0,1,0,0,
202,8,fz008,rows,tickets+customers+orders,0.025,4,mut_drop_acl,0,1,0,0,
202,8,fz008,rows,tickets+customers+orders,0.025,4,mut_no_group_guard,0,1,0,0,
202,9,fz009,aggregate,orders+customers,0.25,4,post_join_filter,1,1,0,0,
202,9,fz009,aggregate,orders+customers,0.25,4,view_barrier,1,1,0,0,
202,9,fz009,aggregate,orders+customers,0.25,4,predicate_injection,1,1,0,0,
202,9,fz009,aggregate,orders+customers,0.25,4,pcqv_forced,1,1,0,0,
202,9,fz009,aggregate,orders+customers,0.25,4,pcqv,1,1,0,0,
202,9,fz009,aggregate,orders+customers,0.25,4,oracle_order,1,1,0,0,
202,9,fz009,aggregate,orders+customers,0.25,4,unsafe_late_aggregate,0,0,6,3,
202,9,fz009,aggregate,orders+customers,0.25,4,mut_no_mask,0,1,0,0,
202,9,fz009,aggregate,orders+customers,0.25,4,mut_drop_tenant,0,0,6,3,
202,9,fz009,aggregate,orders+customers,0.25,4,mut_drop_purpose,0,0,6,3,
202,9,fz009,aggregate,orders+customers,0.25,4,mut_drop_clearance,0,1,0,0,
202,9,fz009,aggregate,orders+customers,0.25,4,mut_drop_region,0,1,0,0,
202,9,fz009,aggregate,orders+customers,0.25,4,mut_drop_cross_guard,0,1,0,0,
202,9,fz009,aggregate,orders+customers,0.25,4,mut_drop_acl,0,1,0,0,
202,9,fz009,aggregate,orders+customers,0.25,4,mut_no_group_guard,0,1,0,0,
202,10,fz010,aggregate,tickets+customers+orders,0.5,2,post_join_filter,1,1,0,0,
202,10,fz010,aggregate,tickets+customers+orders,0.5,2,view_barrier,1,1,0,0,
202,10,fz010,aggregate,tickets+customers+orders,0.5,2,predicate_injection,1,1,0,0,
202,10,fz010,aggregate,tickets+customers+orders,0.5,2,pcqv_forced,1,1,0,0,
202,10,fz010,aggregate,tickets+customers+orders,0.5,2,pcqv,1,1,0,0,
202,10,fz010,aggregate,tickets+customers+orders,0.5,2,oracle_order,1,1,0,0,
202,10,fz010,aggregate,tickets+customers+orders,0.5,2,unsafe_late_aggregate,0,0,14,8,
202,10,fz010,aggregate,tickets+customers+orders,0.5,2,mut_no_mask,0,1,0,0,
202,10,fz010,aggregate,tickets+customers+orders,0.5,2,mut_drop_tenant,0,0,12,6,
202,10,fz010,aggregate,tickets+customers+orders,0.5,2,mut_drop_purpose,0,1,0,0,
202,10,fz010,aggregate,tickets+customers+orders,0.5,2,mut_drop_clearance,0,0,12,6,
202,10,fz010,aggregate,tickets+customers+orders,0.5,2,mut_drop_region,0,0,2,2,
202,10,fz010,aggregate,tickets+customers+orders,0.5,2,mut_drop_cross_guard,0,1,0,0,
202,10,fz010,aggregate,tickets+customers+orders,0.5,2,mut_drop_acl,0,1,0,0,
202,10,fz010,aggregate,tickets+customers+orders,0.5,2,mut_no_group_guard,0,1,0,0,
202,11,fz011,rows,customers+orders+tickets+lineitem,0.5,6,post_join_filter,1,1,0,0,
202,11,fz011,rows,customers+orders+tickets+lineitem,0.5,6,view_barrier,1,1,0,0,
202,11,fz011,rows,customers+orders+tickets+lineitem,0.5,6,predicate_injection,1,1,0,0,
202,11,fz011,rows,customers+orders+tickets+lineitem,0.5,6,pcqv_forced,1,1,0,0,
202,11,fz011,rows,customers+orders+tickets+lineitem,0.5,6,pcqv,1,1,0,0,
202,11,fz011,rows,customers+orders+tickets+lineitem,0.5,6,oracle_order,1,1,0,0,
202,11,fz011,rows,customers+orders+tickets+lineitem,0.5,6,unsafe_late_aggregate,0,1,0,0,
202,11,fz011,rows,customers+orders+tickets+lineitem,0.5,6,mut_no_mask,0,0,400,200,
202,11,fz011,rows,customers+orders+tickets+lineitem,0.5,6,mut_drop_tenant,0,0,202,101,
202,11,fz011,rows,customers+orders+tickets+lineitem,0.5,6,mut_drop_purpose,0,0,338,169,
202,11,fz011,rows,customers+orders+tickets+lineitem,0.5,6,mut_drop_clearance,0,1,0,0,
202,11,fz011,rows,customers+orders+tickets+lineitem,0.5,6,mut_drop_region,0,1,0,0,
202,11,fz011,rows,customers+orders+tickets+lineitem,0.5,6,mut_drop_cross_guard,0,1,0,0,
202,11,fz011,rows,customers+orders+tickets+lineitem,0.5,6,mut_drop_acl,0,1,0,0,
202,11,fz011,rows,customers+orders+tickets+lineitem,0.5,6,mut_no_group_guard,0,1,0,0,
202,12,fz012,aggregate,products+lineitem,0.05,3,post_join_filter,1,1,0,0,
202,12,fz012,aggregate,products+lineitem,0.05,3,view_barrier,1,1,0,0,
202,12,fz012,aggregate,products+lineitem,0.05,3,predicate_injection,1,1,0,0,
202,12,fz012,aggregate,products+lineitem,0.05,3,pcqv_forced,1,1,0,0,
202,12,fz012,aggregate,products+lineitem,0.05,3,pcqv,1,1,0,0,
202,12,fz012,aggregate,products+lineitem,0.05,3,oracle_order,1,1,0,0,
202,12,fz012,aggregate,products+lineitem,0.05,3,unsafe_late_aggregate,0,0,6,5,
202,12,fz012,aggregate,products+lineitem,0.05,3,mut_no_mask,0,1,0,0,
202,12,fz012,aggregate,products+lineitem,0.05,3,mut_drop_tenant,0,0,3,2,
202,12,fz012,aggregate,products+lineitem,0.05,3,mut_drop_purpose,0,1,0,0,
202,12,fz012,aggregate,products+lineitem,0.05,3,mut_drop_clearance,0,0,3,3,
202,12,fz012,aggregate,products+lineitem,0.05,3,mut_drop_region,0,1,0,0,
202,12,fz012,aggregate,products+lineitem,0.05,3,mut_drop_cross_guard,0,1,0,0,
202,12,fz012,aggregate,products+lineitem,0.05,3,mut_drop_acl,0,1,0,0,
202,12,fz012,aggregate,products+lineitem,0.05,3,mut_no_group_guard,0,1,0,0,
202,13,fz013,aggregate,products+lineitem,0.05,1,post_join_filter,1,1,0,0,
202,13,fz013,aggregate,products+lineitem,0.05,1,view_barrier,1,1,0,0,
202,13,fz013,aggregate,products+lineitem,0.05,1,predicate_injection,1,1,0,0,
202,13,fz013,aggregate,products+lineitem,0.05,1,pcqv_forced,1,1,0,0,
202,13,fz013,aggregate,products+lineitem,0.05,1,pcqv,1,1,0,0,
202,13,fz013,aggregate,products+lineitem,0.05,1,oracle_order,1,1,0,0,
202,13,fz013,aggregate,products+lineitem,0.05,1,unsafe_late_aggregate,0,0,7,4,
202,13,fz013,aggregate,products+lineitem,0.05,1,mut_no_mask,0,1,0,0,
202,13,fz013,aggregate,products+lineitem,0.05,1,mut_drop_tenant,0,0,7,4,
202,13,fz013,aggregate,products+lineitem,0.05,1,mut_drop_purpose,0,1,0,0,
202,13,fz013,aggregate,products+lineitem,0.05,1,mut_drop_clearance,0,1,0,0,
202,13,fz013,aggregate,products+lineitem,0.05,1,mut_drop_region,0,1,0,0,
202,13,fz013,aggregate,products+lineitem,0.05,1,mut_drop_cross_guard,0,1,0,0,
202,13,fz013,aggregate,products+lineitem,0.05,1,mut_drop_acl,0,1,0,0,
202,13,fz013,aggregate,products+lineitem,0.05,1,mut_no_group_guard,0,1,0,0,
202,14,fz014,aggregate,lineitem+orders+customers,0.025,1,post_join_filter,1,1,0,0,
202,14,fz014,aggregate,lineitem+orders+customers,0.025,1,view_barrier,1,1,0,0,
202,14,fz014,aggregate,lineitem+orders+customers,0.025,1,predicate_injection,1,1,0,0,
202,14,fz014,aggregate,lineitem+orders+customers,0.025,1,pcqv_forced,1,1,0,0,
202,14,fz014,aggregate,lineitem+orders+customers,0.025,1,pcqv,1,1,0,0,
202,14,fz014,aggregate,lineitem+orders+customers,0.025,1,oracle_order,1,1,0,0,
202,14,fz014,aggregate,lineitem+orders+customers,0.025,1,unsafe_late_aggregate,0,0,6,3,
202,14,fz014,aggregate,lineitem+orders+customers,0.025,1,mut_no_mask,0,1,0,0,
202,14,fz014,aggregate,lineitem+orders+customers,0.025,1,mut_drop_tenant,0,0,6,3,
202,14,fz014,aggregate,lineitem+orders+customers,0.025,1,mut_drop_purpose,0,1,0,0,
202,14,fz014,aggregate,lineitem+orders+customers,0.025,1,mut_drop_clearance,0,1,0,0,
202,14,fz014,aggregate,lineitem+orders+customers,0.025,1,mut_drop_region,0,1,0,0,
202,14,fz014,aggregate,lineitem+orders+customers,0.025,1,mut_drop_cross_guard,0,1,0,0,
202,14,fz014,aggregate,lineitem+orders+customers,0.025,1,mut_drop_acl,0,1,0,0,
202,14,fz014,aggregate,lineitem+orders+customers,0.025,1,mut_no_group_guard,0,1,0,0,
202,15,fz015,rows,lineitem+products,0.25,3,post_join_filter,1,1,0,0,
202,15,fz015,rows,lineitem+products,0.25,3,view_barrier,1,1,0,0,
202,15,fz015,rows,lineitem+products,0.25,3,predicate_injection,1,1,0,0,
202,15,fz015,rows,lineitem+products,0.25,3,pcqv_forced,1,1,0,0,
202,15,fz015,rows,lineitem+products,0.25,3,pcqv,1,1,0,0,
202,15,fz015,rows,lineitem+products,0.25,3,oracle_order,1,1,0,0,
202,15,fz015,rows,lineitem+products,0.25,3,unsafe_late_aggregate,0,1,0,0,
202,15,fz015,rows,lineitem+products,0.25,3,mut_no_mask,0,1,0,0,
202,15,fz015,rows,lineitem+products,0.25,3,mut_drop_tenant,0,0,298,149,
202,15,fz015,rows,lineitem+products,0.25,3,mut_drop_purpose,0,1,0,0,
202,15,fz015,rows,lineitem+products,0.25,3,mut_drop_clearance,0,0,164,82,
202,15,fz015,rows,lineitem+products,0.25,3,mut_drop_region,0,1,0,0,
202,15,fz015,rows,lineitem+products,0.25,3,mut_drop_cross_guard,0,1,0,0,
202,15,fz015,rows,lineitem+products,0.25,3,mut_drop_acl,0,1,0,0,
202,15,fz015,rows,lineitem+products,0.25,3,mut_no_group_guard,0,1,0,0,
202,16,fz016,aggregate,orders+lineitem+products,0.05,1,post_join_filter,1,1,0,0,
202,16,fz016,aggregate,orders+lineitem+products,0.05,1,view_barrier,1,1,0,0,
202,16,fz016,aggregate,orders+lineitem+products,0.05,1,predicate_injection,1,1,0,0,
202,16,fz016,aggregate,orders+lineitem+products,0.05,1,pcqv_forced,1,1,0,0,
202,16,fz016,aggregate,orders+lineitem+products,0.05,1,pcqv,1,1,0,0,
202,16,fz016,aggregate,orders+lineitem+products,0.05,1,oracle_order,1,1,0,0,
202,16,fz016,aggregate,orders+lineitem+products,0.05,1,unsafe_late_aggregate,0,0,10,5,
202,16,fz016,aggregate,orders+lineitem+products,0.05,1,mut_no_mask,0,1,0,0,
202,16,fz016,aggregate,orders+lineitem+products,0.05,1,mut_drop_tenant,0,0,10,5,
202,16,fz016,aggregate,orders+lineitem+products,0.05,1,mut_drop_purpose,0,1,0,0,
202,16,fz016,aggregate,orders+lineitem+products,0.05,1,mut_drop_clearance,0,1,0,0,
202,16,fz016,aggregate,orders+lineitem+products,0.05,1,mut_drop_region,0,1,0,0,
202,16,fz016,aggregate,orders+lineitem+products,0.05,1,mut_drop_cross_guard,0,1,0,0,
202,16,fz016,aggregate,orders+lineitem+products,0.05,1,mut_drop_acl,0,1,0,0,
202,16,fz016,aggregate,orders+lineitem+products,0.05,1,mut_no_group_guard,0,1,0,0,
202,17,fz017,rows,tickets+customers,0.5,6,post_join_filter,1,1,0,0,
202,17,fz017,rows,tickets+customers,0.5,6,view_barrier,1,1,0,0,
202,17,fz017,rows,tickets+customers,0.5,6,predicate_injection,1,1,0,0,
202,17,fz017,rows,tickets+customers,0.5,6,pcqv_forced,1,1,0,0,
202,17,fz017,rows,tickets+customers,0.5,6,pcqv,1,1,0,0,
202,17,fz017,rows,tickets+customers,0.5,6,oracle_order,1,1,0,0,
202,17,fz017,rows,tickets+customers,0.5,6,unsafe_late_aggregate,0,1,0,0,
202,17,fz017,rows,tickets+customers,0.5,6,mut_no_mask,0,0,400,200,
202,17,fz017,rows,tickets+customers,0.5,6,mut_drop_tenant,0,0,198,99,
202,17,fz017,rows,tickets+customers,0.5,6,mut_drop_purpose,0,0,84,42,
202,17,fz017,rows,tickets+customers,0.5,6,mut_drop_clearance,0,0,16,8,
202,17,fz017,rows,tickets+customers,0.5,6,mut_drop_region,0,1,0,0,
202,17,fz017,rows,tickets+customers,0.5,6,mut_drop_cross_guard,0,1,0,0,
202,17,fz017,rows,tickets+customers,0.5,6,mut_drop_acl,0,0,110,55,
202,17,fz017,rows,tickets+customers,0.5,6,mut_no_group_guard,0,1,0,0,
202,18,fz018,rows,tickets+customers+orders,0.25,5,post_join_filter,1,1,0,0,
202,18,fz018,rows,tickets+customers+orders,0.25,5,view_barrier,1,1,0,0,
202,18,fz018,rows,tickets+customers+orders,0.25,5,predicate_injection,1,1,0,0,
202,18,fz018,rows,tickets+customers+orders,0.25,5,pcqv_forced,1,1,0,0,
202,18,fz018,rows,tickets+customers+orders,0.25,5,pcqv,1,1,0,0,
202,18,fz018,rows,tickets+customers+orders,0.25,5,oracle_order,1,1,0,0,
202,18,fz018,rows,tickets+customers+orders,0.25,5,unsafe_late_aggregate,0,1,0,0,
202,18,fz018,rows,tickets+customers+orders,0.25,5,mut_no_mask,0,0,100,50,
202,18,fz018,rows,tickets+customers+orders,0.25,5,mut_drop_tenant,0,0,216,144,
202,18,fz018,rows,tickets+customers+orders,0.25,5,mut_drop_purpose,0,0,242,157,
202,18,fz018,rows,tickets+customers+orders,0.25,5,mut_drop_clearance,0,0,7,7,
202,18,fz018,rows,tickets+customers+orders,0.25,5,mut_drop_region,0,1,0,0,
202,18,fz018,rows,tickets+customers+orders,0.25,5,mut_drop_cross_guard,0,0,5,5,
202,18,fz018,rows,tickets+customers+orders,0.25,5,mut_drop_acl,0,1,0,0,
202,18,fz018,rows,tickets+customers+orders,0.25,5,mut_no_group_guard,0,1,0,0,
202,19,fz019,rows,tickets+customers,0.025,6,post_join_filter,1,1,0,0,
202,19,fz019,rows,tickets+customers,0.025,6,view_barrier,1,1,0,0,
202,19,fz019,rows,tickets+customers,0.025,6,predicate_injection,1,1,0,0,
202,19,fz019,rows,tickets+customers,0.025,6,pcqv_forced,1,1,0,0,
202,19,fz019,rows,tickets+customers,0.025,6,pcqv,1,1,0,0,
202,19,fz019,rows,tickets+customers,0.025,6,oracle_order,1,1,0,0,
202,19,fz019,rows,tickets+customers,0.025,6,unsafe_late_aggregate,0,1,0,0,
202,19,fz019,rows,tickets+customers,0.025,6,mut_no_mask,0,1,0,0,
202,19,fz019,rows,tickets+customers,0.025,6,mut_drop_tenant,0,0,125,125,
202,19,fz019,rows,tickets+customers,0.025,6,mut_drop_purpose,0,1,0,0,
202,19,fz019,rows,tickets+customers,0.025,6,mut_drop_clearance,0,1,0,0,
202,19,fz019,rows,tickets+customers,0.025,6,mut_drop_region,0,1,0,0,
202,19,fz019,rows,tickets+customers,0.025,6,mut_drop_cross_guard,0,1,0,0,
202,19,fz019,rows,tickets+customers,0.025,6,mut_drop_acl,0,0,13,13,
202,19,fz019,rows,tickets+customers,0.025,6,mut_no_group_guard,0,1,0,0,
202,20,fz020,rows,products+lineitem,0.025,4,post_join_filter,1,1,0,0,
202,20,fz020,rows,products+lineitem,0.025,4,view_barrier,1,1,0,0,
202,20,fz020,rows,products+lineitem,0.025,4,predicate_injection,1,1,0,0,
202,20,fz020,rows,products+lineitem,0.025,4,pcqv_forced,1,1,0,0,
202,20,fz020,rows,products+lineitem,0.025,4,pcqv,1,1,0,0,
202,20,fz020,rows,products+lineitem,0.025,4,oracle_order,1,1,0,0,
202,20,fz020,rows,products+lineitem,0.025,4,unsafe_late_aggregate,0,1,0,0,
202,20,fz020,rows,products+lineitem,0.025,4,mut_no_mask,0,1,0,0,
202,20,fz020,rows,products+lineitem,0.025,4,mut_drop_tenant,0,0,261,200,
202,20,fz020,rows,products+lineitem,0.025,4,mut_drop_purpose,0,1,0,0,
202,20,fz020,rows,products+lineitem,0.025,4,mut_drop_clearance,0,0,139,139,
202,20,fz020,rows,products+lineitem,0.025,4,mut_drop_region,0,1,0,0,
202,20,fz020,rows,products+lineitem,0.025,4,mut_drop_cross_guard,0,0,1,1,
202,20,fz020,rows,products+lineitem,0.025,4,mut_drop_acl,0,1,0,0,
202,20,fz020,rows,products+lineitem,0.025,4,mut_no_group_guard,0,1,0,0,
202,21,fz021,aggregate,customers+tickets+orders,0.5,3,post_join_filter,1,1,0,0,
202,21,fz021,aggregate,customers+tickets+orders,0.5,3,view_barrier,1,1,0,0,
202,21,fz021,aggregate,customers+tickets+orders,0.5,3,predicate_injection,1,1,0,0,
202,21,fz021,aggregate,customers+tickets+orders,0.5,3,pcqv_forced,1,1,0,0,
202,21,fz021,aggregate,customers+tickets+orders,0.5,3,pcqv,1,1,0,0,
202,21,fz021,aggregate,customers+tickets+orders,0.5,3,oracle_order,1,1,0,0,
202,21,fz021,aggregate,customers+tickets+orders,0.5,3,unsafe_late_aggregate,0,0,24,12,
202,21,fz021,aggregate,customers+tickets+orders,0.5,3,mut_no_mask,0,1,0,0,
202,21,fz021,aggregate,customers+tickets+orders,0.5,3,mut_drop_tenant,0,0,24,12,
202,21,fz021,aggregate,customers+tickets+orders,0.5,3,mut_drop_purpose,0,0,24,12,
202,21,fz021,aggregate,customers+tickets+orders,0.5,3,mut_drop_clearance,0,0,10,5,
202,21,fz021,aggregate,customers+tickets+orders,0.5,3,mut_drop_region,0,1,0,0,
202,21,fz021,aggregate,customers+tickets+orders,0.5,3,mut_drop_cross_guard,0,1,0,0,
202,21,fz021,aggregate,customers+tickets+orders,0.5,3,mut_drop_acl,0,1,0,0,
202,21,fz021,aggregate,customers+tickets+orders,0.5,3,mut_no_group_guard,0,1,0,0,
202,22,fz022,aggregate,orders+lineitem,0.25,5,post_join_filter,1,1,0,0,
202,22,fz022,aggregate,orders+lineitem,0.25,5,view_barrier,1,1,0,0,
202,22,fz022,aggregate,orders+lineitem,0.25,5,predicate_injection,1,1,0,0,
202,22,fz022,aggregate,orders+lineitem,0.25,5,pcqv_forced,1,1,0,0,
202,22,fz022,aggregate,orders+lineitem,0.25,5,pcqv,1,1,0,0,
202,22,fz022,aggregate,orders+lineitem,0.25,5,oracle_order,1,1,0,0,
202,22,fz022,aggregate,orders+lineitem,0.25,5,unsafe_late_aggregate,0,0,50,40,
202,22,fz022,aggregate,orders+lineitem,0.25,5,mut_no_mask,0,1,0,0,
202,22,fz022,aggregate,orders+lineitem,0.25,5,mut_drop_tenant,0,0,29,29,
202,22,fz022,aggregate,orders+lineitem,0.25,5,mut_drop_purpose,0,0,20,10,
202,22,fz022,aggregate,orders+lineitem,0.25,5,mut_drop_clearance,0,1,0,0,
202,22,fz022,aggregate,orders+lineitem,0.25,5,mut_drop_region,0,1,0,0,
202,22,fz022,aggregate,orders+lineitem,0.25,5,mut_drop_cross_guard,0,0,20,10,
202,22,fz022,aggregate,orders+lineitem,0.25,5,mut_drop_acl,0,1,0,0,
202,22,fz022,aggregate,orders+lineitem,0.25,5,mut_no_group_guard,0,1,0,0,
202,23,fz023,rows,tickets+customers+orders,0.5,2,post_join_filter,1,1,0,0,
202,23,fz023,rows,tickets+customers+orders,0.5,2,view_barrier,1,1,0,0,
202,23,fz023,rows,tickets+customers+orders,0.5,2,predicate_injection,1,1,0,0,
202,23,fz023,rows,tickets+customers+orders,0.5,2,pcqv_forced,1,1,0,0,
202,23,fz023,rows,tickets+customers+orders,0.5,2,pcqv,1,1,0,0,
202,23,fz023,rows,tickets+customers+orders,0.5,2,oracle_order,1,1,0,0,
202,23,fz023,rows,tickets+customers+orders,0.5,2,unsafe_late_aggregate,0,1,0,0,
202,23,fz023,rows,tickets+customers+orders,0.5,2,mut_no_mask,0,0,132,66,
202,23,fz023,rows,tickets+customers+orders,0.5,2,mut_drop_tenant,0,0,148,74,
202,23,fz023,rows,tickets+customers+orders,0.5,2,mut_drop_purpose,0,1,0,0,
202,23,fz023,rows,tickets+customers+orders,0.5,2,mut_drop_clearance,0,0,36,18,
202,23,fz023,rows,tickets+customers+orders,0.5,2,mut_drop_region,0,0,98,49,
202,23,fz023,rows,tickets+customers+orders,0.5,2,mut_drop_cross_guard,0,1,0,0,
202,23,fz023,rows,tickets+customers+orders,0.5,2,mut_drop_acl,0,1,0,0,
202,23,fz023,rows,tickets+customers+orders,0.5,2,mut_no_group_guard,0,1,0,0,
202,24,fz024,rows,products,0.5,5,post_join_filter,1,1,0,0,
202,24,fz024,rows,products,0.5,5,view_barrier,1,1,0,0,
202,24,fz024,rows,products,0.5,5,predicate_injection,1,1,0,0,
202,24,fz024,rows,products,0.5,5,pcqv_forced,1,1,0,0,
202,24,fz024,rows,products,0.5,5,pcqv,1,1,0,0,
202,24,fz024,rows,products,0.5,5,oracle_order,1,1,0,0,
202,24,fz024,rows,products,0.5,5,unsafe_late_aggregate,0,1,0,0,
202,24,fz024,rows,products,0.5,5,mut_no_mask,0,1,0,0,
202,24,fz024,rows,products,0.5,5,mut_drop_tenant,0,0,59,59,
202,24,fz024,rows,products,0.5,5,mut_drop_purpose,0,1,0,0,
202,24,fz024,rows,products,0.5,5,mut_drop_clearance,0,1,0,0,
202,24,fz024,rows,products,0.5,5,mut_drop_region,0,1,0,0,
202,24,fz024,rows,products,0.5,5,mut_drop_cross_guard,0,1,0,0,
202,24,fz024,rows,products,0.5,5,mut_drop_acl,0,1,0,0,
202,24,fz024,rows,products,0.5,5,mut_no_group_guard,0,1,0,0,
202,25,fz025,aggregate,products+lineitem,0.1,4,post_join_filter,1,1,0,0,
202,25,fz025,aggregate,products+lineitem,0.1,4,view_barrier,1,1,0,0,
202,25,fz025,aggregate,products+lineitem,0.1,4,predicate_injection,1,1,0,0,
202,25,fz025,aggregate,products+lineitem,0.1,4,pcqv_forced,1,1,0,0,
202,25,fz025,aggregate,products+lineitem,0.1,4,pcqv,1,1,0,0,
202,25,fz025,aggregate,products+lineitem,0.1,4,oracle_order,1,1,0,0,
202,25,fz025,aggregate,products+lineitem,0.1,4,unsafe_late_aggregate,0,0,61,48,
202,25,fz025,aggregate,products+lineitem,0.1,4,mut_no_mask,0,1,0,0,
202,25,fz025,aggregate,products+lineitem,0.1,4,mut_drop_tenant,0,0,38,25,
202,25,fz025,aggregate,products+lineitem,0.1,4,mut_drop_purpose,0,1,0,0,
202,25,fz025,aggregate,products+lineitem,0.1,4,mut_drop_clearance,0,0,9,9,
202,25,fz025,aggregate,products+lineitem,0.1,4,mut_drop_region,0,1,0,0,
202,25,fz025,aggregate,products+lineitem,0.1,4,mut_drop_cross_guard,0,0,24,12,
202,25,fz025,aggregate,products+lineitem,0.1,4,mut_drop_acl,0,1,0,0,
202,25,fz025,aggregate,products+lineitem,0.1,4,mut_no_group_guard,0,1,0,0,
202,26,fz026,aggregate,customers+orders,0.025,5,post_join_filter,1,1,0,0,
202,26,fz026,aggregate,customers+orders,0.025,5,view_barrier,1,1,0,0,
202,26,fz026,aggregate,customers+orders,0.025,5,predicate_injection,1,1,0,0,
202,26,fz026,aggregate,customers+orders,0.025,5,pcqv_forced,1,1,0,0,
202,26,fz026,aggregate,customers+orders,0.025,5,pcqv,1,1,0,0,
202,26,fz026,aggregate,customers+orders,0.025,5,oracle_order,1,1,0,0,
202,26,fz026,aggregate,customers+orders,0.025,5,unsafe_late_aggregate,0,0,40,40,
202,26,fz026,aggregate,customers+orders,0.025,5,mut_no_mask,0,1,0,0,
202,26,fz026,aggregate,customers+orders,0.025,5,mut_drop_tenant,0,0,5,5,
202,26,fz026,aggregate,customers+orders,0.025,5,mut_drop_purpose,0,1,0,0,
202,26,fz026,aggregate,customers+orders,0.025,5,mut_drop_clearance,0,1,0,0,
202,26,fz026,aggregate,customers+orders,0.025,5,mut_drop_region,0,1,0,0,
202,26,fz026,aggregate,customers+orders,0.025,5,mut_drop_cross_guard,0,1,0,0,
202,26,fz026,aggregate,customers+orders,0.025,5,mut_drop_acl,0,1,0,0,
202,26,fz026,aggregate,customers+orders,0.025,5,mut_no_group_guard,0,1,0,0,
202,27,fz027,aggregate,products+lineitem,0.05,1,post_join_filter,1,1,0,0,
202,27,fz027,aggregate,products+lineitem,0.05,1,view_barrier,1,1,0,0,
202,27,fz027,aggregate,products+lineitem,0.05,1,predicate_injection,1,1,0,0,
202,27,fz027,aggregate,products+lineitem,0.05,1,pcqv_forced,1,1,0,0,
202,27,fz027,aggregate,products+lineitem,0.05,1,pcqv,1,1,0,0,
202,27,fz027,aggregate,products+lineitem,0.05,1,oracle_order,1,1,0,0,
202,27,fz027,aggregate,products+lineitem,0.05,1,unsafe_late_aggregate,0,0,29,19,
202,27,fz027,aggregate,products+lineitem,0.05,1,mut_no_mask,0,1,0,0,
202,27,fz027,aggregate,products+lineitem,0.05,1,mut_drop_tenant,0,0,29,19,
202,27,fz027,aggregate,products+lineitem,0.05,1,mut_drop_purpose,0,1,0,0,
202,27,fz027,aggregate,products+lineitem,0.05,1,mut_drop_clearance,0,1,0,0,
202,27,fz027,aggregate,products+lineitem,0.05,1,mut_drop_region,0,1,0,0,
202,27,fz027,aggregate,products+lineitem,0.05,1,mut_drop_cross_guard,0,1,0,0,
202,27,fz027,aggregate,products+lineitem,0.05,1,mut_drop_acl,0,1,0,0,
202,27,fz027,aggregate,products+lineitem,0.05,1,mut_no_group_guard,0,1,0,0,
202,28,fz028,rows,orders,0.025,3,post_join_filter,1,1,0,0,
202,28,fz028,rows,orders,0.025,3,view_barrier,1,1,0,0,
202,28,fz028,rows,orders,0.025,3,predicate_injection,1,1,0,0,
202,28,fz028,rows,orders,0.025,3,pcqv_forced,1,1,0,0,
202,28,fz028,rows,orders,0.025,3,pcqv,1,1,0,0,
202,28,fz028,rows,orders,0.025,3,oracle_order,1,1,0,0,
