selectivity,complexity,query,method,latency_ms,rows,error
0.25,3,q12_product_segment_revenue,oracle_order,1.4683,26,
0.25,3,q13_order_lineitem_rows,oblivious_forced,2.054,300,
0.25,3,q13_order_lineitem_rows,pcqv_no_order,1.7984,300,
0.25,3,q13_order_lineitem_rows,pcqv_no_stats,1.6744,300,
0.25,3,q13_order_lineitem_rows,pcqv_greedy,2.1367,300,
0.25,3,q13_order_lineitem_rows,pcqv_forced,1.7394,300,
0.25,3,q13_order_lineitem_rows,pcqv,1.8718,300,
0.25,3,q13_order_lineitem_rows,oracle_order,1.878,300,
0.25,3,q14_support_owner_rows,oblivious_forced,0.7185,163,
0.25,3,q14_support_owner_rows,pcqv_no_order,0.6321,163,
0.25,3,q14_support_owner_rows,pcqv_no_stats,0.653,163,
0.25,3,q14_support_owner_rows,pcqv_greedy,0.6357,163,
0.25,3,q14_support_owner_rows,pcqv_forced,0.5879,163,
0.25,3,q14_support_owner_rows,pcqv,0.5929,163,
0.25,3,q14_support_owner_rows,oracle_order,0.7462,163,
0.25,3,q15_clearance_product_rows,oblivious_forced,0.4383,17,
0.25,3,q15_clearance_product_rows,pcqv_no_order,0.5322,17,
0.25,3,q15_clearance_product_rows,pcqv_no_stats,0.7706,17,
0.25,3,q15_clearance_product_rows,pcqv_greedy,0.426,17,
0.25,3,q15_clearance_product_rows,pcqv_forced,0.4284,17,
0.25,3,q15_clearance_product_rows,pcqv,0.4395,17,
0.25,3,q15_clearance_product_rows,oracle_order,0.4555,17,
0.25,3,q16_region_product_mix,oblivious_forced,1.7359,35,
0.25,3,q16_region_product_mix,pcqv_no_order,1.5636,35,
0.25,3,q16_region_product_mix,pcqv_no_stats,2.6659,35,
0.25,3,q16_region_product_mix,pcqv_greedy,3.5731,35,
0.25,3,q16_region_product_mix,pcqv_forced,2.6139,35,
0.25,3,q16_region_product_mix,pcqv,2.4248,35,
0.25,3,q16_region_product_mix,oracle_order,2.377,35,
0.25,5,q1_customer_orders,oblivious_forced,2.6255,85,
0.25,5,q1_customer_orders,pcqv_no_order,0.831,85,
0.25,5,q1_customer_orders,pcqv_no_stats,0.9131,85,
0.25,5,q1_customer_orders,pcqv_greedy,1.0343,85,
0.25,5,q1_customer_orders,pcqv_forced,1.0021,85,
0.25,5,q1_customer_orders,pcqv,1.0231,85,
0.25,5,q1_customer_orders,oracle_order,0.935,85,
0.25,5,q2_revenue_by_product,oblivious_forced,3.0122,6,
0.25,5,q2_revenue_by_product,pcqv_no_order,1.0243,6,
0.25,5,q2_revenue_by_product,pcqv_no_stats,1.0502,6,
0.25,5,q2_revenue_by_product,pcqv_greedy,1.0214,6,
0.25,5,q2_revenue_by_product,pcqv_forced,1.0296,6,
0.25,5,q2_revenue_by_product,pcqv,1.1456,6,
0.25,5,q2_revenue_by_product,oracle_order,1.3754,6,
0.25,5,q3_support_tickets,oblivious_forced,0.3515,63,
0.25,5,q3_support_tickets,pcqv_no_order,0.3557,63,
0.25,5,q3_support_tickets,pcqv_no_stats,0.4053,63,
0.25,5,q3_support_tickets,pcqv_greedy,0.5023,63,
0.25,5,q3_support_tickets,pcqv_forced,0.4605,63,
0.25,5,q3_support_tickets,pcqv,0.3512,63,
0.25,5,q3_support_tickets,oracle_order,0.4039,63,
0.25,5,q4_revenue_by_region,oblivious_forced,3.7319,4,
0.25,5,q4_revenue_by_region,pcqv_no_order,2.178,4,
0.25,5,q4_revenue_by_region,pcqv_no_stats,2.0769,4,
0.25,5,q4_revenue_by_region,pcqv_greedy,1.9647,4,
0.25,5,q4_revenue_by_region,pcqv_forced,2.0445,4,
0.25,5,q4_revenue_by_region,pcqv,2.3008,4,
0.25,5,q4_revenue_by_region,oracle_order,2.0748,4,
0.25,5,q5_high_value_segments,oblivious_forced,1.9164,5,
0.25,5,q5_high_value_segments,pcqv_no_order,1.9172,5,
0.25,5,q5_high_value_segments,pcqv_no_stats,0.6636,5,
0.25,5,q5_high_value_segments,pcqv_greedy,1.8168,5,
0.25,5,q5_high_value_segments,pcqv_forced,1.8865,5,
0.25,5,q5_high_value_segments,pcqv,1.8966,5,
0.25,5,q5_high_value_segments,oracle_order,1.8731,5,
0.25,5,q6_lineitem_product_count,oblivious_forced,4.0216,8,
0.25,5,q6_lineitem_product_count,pcqv_no_order,2.8575,8,
0.25,5,q6_lineitem_product_count,pcqv_no_stats,1.8421,8,
0.25,5,q6_lineitem_product_count,pcqv_greedy,3.0412,8,
0.25,5,q6_lineitem_product_count,pcqv_forced,1.8306,8,
0.25,5,q6_lineitem_product_count,pcqv,1.8082,8,
0.25,5,q6_lineitem_product_count,oracle_order,2.0427,8,
0.25,5,q7_customer_summary,oblivious_forced,0.5744,19,
0.25,5,q7_customer_summary,pcqv_no_order,0.3712,19,
0.25,5,q7_customer_summary,pcqv_no_stats,0.3284,19,
0.25,5,q7_customer_summary,pcqv_greedy,0.291,19,
0.25,5,q7_customer_summary,pcqv_forced,0.2899,19,
0.25,5,q7_customer_summary,pcqv,0.3174,19,
0.25,5,q7_customer_summary,oracle_order,0.3864,19,
0.25,5,q8_sensitive_product_scan,oblivious_forced,4.0115,18,
0.25,5,q8_sensitive_product_scan,pcqv_no_order,2.102,18,
0.25,5,q8_sensitive_product_scan,pcqv_no_stats,2.2193,18,
0.25,5,q8_sensitive_product_scan,pcqv_greedy,1.8979,18,
0.25,5,q8_sensitive_product_scan,pcqv_forced,1.8944,18,
0.25,5,q8_sensitive_product_scan,pcqv,1.8818,18,
0.25,5,q8_sensitive_product_scan,oracle_order,1.9737,18,
0.25,5,q9_ticket_topic_segments,oblivious_forced,0.8638,25,
0.25,5,q9_ticket_topic_segments,pcqv_no_order,0.6562,25,
0.25,5,q9_ticket_topic_segments,pcqv_no_stats,0.6098,25,
0.25,5,q9_ticket_topic_segments,pcqv_greedy,0.598,25,
0.25,5,q9_ticket_topic_segments,pcqv_forced,0.6603,25,
0.25,5,q9_ticket_topic_segments,pcqv,0.6533,25,
0.25,5,q9_ticket_topic_segments,oracle_order,0.6225,25,
0.25,5,q10_acl_customer_rows,oblivious_forced,0.2478,70,
0.25,5,q10_acl_customer_rows,pcqv_no_order,0.2131,70,
0.25,5,q10_acl_customer_rows,pcqv_no_stats,0.259,70,
0.25,5,q10_acl_customer_rows,pcqv_greedy,0.2194,70,
0.25,5,q10_acl_customer_rows,pcqv_forced,0.2556,70,
0.25,5,q10_acl_customer_rows,pcqv,0.2062,70,
0.25,5,q10_acl_customer_rows,oracle_order,0.2151,70,
0.25,5,q11_order_ticket_bridge,oblivious_forced,1.5531,18,
0.25,5,q11_order_ticket_bridge,pcqv_no_order,0.7852,18,
0.25,5,q11_order_ticket_bridge,pcqv_no_stats,0.8435,18,
0.25,5,q11_order_ticket_bridge,pcqv_greedy,1.5778,18,
0.25,5,q11_order_ticket_bridge,pcqv_forced,1.7615,18,
0.25,5,q11_order_ticket_bridge,pcqv,0.8474,18,
0.25,5,q11_order_ticket_bridge,oracle_order,1.5901,18,
0.25,5,q12_product_segment_revenue,oblivious_forced,1.5883,26,
0.25,5,q12_product_segment_revenue,pcqv_no_order,3.7231,26,
0.25,5,q12_product_segment_revenue,pcqv_no_stats,1.7887,26,
0.25,5,q12_product_segment_revenue,pcqv_greedy,3.4321,26,
0.25,5,q12_product_segment_revenue,pcqv_forced,2.0331,26,
0.25,5,q12_product_segment_revenue,pcqv,3.4866,26,
0.25,5,q12_product_segment_revenue,oracle_order,1.612,26,
0.25,5,q13_order_lineitem_rows,oblivious_forced,1.1719,203,
0.25,5,q13_order_lineitem_rows,pcqv_no_order,1.2112,203,
0.25,5,q13_order_lineitem_rows,pcqv_no_stats,1.2378,203,
0.25,5,q13_order_lineitem_rows,pcqv_greedy,1.1955,203,
0.25,5,q13_order_lineitem_rows,pcqv_forced,1.4468,203,
0.25,5,q13_order_lineitem_rows,pcqv,1.2439,203,
0.25,5,q13_order_lineitem_rows,oracle_order,1.2041,203,
0.25,5,q14_support_owner_rows,oblivious_forced,0.7599,169,
0.25,5,q14_support_owner_rows,pcqv_no_order,0.7969,169,
0.25,5,q14_support_owner_rows,pcqv_no_stats,0.7172,169,
0.25,5,q14_support_owner_rows,pcqv_greedy,0.7126,169,
0.25,5,q14_support_owner_rows,pcqv_forced,0.7073,169,
0.25,5,q14_support_owner_rows,pcqv,0.7226,169,
0.25,5,q14_support_owner_rows,oracle_order,0.9899,169,
0.25,5,q15_clearance_product_rows,oblivious_forced,0.7495,17,
0.25,5,q15_clearance_product_rows,pcqv_no_order,0.6388,17,
0.25,5,q15_clearance_product_rows,pcqv_no_stats,0.6882,17,
0.25,5,q15_clearance_product_rows,pcqv_greedy,0.7125,17,
0.25,5,q15_clearance_product_rows,pcqv_forced,0.7608,17,
0.25,5,q15_clearance_product_rows,pcqv,1.0049,17,
0.25,5,q15_clearance_product_rows,oracle_order,0.6281,17,
0.25,5,q16_region_product_mix,oblivious_forced,1.8036,35,
0.25,5,q16_region_product_mix,pcqv_no_order,1.9368,35,
0.25,5,q16_region_product_mix,pcqv_no_stats,1.9217,35,
0.25,5,q16_region_product_mix,pcqv_greedy,3.3112,35,
0.25,5,q16_region_product_mix,pcqv_forced,2.0106,35,
0.25,5,q16_region_product_mix,pcqv,1.8965,35,
0.25,5,q16_region_product_mix,oracle_order,1.7375,35,
0.25,6,q1_customer_orders,oblivious_forced,2.6302,85,
0.25,6,q1_customer_orders,pcqv_no_order,0.7518,85,
0.25,6,q1_customer_orders,pcqv_no_stats,0.7173,85,
0.25,6,q1_customer_orders,pcqv_greedy,0.9479,85,
0.25,6,q1_customer_orders,pcqv_forced,0.9977,85,
0.25,6,q1_customer_orders,pcqv,1.1153,85,
0.25,6,q1_customer_orders,oracle_order,0.9898,85,
0.25,6,q2_revenue_by_product,oblivious_forced,3.3199,1,
0.25,6,q2_revenue_by_product,pcqv_no_order,1.0803,1,
0.25,6,q2_revenue_by_product,pcqv_no_stats,1.1073,1,
0.25,6,q2_revenue_by_product,pcqv_greedy,1.0416,1,
0.25,6,q2_revenue_by_product,pcqv_forced,1.0919,1,
0.25,6,q2_revenue_by_product,pcqv,1.1203,1,
0.25,6,q2_revenue_by_product,oracle_order,1.2139,1,
0.25,6,q3_support_tickets,oblivious_forced,0.3022,63,
0.25,6,q3_support_tickets,pcqv_no_order,0.3765,63,
0.25,6,q3_support_tickets,pcqv_no_stats,0.35,63,
0.25,6,q3_support_tickets,pcqv_greedy,0.5483,63,
0.25,6,q3_support_tickets,pcqv_forced,0.5256,63,
0.25,6,q3_support_tickets,pcqv,0.3641,63,
0.25,6,q3_support_tickets,oracle_order,0.3088,63,
0.25,6,q4_revenue_by_region,oblivious_forced,4.2404,4,
0.25,6,q4_revenue_by_region,pcqv_no_order,2.3401,4,
0.25,6,q4_revenue_by_region,pcqv_no_stats,2.2882,4,
0.25,6,q4_revenue_by_region,pcqv_greedy,2.3236,4,
0.25,6,q4_revenue_by_region,pcqv_forced,1.9301,4,
0.25,6,q4_revenue_by_region,pcqv,1.8684,4,
0.25,6,q4_revenue_by_region,oracle_order,2.2003,4,
0.25,6,q5_high_value_segments,oblivious_forced,1.9025,5,
0.25,6,q5_high_value_segments,pcqv_no_order,1.9805,5,
0.25,6,q5_high_value_segments,pcqv_no_stats,0.8548,5,
0.25,6,q5_high_value_segments,pcqv_greedy,1.8676,5,
0.25,6,q5_high_value_segments,pcqv_forced,1.8268,5,
0.25,6,q5_high_value_segments,pcqv,1.8383,5,
0.25,6,q5_high_value_segments,oracle_order,2.204,5,
0.25,6,q6_lineitem_product_count,oblivious_forced,3.7066,8,
0.25,6,q6_lineitem_product_count,pcqv_no_order,2.7273,8,
0.25,6,q6_lineitem_product_count,pcqv_no_stats,2.3863,8,
0.25,6,q6_lineitem_product_count,pcqv_greedy,2.6785,8,
0.25,6,q6_lineitem_product_count,pcqv_forced,2.0101,8,
0.25,6,q6_lineitem_product_count,pcqv,1.9048,8,
0.25,6,q6_lineitem_product_count,oracle_order,2.0769,8,
0.25,6,q7_customer_summary,oblivious_forced,0.5799,0,
0.25,6,q7_customer_summary,pcqv_no_order,0.3356,0,
0.25,6,q7_customer_summary,pcqv_no_stats,0.325,0,
0.25,6,q7_customer_summary,pcqv_greedy,0.5318,0,
0.25,6,q7_customer_summary,pcqv_forced,0.3796,0,
0.25,6,q7_customer_summary,pcqv,0.3622,0,
0.25,6,q7_customer_summary,oracle_order,0.2909,0,
0.25,6,q8_sensitive_product_scan,oblivious_forced,4.1212,18,
0.25,6,q8_sensitive_product_scan,pcqv_no_order,2.0179,18,
0.25,6,q8_sensitive_product_scan,pcqv_no_stats,2.2029,18,
0.25,6,q8_sensitive_product_scan,pcqv_greedy,2.128,18,
0.25,6,q8_sensitive_product_scan,pcqv_forced,2.2313,18,
0.25,6,q8_sensitive_product_scan,pcqv,1.8552,18,
0.25,6,q8_sensitive_product_scan,oracle_order,2.0321,18,
0.25,6,q9_ticket_topic_segments,oblivious_forced,0.8173,11,
0.25,6,q9_ticket_topic_segments,pcqv_no_order,0.6671,11,
0.25,6,q9_ticket_topic_segments,pcqv_no_stats,0.619,11,
0.25,6,q9_ticket_topic_segments,pcqv_greedy,0.6082,11,
0.25,6,q9_ticket_topic_segments,pcqv_forced,0.6781,11,
0.25,6,q9_ticket_topic_segments,pcqv,0.627,11,
0.25,6,q9_ticket_topic_segments,oracle_order,0.763,11,
0.25,6,q10_acl_customer_rows,oblivious_forced,0.2549,70,
0.25,6,q10_acl_customer_rows,pcqv_no_order,0.3165,70,
0.25,6,q10_acl_customer_rows,pcqv_no_stats,0.23,70,
0.25,6,q10_acl_customer_rows,pcqv_greedy,0.3049,70,
0.25,6,q10_acl_customer_rows,pcqv_forced,0.2619,70,
0.25,6,q10_acl_customer_rows,pcqv,0.2711,70,
0.25,6,q10_acl_customer_rows,oracle_order,0.2178,70,
0.25,6,q11_order_ticket_bridge,oblivious_forced,1.7404,2,
0.25,6,q11_order_ticket_bridge,pcqv_no_order,0.946,2,
0.25,6,q11_order_ticket_bridge,pcqv_no_stats,0.9234,2,
0.25,6,q11_order_ticket_bridge,pcqv_greedy,1.6344,2,
0.25,6,q11_order_ticket_bridge,pcqv_forced,1.5921,2,
0.25,6,q11_order_ticket_bridge,pcqv,0.8724,2,
0.25,6,q11_order_ticket_bridge,oracle_order,1.6343,2,
0.25,6,q12_product_segment_revenue,oblivious_forced,1.7306,6,
0.25,6,q12_product_segment_revenue,pcqv_no_order,3.4846,6,
0.25,6,q12_product_segment_revenue,pcqv_no_stats,1.5937,6,
0.25,6,q12_product_segment_revenue,pcqv_greedy,3.37,6,
0.25,6,q12_product_segment_revenue,pcqv_forced,1.6489,6,
0.25,6,q12_product_segment_revenue,pcqv,3.733,6,
0.25,6,q12_product_segment_revenue,oracle_order,1.6514,6,
0.25,6,q13_order_lineitem_rows,oblivious_forced,1.1743,203,
0.25,6,q13_order_lineitem_rows,pcqv_no_order,1.204,203,
0.25,6,q13_order_lineitem_rows,pcqv_no_stats,1.1872,203,
0.25,6,q13_order_lineitem_rows,pcqv_greedy,1.1569,203,
0.25,6,q13_order_lineitem_rows,pcqv_forced,1.1854,203,
0.25,6,q13_order_lineitem_rows,pcqv,1.1636,203,
0.25,6,q13_order_lineitem_rows,oracle_order,1.1652,203,
0.25,6,q14_support_owner_rows,oblivious_forced,0.7563,169,
0.25,6,q14_support_owner_rows,pcqv_no_order,0.7371,169,
0.25,6,q14_support_owner_rows,pcqv_no_stats,0.8753,169,
0.25,6,q14_support_owner_rows,pcqv_greedy,0.7064,169,
0.25,6,q14_support_owner_rows,pcqv_forced,0.7147,169,
0.25,6,q14_support_owner_rows,pcqv,0.7455,169,
0.25,6,q14_support_owner_rows,oracle_order,1.2431,169,
0.25,6,q15_clearance_product_rows,oblivious_forced,0.76,17,
0.25,6,q15_clearance_product_rows,pcqv_no_order,1.0436,17,
0.25,6,q15_clearance_product_rows,pcqv_no_stats,0.7631,17,
0.25,6,q15_clearance_product_rows,pcqv_greedy,0.7863,17,
0.25,6,q15_clearance_product_rows,pcqv_forced,0.6714,17,
0.25,6,q15_clearance_product_rows,pcqv,0.7935,17,
0.25,6,q15_clearance_product_rows,oracle_order,0.7678,17,
0.25,6,q16_region_product_mix,oblivious_forced,2.3176,6,
0.25,6,q16_region_product_mix,pcqv_no_order,1.9138,6,
0.25,6,q16_region_product_mix,pcqv_no_stats,1.8256,6,
0.25,6,q16_region_product_mix,pcqv_greedy,3.3473,6,
0.25,6,q16_region_product_mix,pcqv_forced,1.7472,6,
0.25,6,q16_region_product_mix,pcqv,1.9526,6,
0.25,6,q16_region_product_mix,oracle_order,1.7715,6,
0.5,3,q1_customer_orders,oblivious_forced,2.2799,179,
0.5,3,q1_customer_orders,pcqv_no_order,1.8406,179,
0.5,3,q1_customer_orders,pcqv_no_stats,1.9718,179,
0.5,3,q1_customer_orders,pcqv_greedy,1.8961,179,
0.5,3,q1_customer_orders,pcqv_forced,1.7719,179,
0.5,3,q1_customer_orders,pcqv,1.606,179,
0.5,3,q1_customer_orders,oracle_order,1.6078,179,
0.5,3,q2_revenue_by_product,oblivious_forced,4.1634,13,
0.5,3,q2_revenue_by_product,pcqv_no_order,1.8322,13,
0.5,3,q2_revenue_by_product,pcqv_no_stats,1.8288,13,
0.5,3,q2_revenue_by_product,pcqv_greedy,1.9085,13,
0.5,3,q2_revenue_by_product,pcqv_forced,1.8717,13,
0.5,3,q2_revenue_by_product,pcqv,2.2329,13,
0.5,3,q2_revenue_by_product,oracle_order,4.4396,13,
0.5,3,q3_support_tickets,oblivious_forced,0.7966,177,
0.5,3,q3_support_tickets,pcqv_no_order,0.6034,177,
0.5,3,q3_support_tickets,pcqv_no_stats,0.6776,177,
0.5,3,q3_support_tickets,pcqv_greedy,0.6141,177,
0.5,3,q3_support_tickets,pcqv_forced,0.8747,177,
0.5,3,q3_support_tickets,pcqv,0.7907,177,
0.5,3,q3_support_tickets,oracle_order,0.5956,177,
0.5,3,q4_revenue_by_region,oblivious_forced,4.5599,6,
0.5,3,q4_revenue_by_region,pcqv_no_order,7.7348,6,
0.5,3,q4_revenue_by_region,pcqv_no_stats,6.2934,6,
0.5,3,q4_revenue_by_region,pcqv_greedy,6.9867,6,
0.5,3,q4_revenue_by_region,pcqv_forced,6.1091,6,
0.5,3,q4_revenue_by_region,pcqv,6.0372,6,
0.5,3,q4_revenue_by_region,oracle_order,5.7313,6,
0.5,3,q5_high_value_segments,oblivious_forced,2.7757,5,
0.5,3,q5_high_value_segments,pcqv_no_order,3.0069,5,
0.5,3,q5_high_value_segments,pcqv_no_stats,1.4456,5,
0.5,3,q5_high_value_segments,pcqv_greedy,1.3564,5,
0.5,3,q5_high_value_segments,pcqv_forced,1.4076,5,
0.5,3,q5_high_value_segments,pcqv,2.1629,5,
0.5,3,q5_high_value_segments,oracle_order,2.3239,5,
0.5,3,q6_lineitem_product_count,oblivious_forced,6.1509,8,
0.5,3,q6_lineitem_product_count,pcqv_no_order,4.7079,8,
0.5,3,q6_lineitem_product_count,pcqv_no_stats,6.0419,8,
0.5,3,q6_lineitem_product_count,pcqv_greedy,5.4981,8,
0.5,3,q6_lineitem_product_count,pcqv_forced,5.7173,8,
0.5,3,q6_lineitem_product_count,pcqv,6.2689,8,
0.5,3,q6_lineitem_product_count,oracle_order,6.2224,8,
0.5,3,q7_customer_summary,oblivious_forced,1.1366,46,
0.5,3,q7_customer_summary,pcqv_no_order,0.909,46,
0.5,3,q7_customer_summary,pcqv_no_stats,0.6429,46,
0.5,3,q7_customer_summary,pcqv_greedy,0.5867,46,
0.5,3,q7_customer_summary,pcqv_forced,0.6016,46,
0.5,3,q7_customer_summary,pcqv,0.6429,46,
0.5,3,q7_customer_summary,oracle_order,0.557,46,
0.5,3,q8_sensitive_product_scan,oblivious_forced,7.6154,34,
0.5,3,q8_sensitive_product_scan,pcqv_no_order,3.496,34,
0.5,3,q8_sensitive_product_scan,pcqv_no_stats,4.8265,34,
0.5,3,q8_sensitive_product_scan,pcqv_greedy,2.6689,34,
0.5,3,q8_sensitive_product_scan,pcqv_forced,2.5663,34,
0.5,3,q8_sensitive_product_scan,pcqv,2.825,34,
0.5,3,q8_sensitive_product_scan,oracle_order,3.2212,34,
0.5,3,q9_ticket_topic_segments,oblivious_forced,1.4426,25,
0.5,3,q9_ticket_topic_segments,pcqv_no_order,1.3146,25,
0.5,3,q9_ticket_topic_segments,pcqv_no_stats,1.3234,25,
0.5,3,q9_ticket_topic_segments,pcqv_greedy,1.7114,25,
0.5,3,q9_ticket_topic_segments,pcqv_forced,1.3598,25,
0.5,3,q9_ticket_topic_segments,pcqv,1.2634,25,
0.5,3,q9_ticket_topic_segments,oracle_order,1.2637,25,
0.5,3,q10_acl_customer_rows,oblivious_forced,0.4513,179,
0.5,3,q10_acl_customer_rows,pcqv_no_order,0.4151,179,
0.5,3,q10_acl_customer_rows,pcqv_no_stats,0.4277,179,
0.5,3,q10_acl_customer_rows,pcqv_greedy,0.4052,179,
0.5,3,q10_acl_customer_rows,pcqv_forced,0.4432,179,
0.5,3,q10_acl_customer_rows,pcqv,0.4245,179,
0.5,3,q10_acl_customer_rows,oracle_order,0.4386,179,
0.5,3,q11_order_ticket_bridge,oblivious_forced,2.0379,30,
0.5,3,q11_order_ticket_bridge,pcqv_no_order,2.4555,30,
0.5,3,q11_order_ticket_bridge,pcqv_no_stats,2.0912,30,
0.5,3,q11_order_ticket_bridge,pcqv_greedy,2.0142,30,
0.5,3,q11_order_ticket_bridge,pcqv_forced,2.0155,30,
0.5,3,q11_order_ticket_bridge,pcqv,2.4116,30,
0.5,3,q11_order_ticket_bridge,oracle_order,2.0977,30,
0.5,3,q12_product_segment_revenue,oblivious_forced,4.7102,27,
0.5,3,q12_product_segment_revenue,pcqv_no_order,7.0703,27,
0.5,3,q12_product_segment_revenue,pcqv_no_stats,4.1026,27,
0.5,3,q12_product_segment_revenue,pcqv_greedy,6.6675,27,
0.5,3,q12_product_segment_revenue,pcqv_forced,4.0737,27,
0.5,3,q12_product_segment_revenue,pcqv,7.5381,27,
0.5,3,q12_product_segment_revenue,oracle_order,3.9066,27,
0.5,3,q13_order_lineitem_rows,oblivious_forced,4.1255,300,
0.5,3,q13_order_lineitem_rows,pcqv_no_order,4.7182,300,
0.5,3,q13_order_lineitem_rows,pcqv_no_stats,4.4356,300,
0.5,3,q13_order_lineitem_rows,pcqv_greedy,4.4364,300,
0.5,3,q13_order_lineitem_rows,pcqv_forced,4.5933,300,
0.5,3,q13_order_lineitem_rows,pcqv,4.3477,300,
0.5,3,q13_order_lineitem_rows,oracle_order,4.7994,300,
0.5,3,q14_support_owner_rows,oblivious_forced,1.4472,300,
0.5,3,q14_support_owner_rows,pcqv_no_order,1.8847,300,
0.5,3,q14_support_owner_rows,pcqv_no_stats,1.8342,300,
0.5,3,q14_support_owner_rows,pcqv_greedy,1.6192,300,
0.5,3,q14_support_owner_rows,pcqv_forced,1.7153,300,
0.5,3,q14_support_owner_rows,pcqv,1.6781,300,
0.5,3,q14_support_owner_rows,oracle_order,1.5782,300,
0.5,3,q15_clearance_product_rows,oblivious_forced,1.1755,41,
0.5,3,q15_clearance_product_rows,pcqv_no_order,1.2034,41,
0.5,3,q15_clearance_product_rows,pcqv_no_stats,1.2239,41,
0.5,3,q15_clearance_product_rows,pcqv_greedy,1.183,41,
0.5,3,q15_clearance_product_rows,pcqv_forced,1.2631,41,
0.5,3,q15_clearance_product_rows,pcqv,2.1988,41,
0.5,3,q15_clearance_product_rows,oracle_order,1.5421,41,
0.5,3,q16_region_product_mix,oblivious_forced,5.9404,54,
0.5,3,q16_region_product_mix,pcqv_no_order,5.219,54,
0.5,3,q16_region_product_mix,pcqv_no_stats,5.7838,54,
0.5,3,q16_region_product_mix,pcqv_greedy,6.6485,54,
0.5,3,q16_region_product_mix,pcqv_forced,5.511,54,
0.5,3,q16_region_product_mix,pcqv,4.5513,54,
0.5,3,q16_region_product_mix,oracle_order,5.845,54,
0.5,5,q1_customer_orders,oblivious_forced,5.0576,179,
0.5,5,q1_customer_orders,pcqv_no_order,1.7536,179,
0.5,5,q1_customer_orders,pcqv_no_stats,1.8517,179,
0.5,5,q1_customer_orders,pcqv_greedy,1.7159,179,
0.5,5,q1_customer_orders,pcqv_forced,1.7746,179,
0.5,5,q1_customer_orders,pcqv,1.7933,179,
0.5,5,q1_customer_orders,oracle_order,2.0466,179,
0.5,5,q2_revenue_by_product,oblivious_forced,6.8876,13,
0.5,5,q2_revenue_by_product,pcqv_no_order,3.2042,13,
0.5,5,q2_revenue_by_product,pcqv_no_stats,2.9353,13,
0.5,5,q2_revenue_by_product,pcqv_greedy,2.8405,13,
0.5,5,q2_revenue_by_product,pcqv_forced,4.2246,13,
0.5,5,q2_revenue_by_product,pcqv,4.4973,13,
0.5,5,q2_revenue_by_product,oracle_order,4.28,13,
0.5,5,q3_support_tickets,oblivious_forced,0.8896,180,
0.5,5,q3_support_tickets,pcqv_no_order,0.7028,180,
0.5,5,q3_support_tickets,pcqv_no_stats,0.7185,180,
0.5,5,q3_support_tickets,pcqv_greedy,0.7506,180,
0.5,5,q3_support_tickets,pcqv_forced,0.7078,180,
0.5,5,q3_support_tickets,pcqv,0.6953,180,
0.5,5,q3_support_tickets,oracle_order,0.659,180,
0.5,5,q4_revenue_by_region,oblivious_forced,8.3053,6,
0.5,5,q4_revenue_by_region,pcqv_no_order,7.3988,6,
0.5,5,q4_revenue_by_region,pcqv_no_stats,6.9486,6,
0.5,5,q4_revenue_by_region,pcqv_greedy,6.4834,6,
0.5,5,q4_revenue_by_region,pcqv_forced,6.4597,6,
0.5,5,q4_revenue_by_region,pcqv,7.2205,6,
0.5,5,q4_revenue_by_region,oracle_order,7.6017,6,
0.5,5,q5_high_value_segments,oblivious_forced,2.3792,5,
0.5,5,q5_high_value_segments,pcqv_no_order,2.4254,5,
0.5,5,q5_high_value_segments,pcqv_no_stats,1.9703,5,
0.5,5,q5_high_value_segments,pcqv_greedy,2.5042,5,
0.5,5,q5_high_value_segments,pcqv_forced,2.5151,5,
0.5,5,q5_high_value_segments,pcqv,2.3652,5,
0.5,5,q5_high_value_segments,oracle_order,2.5534,5,
0.5,5,q6_lineitem_product_count,oblivious_forced,8.7466,8,
0.5,5,q6_lineitem_product_count,pcqv_no_order,7.9524,8,
0.5,5,q6_lineitem_product_count,pcqv_no_stats,6.4375,8,
0.5,5,q6_lineitem_product_count,pcqv_greedy,7.5702,8,
0.5,5,q6_lineitem_product_count,pcqv_forced,6.7036,8,
0.5,5,q6_lineitem_product_count,pcqv,7.3794,8,
0.5,5,q6_lineitem_product_count,oracle_order,7.7386,8,
0.5,5,q7_customer_summary,oblivious_forced,2.5857,46,
0.5,5,q7_customer_summary,pcqv_no_order,0.6917,46,
0.5,5,q7_customer_summary,pcqv_no_stats,0.6566,46,
0.5,5,q7_customer_summary,pcqv_greedy,0.702,46,
0.5,5,q7_customer_summary,pcqv_forced,1.0704,46,
0.5,5,q7_customer_summary,pcqv,1.073,46,
0.5,5,q7_customer_summary,oracle_order,0.7816,46,
0.5,5,q8_sensitive_product_scan,oblivious_forced,9.5895,34,
0.5,5,q8_sensitive_product_scan,pcqv_no_order,5.8265,34,
0.5,5,q8_sensitive_product_scan,pcqv_no_stats,8.2959,34,
0.5,5,q8_sensitive_product_scan,pcqv_greedy,7.9608,34,
0.5,5,q8_sensitive_product_scan,pcqv_forced,5.2434,34,
0.5,5,q8_sensitive_product_scan,pcqv,5.9132,34,
0.5,5,q8_sensitive_product_scan,oracle_order,5.4817,34,
0.5,5,q9_ticket_topic_segments,oblivious_forced,1.433,25,
0.5,5,q9_ticket_topic_segments,pcqv_no_order,1.4545,25,
0.5,5,q9_ticket_topic_segments,pcqv_no_stats,1.9403,25,
